rider_name,year,uci_points
julien simon,2020,104.0
kenneth van rooy,2020,104.0
bruno armirail,2020,103.0
jelle vanendert,2020,103.0
piotr brozyna,2020,103.0
michael storer,2020,102.70999997854233
matteo fabbro,2020,102.0
william barta,2020,102.0
alberto dainese,2020,101.0
diego rubio,2020,101.0
edvaldas siskevicius,2020,101.0
gino mader,2020,101.0
thomas de gendt,2020,101.0
brent bookwalter,2020,100.0
dan craven,2020,100.0
kim magnusson,2020,100.0
marcel meisen,2020,100.0
marek canecky,2020,100.0
pawel franczak,2020,100.0
jack bauer,2020,99.0
ryan cavanagh,2020,99.0
adne van engelen,2020,98.0
andriy vasylyuk,2020,98.0
juan jose lobato,2020,98.0
kent main,2020,98.0
thomas sprengers,2020,98.0
emanuel piaskowy,2020,97.0
georg zimmermann,2020,97.0
sep vanmarcke,2020,96.0
jasper de buyst,2020,95.0
marco haller,2020,95.0
peerapol chawchiangkwang,2020,95.0
henok mulubrhan,2020,94.0
filippo fortin,2020,93.0
jaime castrillo,2020,93.0
sergio samitier,2020,93.0
jasha sutterlin,2020,92.0
tom van asbroeck,2020,92.0
danilo wyss,2020,91.0
jakub otruba,2020,91.0
mads wurtz schmidt,2020,91.0
savva novikov,2020,91.0
toms skujins,2020,91.0
barnabas peak,2020,90.0
dylan groenewegen,2020,90.0
erik baska,2020,90.0
michael van staeyen,2020,90.0
aaron gate,2020,89.0
dylan kennett,2020,88.0
lucas de rossi,2020,88.0
alexys brunel,2020,87.0
jesper hansen 1,2020,87.0
jonathan castroviejo,2020,87.0
reinardt janse van rensburg,2020,87.0
alfdan de decker,2020,86.0
clement champoussin,2020,86.0
jan andrej cully,2020,86.0
mamyr stash,2020,86.0
simone consonni,2020,86.0
damien touze,2020,85.0
itamar einhorn,2020,85.0
kyle murphy,2020,85.0
thomas boudat,2020,85.0
patryk stosz,2020,84.0
benjamin thomas 2,2020,83.0
carlos quintero,2020,83.0
christophe laporte,2020,83.0
emils liepins,2020,83.0
remy rochas,2020,83.0
vicente garcia de mateus rubio,2020,83.0
winner anacona,2020,83.0
edoardo affini,2020,82.3
daniel navarro,2020,82.0
nick schultz,2020,82.0
niklas eg,2020,82.0
marc sarreau,2020,80.0
valentin midey,2020,80.0
eliot lietaer,2020,79.0
iljo keisse,2020,79.0
jakub mareczko,2020,79.0
anthony maldonado,2020,78.0
august jensen,2020,78.0
cristian rodriguez,2020,78.0
karl patrick lauk,2020,78.0
lorenzo fortunato,2020,78.0
nicola bagioli,2020,78.0
szymon sajnok,2020,78.0
tom wirtgen,2020,78.0
ylber sefa,2020,78.0
owain doull,2020,77.8
giovanni aleotti,2020,75.0
muradjan halmuratov,2020,75.0
stylianos farantakis,2020,75.0
chris hamilton,2020,73.0
harold tejada,2020,73.0
romain combaud,2020,73.0
tom devriendt,2020,73.0
edward theuns,2020,72.0
oscar riesebeek,2020,72.0
lucas eriksson,2020,71.0
luke rowe,2020,71.0
samuele battistella,2020,71.0
thomas pidcock,2020,71.0
alessandro fancellu,2020,70.0
branislau samoilau,2020,70.0
chris harper,2020,70.0
daniel savini,2020,70.0
evgeny shalunov,2020,70.0
frederik frison,2020,70.0
heinrich haussler,2020,70.0
martin urianstad,2020,70.0
merhawi kudus,2020,70.0
simone petilli,2020,70.0
daniel turek,2020,69.0
sean de bie,2020,69.0
sebastian schonberger,2020,69.0
simone ravanelli,2020,69.0
jayde julius,2020,68.0
matteo jorgenson,2020,68.0
mikael cherel,2020,68.0
senne leysen,2020,68.0
jetse bol,2020,67.0
kilian frankiny,2020,67.0
matthias brandle,2020,67.0
nick van der lijke,2020,67.0
nils politt,2020,67.0
roger kluge,2020,67.0
alexis gougeard,2020,66.0
aksel nommela,2020,65.0
bert jan lindeman,2020,65.0
chun kai feng,2020,65.0
jeremy lecroq,2020,65.0
kevin rivera,2020,65.0
kristoffer halvorsen,2020,65.0
olivier le gac,2020,65.0
ulises alfredo castillo,2020,65.0
max kanter,2020,64.7
delio fernandez,2020,64.0
juan sebastian molano,2020,64.0
alvaro jose hodeg,2020,63.8
ben tulett,2020,63.0
joao benta,2020,63.0
