rider_name,year,uci_points
tom van asbroeck,2021,452.0
gonzalo serrano,2021,447.0
stefan bissegger,2021,447.0
tim wellens,2021,444.0
jake stewart,2021,431.0
max walscheid,2021,430.3
oliver naesen,2021,420.0
brandon mcnulty,2021,415.0
tom dumoulin,2021,408.0
luis leon sanchez,2021,405.0
markus hoelgaard,2021,403.0
jonathan lastra,2021,402.0
aurelien paret peintre,2021,397.0
toms skujins,2021,394.0
carlos rodriguez cano,2021,389.3
taco van der hoorn,2021,387.0
warren barguil,2021,372.0
piet allegaert,2021,371.0
remi cavagna,2021,370.0
merhawi kudus,2021,358.0
lucas hamilton,2021,353.0
rui costa,2021,350.0
philippe gilbert,2021,347.0
alan banaszek,2021,339.0
baptiste planckaert,2021,336.0
lorenzo fortunato,2021,333.0
martin laas,2021,331.0
kent main,2021,329.6
jose manuel diaz gallego,2021,327.0
aime de gendt,2021,325.0
jon aberasturi,2021,320.0
fernando gaviria,2021,319.0
mark padun,2021,318.0
edoardo affini,2021,316.7
pascal eenkhoorn,2021,315.0
guillaume martin,2021,312.0
ivan garcia cortina,2021,310.0
geoffrey bouchard,2021,307.0
cristian rodriguez,2021,303.0
mads wurtz schmidt,2021,302.0
karl patrick lauk,2021,299.0
mihkel raim,2021,297.0
kevin geniets,2021,293.0
simon clarke,2021,292.0
stanislaw aniolkowski,2021,288.0
quinn simmons,2021,287.0
christofer robin jurado,2021,285.0
matteo fabbro,2021,285.0
clement champoussin,2021,284.0
matis louvel,2021,282.0
georg zimmermann,2021,280.0
nelson oliveira,2021,280.0
jack haig,2021,276.0
nikias arndt,2021,274.0
roger adria,2021,267.0
stan dewulf,2021,266.0
ludovic robeet,2021,263.0
heinrich haussler,2021,261.0
nelson soto,2021,257.0
alvaro jose hodeg,2021,254.0
michael gogl,2021,254.0
oscar riesebeek,2021,254.0
amaury capiot,2021,250.0
marco haller,2021,248.0
joao rodrigues,2021,246.0
luke durbridge,2021,246.0
anatoliy budyak,2021,245.0
sergio higuita,2021,245.0
nick schultz,2021,242.0
jakob fuglsang,2021,240.0
finn fisher black,2021,239.2
jan polanc,2021,239.0
arvid de kleijn,2021,238.0
daniel mclay,2021,238.0
dorian godon,2021,237.0
gianluca brambilla,2021,234.0
jonas rickaert,2021,234.0
cees bol,2021,233.0
dimitri claeys,2021,231.0
edward theuns,2021,230.0
azzedine lagab,2021,229.0
adam toupalik,2021,225.0
ruben guerreiro,2021,222.0
patrick konrad,2021,221.0
ivan ramiro sosa,2021,220.0
soren kragh andersen,2021,218.0
sven erik bystrom,2021,217.0
metkel eyob,2021,215.0
michael kukrle,2021,211.0
jeremy lecroq,2021,210.0
wilco kelderman,2021,210.0
daryl impey,2021,206.0
roland thalmann,2021,204.0
hugo hofstetter,2021,201.0
andrea bagioli,2021,200.0
cristian david pita,2021,200.0
elia viviani,2021,200.0
jan tratnik,2021,196.0
edvaldas siskevicius,2021,194.0
chris harper,2021,193.0
dylan groenewegen,2021,193.0
enric mas,2021,193.0
joe dombrowski,2021,193.0
clement russo,2021,192.0
kristian sbaragli,2021,186.0
silvan dillier,2021,181.0
gianni marchand,2021,180.0
hugo houle,2021,180.0
eduard michael grosu,2021,178.0
krists neilands,2021,178.0
lucas eriksson,2021,175.0
matteo jorgenson,2021,174.0
alexis renard,2021,173.0
nathan van hooydonck,2021,173.0
polychronis tzortzakis,2021,173.0
rui oliveira,2021,173.0
reinardt janse van rensburg,2021,171.0
jesus herrada lopez,2021,170.0
leonidas sebastian novoa,2021,170.0
vincenzo nibali,2021,170.0
amaro manuel antunes,2021,168.0
andreas kron,2021,167.0
tanel kangert,2021,167.0
yauhen sobal,2021,167.0
gerben thijssen,2021,166.0
romain bardet,2021,165.0
florian vermeersch,2021,164.0
pierre barbier,2021,163.0
robert stannard,2021,160.0
alexis guerin,2021,159.0
christophe noppe,2021,156.0
gino mader,2021,156.0
mikkel bjerg,2021,155.3
jenthe biermans,2021,155.0
mykhaylo kononenko,2021,155.0
mikel iturria,2021,154.0
damien gaudin,2021,151.0
damien touze,2021,151.0
dries van gestel,2021,151.0
gorka izagirre,2021,148.0
timo roosen,2021,147.0
mathias norsgaard,2021,146.3
benjamin thomas 2,2021,146.0
jonas koch,2021,146.0
julien simon,2021,146.0
antonio soto,2021,145.0
biniam ghirmay,2021,145.0
matteo moschetti,2021,145.0
tsgabu gebremaryam grmay,2021,143.3
richard carapaz,2021,143.0
yevgeniy fedorov,2021,143.0
guillaume boivin,2021,141.0
matteo badilatti,2021,141.0
olivier le gac,2021,141.0
stefan de bod,2021,141.0
tom paquot,2021,141.0
wout poels,2021,139.0
attila valter,2021,137.0
stanislau bazhkou,2021,136.0
ben o connor,2021,134.0
george bennett,2021,133.0
joey rosskopf,2021,133.0
lorenzo rota,2021,133.0
rudy molard,2021,133.0
jens debusschere,2021,132.0
natnael tesfatsion,2021,131.0
aaron gate,2021,126.5
walter vargas,2021,126.0
rafael reis,2021,125.0
szymon rekita,2021,125.0
arjen livyns,2021,123.0
bryan coquard,2021,123.0
frederico figueiredo,2021,123.0
edward irl dunbar,2021,121.0
dawit yemane,2021,120.0
mikel bizkarra,2021,119.0
dusan rajovic,2021,118.0
james knox,2021,118.0
gabriel cullaigh,2021,115.0
joni brandao,2021,113.0
lukas postlberger,2021,113.0
maciej bodnar,2021,113.0
luka mezgec,2021,112.0
adrian banaszek,2021,110.0
damiano caruso,2021,110.0
daniel munoz,2021,110.0
eder frayre,2021,110.0
lawrence naesen,2021,110.0
simon yates,2021,110.0
victor lafay,2021,110.0
vegard stake laengen,2021,108.0
ylber sefa,2021,108.0
jordi warlop,2021,107.0
cyril barthe,2021,106.0
diego rubio,2021,106.0
harm vanhoucke,2021,106.0
vadim pronskiy,2021,106.0
onur balkan,2021,105.0
emiel vermeulen,2021,103.0
kristoffer halvorsen,2021,103.0
pawel cieslik,2021,102.0
ben tulett,2021,101.0
byron guama,2021,100.0
cameron meyer,2021,100.0
marc sarreau,2021,100.0
torstein traeen,2021,100.0
dion smith,2021,99.0
lorrenzo manzin,2021,98.0
josef cerny,2021,96.0
michael schar,2021,96.0
sergio luis henao,2021,96.0
lawson craddock,2021,95.0
omar fraile,2021,95.0
tom devriendt,2021,95.0
davide formolo,2021,94.0
ruben fernandez,2021,94.0
mohammad ganjkhanlou,2021,93.0
nils eekhoff,2021,93.0
bert van lerberghe,2021,92.0
lukasz owsian,2021,92.0
davide rebellin,2021,90.0
segundo navarrete,2021,90.0
yevgeniy gidich,2021,90.0
alejandro marque,2021,89.0
norman vahtra,2021,89.0
pier andre cote,2021,89.0
andrea vendrame,2021,88.0
andriy kulyk,2021,88.0
casper pedersen,2021,88.0
henok mulubrhan,2021,88.0
kyle murphy,2021,88.0
manuel rodas,2021,88.0
quinten hermans,2021,88.0
jakub otruba,2021,87.0
jean pierre drucker,2021,87.0
simon carr,2021,87.0
michael morkov,2021,86.0
michal golas,2021,86.0
owain doull,2021,85.3
mattia cattaneo,2021,85.0
thomas boudat,2021,85.0
alfred wright,2021,80.0
andzs flaksis,2021,80.0
imanol erviti,2021,80.0
pierre latour,2021,79.0
emils liepins,2021,78.0
patrick gamper,2021,78.0
yuriy natarov,2021,76.7
moise mugisha,2021,76.6
alex kirsch,2021,75.0
antoine duchesne,2021,75.0
clement venturini,2021,75.0
cyril lemoine,2021,75.0
drikus coetzee,2021,75.0
maris bogdanovics,2021,75.0
muradjan halmuratov,2021,75.0
niklas larsen,2021,75.0
lluis guillermo mas,2021,74.3
andrea pasqualon,2021,72.0
juan sebastian molano,2021,72.0
nacer bouhanni,2021,70.0
remy rochas,2021,70.0
nickolas zukowsky,2021,68.0
petr vakoc,2021,68.0
miles scotson,2021,67.0
rory townsend,2021,67.0
david per,2021,66.0
nicolas roche,2021,66.0
pello bilbao,2021,65.0
sarawut sirironnachai,2021,65.0
spas gyurov,2021,65.0
piotr brozyna,2021,63.0
georgios bouglas,2021,61.0
jack bauer,2021,61.0
milan menten,2021,61.0
alo jakin,2021,60.0
clint hendricks,2021,60.0
delio fernandez,2021,60.0
jose tito hernandez,2021,60.0
mohd harrif saleh,2021,60.0
nickolas dlamini,2021,60.0
remy mertz,2021,60.0
gijs van hoecke,2021,59.0
filippo fiorelli,2021,58.0
lennard kamna,2021,58.0
marcus burghardt,2021,58.0
simon geschke,2021,58.0
fabio aru,2021,57.0
thibault ferasse,2021,57.0
jaakko hanninen,2021,56.0
mauro finetto,2021,56.0
savva novikov,2021,56.0
alexander konychev,2021,55.0
cristian raileanu,2021,55.0
davide gabburo,2021,55.0
jannik steimle,2021,55.0
peerapol chawchiangkwang,2021,55.0
fabio felline,2021,53.7
jhonatan narvaez,2021,53.0
barnabas peak,2021,52.0
ulises alfredo castillo,2021,52.0
daniil fominykh,2021,51.0
ahmet orken,2021,50.0
joel burbano,2021,50.0
nicholas white2,2021,50.0
thanakhan chaiyasombat,2021,50.0
jonas rutsch,2021,48.0
laurens de plus,2021,48.0
logan owen,2021,48.0
piotr havik,2021,48.0
szymon sajnok,2021,48.0
filippo zana,2021,47.0
laurenz rex,2021,47.0
nariyuki masuda,2021,47.0
robert power,2021,46.0
brent van moer,2021,45.0
jesse ewart,2021,45.0
wilson haro,2021,45.0
andreas leknessund,2021,44.0
oskar nisu,2021,44.0
santiago buitrago sanchez,2021,44.0
alberto bettiol,2021,43.0
harry sweeny,2021,43.0
clement carisey,2021,42.0
david dekker,2021,42.0
oscar sevilla,2021,41.0
amund grondahl jansen,2021,40.0
dmitry strakhov,2021,40.0
domenico pozzovivo,2021,40.0
emanuel buchmann,2021,40.0
giulio ciccone,2021,40.0
markus wildauer,2021,40.0
mirsamad pourseyedi,2021,40.0
tobias foss,2021,40.0
julien bernard,2021,39.0
alan riou,2021,38.0
alexandr riabushenko,2021,38.0
mamyr stash,2021,38.0
orluis aular,2021,38.0
arne marit,2021,37.0
shane archbold,2021,36.6
alessandro de marchi,2021,36.0
ilan van wilder,2021,36.0
aleksandr vlasov,2021,35.0
boy van poppel,2021,35.0
cedric beullens,2021,35.0
damiano cima,2021,35.0
erik nordsaeter resell,2021,35.0
mikel aristi,2021,35.0
sebastian langeveld,2021,35.0
tao geoghegan hart,2021,35.0
alois kankovsky,2021,34.0
jasper de buyst,2021,34.0
nicola conci,2021,34.0
sam oomen,2021,34.0
anthony maldonado,2021,33.0
marco canola,2021,33.0
patrik tybor,2021,33.0
pavel sivakov,2021,33.0
thomas lebas,2021,33.0
matteo malucelli,2021,32.0
august jensen,2021,31.0
maurits lammertink,2021,31.0
robin carpenter,2021,31.0
antonio carvalho,2021,30.0
bas van der kooij,2021,30.0
giovanni aleotti,2021,30.0
harold tejada,2021,30.0
james whelan,2021,30.0
jefferson cepeda hernandez,2021,30.0
lilian calmejane,2021,30.0
marti marquez,2021,30.0
oleksandr polivoda,2021,30.0
juri hollmann,2021,29.0
chris hamilton,2021,28.0
fernando barcelo,2021,28.0
miguel eduardo florez,2021,28.0
mark donovan,2021,27.0
nicolas edet,2021,27.0
niki terpstra,2021,27.0
dan martin,2021,26.0
phil bauhaus,2021,26.0
robert gesink,2021,26.0
alessandro tonelli,2021,25.0
cesar fonte,2021,25.0
dries de bondt,2021,25.0
julien el fares,2021,25.0
nathan haas,2021,25.0
nikodemus holler,2021,25.0
adne van engelen,2021,24.0
ben swift,2021,24.0
jelle wallays,2021,24.0
joaquim silva,2021,24.0
julien trarieux,2021,24.0
maxime bouet,2021,24.0
patrick bevin,2021,24.0
charalampos kastrantas,2021,23.0
daniel savini,2021,23.0
jan bakelants,2021,23.0
luc wirtgen,2021,23.0
stefano oldani,2021,23.0
bob jungels,2021,22.0
david de la cruz,2021,21.0
martin haring,2021,21.0
andrea guardini,2021,20.0
bert de backer,2021,20.0
davide villella,2021,20.0
enrique sanz,2021,20.0
jan andrej cully,2021,20.0
juraj bellan,2021,20.0
laurens huys,2021,20.0
martijn tusveld,2021,20.0
martin toft madsen,2021,20.0
florian maitre,2021,19.0
jens keukeleire,2021,19.0
pieter serry,2021,19.0
frederik frison,2021,18.0
ilnur zakarin,2021,18.0
jelle vanendert,2021,18.0
johan jacobs,2021,18.0
lukasz wisniowski,2021,18.0
