rider_name,year,Number_of_participated_one_day_races_current_year,Number_of_participated_multi_day_races_current_year,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,rank_avg_last3years,pcs_points_avg_last3years,age,career year,rider_bmi,win_ratio_last3years,top3_ratio_last3years,top5_ratio_last3years,top10_ratio_last3years,stage_win_ratio_last3years,stage_top3_ratio_last3years,stage_top5_ratio_last3years,stage_top10_ratio_last3years,Number_of_participated_one_day_races_all_time,Number_of_participated_multi_day_races_all_time,Number_of_participated_one_day_races_last3years,Number_of_participated_multi_day_races_last3years,rank_stdev_last3years,pcs_points_stdev_last3years,win_ratio_stdev_last3years,top3_ratio_stdev_last3years,top5_ratio_stdev_last3years,top10_ratio_stdev_last3years,stage_win_ratio_stdev_last3years,stage_top3_ratio_stdev_last3years,stage_top5_ratio_stdev_last3years,stage_top10_ratio_stdev_last3years,win_ratio_slope,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,RankY1,RankY2,RankY3,RankY4,RankY5,result_milano-sanremo,result_cyclassics-hamburg,result_liege-bastogne-liege,result_il-lombardia,result_strade-bianche,result_great-ocean-race,result_la-fleche-wallone,result_amstel-gold-race,result_san-sebastian,result_bretagne-classic,result_gp-quebec,result_gp-montreal,result_ronde-van-vlaanderen,result_paris-roubaix,result_e3-harelbeke,result_gent-wevelgem,result_tour-de-france,result_giro-d-italia,result_vuelta-a-espana,result_tour-down-under,result_paris-nice,result_tirreno-adriatico,result_volta-a-catalunya,result_itzulia-basque-country,result_tour-de-romandie,result_dauphine,result_tour-de-suisse,result_tour-de-pologne
luca-paolini,2007,17,35,0.0514705882352941,0.1323529411764706,0.1838235294117647,0.2867647058823529,0.0215827338129496,0.0935251798561151,0.158273381294964,0.2613908872901678,0.0,0.1176470588235294,0.1764705882352941,0.1764705882352941,0.0285714285714285,0.1142857142857142,0.1428571428571428,0.3142857142857143,28,118,852.0000000000001,430.0,83.33333333333329,573.6666666666667,30,9,21.79944510503369,0.02,0.12,0.16,0.24,0.0413793103448275,0.1103448275862069,0.1793103448275862,0.3034482758620689,136,417,50,145,48.428641663104,241.08573855235264,0.0240562612162344,0.0069484481602249,0.0352476899506828,0.0580027001708229,0.0507615882595159,0.1023477298647033,0.1310379183229554,0.0797020299356286,0.0,-0.0397683397683397,0.0032679738562091205,0.0326797385620915,-0.02287581699346397,-0.0644787644787645,-0.10424710424710422,-0.045559845559845484,65,55,79,162,58,12,41,32,58,26,31,27,39,21,28,29,29,3,47,10,19,83,78,98,20,34,34,87,47,36,61,92,28
luca-paolini,2008,24,50,0.05625000000000001,0.1375,0.2,0.3,0.019271948608137,0.0942184154175588,0.1605995717344753,0.2676659528907923,0.0833333333333333,0.1666666666666666,0.2916666666666667,0.375,0.0,0.1,0.18,0.32,117,65,430.0,662.0,70.33333333333334,647.9999999999999,31,10,21.79944510503369,0.0461538461538461,0.1384615384615384,0.21538461538461542,0.2923076923076923,0.0126582278481012,0.0759493670886076,0.1392405063291139,0.2848101265822785,159,467,65,158,45.23641600893392,211.34805416658085,0.0416666666666666,0.0264357674630121,0.0695116936974045,0.0996899428779482,0.014289734844249398,0.0387954595237392,0.0352232441372832,0.0408422327320696,0.020833333333333308,-0.006849315068493102,0.020833333333333332,0.0625,0.04166666666666663,0.029452054794520496,0.03520547945205471,0.03671232876712328,55,79,162,58,84,19,73,46,38,14,17,45,54,32,31,23,35,20,18,14,6,61,68,76,20,17,36,83,26,62,75,75,24
luca-paolini,2009,18,54,0.0561797752808988,0.1516853932584269,0.22471910112359547,0.3258426966292135,0.019193857965451,0.0902111324376199,0.1554702495201535,0.2667946257197697,0.0555555555555555,0.2777777777777778,0.4444444444444444,0.5555555555555556,0.018518518518518497,0.0555555555555555,0.1111111111111111,0.2592592592592592,65,55,662.0,646.0,79.33333333333334,579.3333333333335,32,11,21.79944510503369,0.0508474576271186,0.1864406779661017,0.3050847457627119,0.3728813559322034,0.014388489208633,0.0863309352517985,0.1438848920863309,0.2949640287769784,178,521,59,138,33.85754470326124,129.57365987473432,0.0424312564347762,0.0820471897936843,0.134425427579932,0.1896134877524184,0.0144932343943927,0.0306284775416006,0.0344796591744089,0.0335410231401708,0.02777777777777768,-0.0050264550264549875,0.08006535947712416,0.13398692810457513,0.1895424836601306,-0.029365079365079295,-0.01587301587301579,-0.027513227513227503,79,162,58,84,499,9,77,32,4,12,28,51,31,23,11,19,21,18,8,8,49,66,60,66,6,52,81,100,22,71,20,72,17
luca-paolini,2010,24,35,0.0495049504950495,0.1386138613861386,0.21287128712871278,0.3366336633663366,0.0179856115107913,0.0899280575539568,0.1600719424460431,0.2733812949640288,0.0,0.0416666666666666,0.125,0.4166666666666667,0.0,0.0857142857142857,0.2285714285714285,0.3714285714285714,55,79,646.0,537.0,66.3333333333333,615.0000000000001,33,12,21.79944510503369,0.0454545454545454,0.1515151515151515,0.2727272727272727,0.4393939393939394,0.0071942446043165,0.079136690647482,0.1654676258992805,0.3093525179856115,202,556,66,138,12.055427546683415,68.02205524680947,0.0424312564347762,0.1181236187238247,0.1597725363586796,0.0945397122993617,0.0106916716516597,0.0226897160236947,0.0590222964419571,0.05614904293849559,-0.041666666666666616,0.0,-0.0625,-0.08333333333333331,0.02083333333333326,-0.007142857142857115,0.02428571428571418,0.025714285714285735,162,58,84,499,217,10,60,83,54,16,18,35,66,42,71,59,49,21,33,49,10,83,54,86,41,66,96,40,36,47,82,56,110
luca-paolini,2011,16,80,0.0458715596330275,0.1376146788990825,0.21559633027522926,0.3394495412844037,0.0157232704402515,0.080188679245283,0.1415094339622641,0.2515723270440251,0.0,0.125,0.25,0.375,0.0,0.0125,0.0125,0.1,79,162,537.0,355.0,98.6666666666667,512.6666666666664,34,13,21.79944510503369,0.0172413793103448,0.1379310344827586,0.2586206896551724,0.4482758620689655,0.0059171597633136,0.0414201183431952,0.0887573964497041,0.2071005917159763,218,636,58,169,56.1456439390745,147.01813947038417,0.0320750149549792,0.1197455292257181,0.1609753578769787,0.0945397122993617,0.0106916716516597,0.0367959723829427,0.10817265493748439,0.1363933867165729,-0.02777777777777768,-0.009259259259259215,-0.07638888888888892,-0.09722222222222221,-0.09027777777777768,-0.021527777777777705,-0.049305555555555484,-0.07962962962962959,58,84,498,217,998,122,43,54,11,30,18,41,58,51,38,38,27,57,66,14,116,93,57,134,41,73,104,52,32,44,81,83,22
luis-leon-sanchez,2007,12,68,0.0,0.1333333333333333,0.2,0.2444444444444444,0.0280701754385964,0.0736842105263157,0.1052631578947368,0.1719298245614035,0.0,0.1666666666666666,0.25,0.25,0.0147058823529411,0.0588235294117647,0.0735294117647058,0.1911764705882352,122,104,405.0,465.0,117.66666666666667,421.0,23,9,21.56190926275992,0.0,0.0909090909090909,0.1818181818181818,0.1818181818181818,0.0229357798165137,0.073394495412844,0.110091743119266,0.1788990825688073,45,285,22,218,12.096831541082704,38.57460304397182,0.0,0.0962250448649376,0.1272937693043289,0.1272937693043289,0.0116956145014023,0.0169869179189153,0.0503729530200993,0.0779473330945537,0.0,-0.010294117647058792,0.08333333333333327,0.04166666666666663,0.04166666666666663,-0.005882352941176393,-0.010294117647058794,0.042647058823529385,77,22,4,122,26,44,64,61,33,13,28,39,54,21,60,73,19,82,56,4,41,71,65,72,37,3,77,29,39,36,23,65,19
luis-leon-sanchez,2008,8,93,0.0188679245283018,0.1320754716981132,0.1886792452830188,0.2264150943396226,0.0264550264550264,0.074074074074074,0.1031746031746031,0.164021164021164,0.125,0.125,0.125,0.125,0.021505376344086,0.075268817204301,0.0967741935483871,0.1397849462365591,104,77,465.0,575.0,100.99999999999997,481.6666666666668,25,10,21.56190926275992,0.0416666666666666,0.125,0.1666666666666666,0.1666666666666666,0.0176991150442477,0.0752212389380531,0.1106194690265486,0.19026548672566368,53,378,24,226,22.649503305812246,86.21678104251708,0.0721687836487032,0.0867360833110888,0.125,0.125,0.0037451638100995995,0.0167429583218803,0.0499149694658075,0.06112257770802209,0.06250000000000003,0.0030603804797352933,0.0625,0.0625,0.0625,-0.008519437551695604,-0.03622828784119099,-0.0608767576509512,22,4,122,26,212,65,50,86,40,31,57,68,91,70,26,29,24,49,67,52,47,60,59,52,8,5,51,78,63,36,38,33,56
luis-leon-sanchez,2009,8,77,0.0163934426229508,0.1311475409836065,0.180327868852459,0.2459016393442623,0.0351648351648351,0.0835164835164835,0.123076923076923,0.1824175824175824,0.0,0.125,0.125,0.375,0.0779220779220779,0.1298701298701298,0.2207792207792207,0.2727272727272727,77,22,575.0,1039.0,67.66666666666669,693.0000000000001,26,11,21.56190926275992,0.0357142857142857,0.1428571428571428,0.1785714285714285,0.25,0.0378151260504201,0.088235294117647,0.1302521008403361,0.19747899159663862,61,455,28,238,41.78915329763614,304.65061956280346,0.0721687836487032,0.0240562612162344,0.0721687836487032,0.125,0.034701980533564,0.03719177837484489,0.0791623573355226,0.0670388995005547,0.0,0.031608097784568315,-0.02083333333333328,-0.0625,0.0625,0.035523300229182514,0.07362490450725741,0.04077540106951868,4,122,26,212,108,34,74,21,37,17,45,38,22,19,6,61,30,24,50,4,30,25,16,16,12,1,14,17,5,4,31,3,16
luis-leon-sanchez,2010,12,98,0.0410958904109589,0.136986301369863,0.1917808219178082,0.2602739726027397,0.0361663652802893,0.0922242314647378,0.132007233273056,0.1971066907775768,0.1666666666666666,0.1666666666666666,0.25,0.3333333333333333,0.0408163265306122,0.1326530612244898,0.173469387755102,0.2653061224489796,22,4,1039.0,1718.0,34.333333333333385,1110.6666666666667,27,12,21.56190926275992,0.1071428571428571,0.1428571428571428,0.1785714285714285,0.2857142857142857,0.044776119402985,0.1119402985074626,0.1604477611940298,0.2238805970149253,73,553,28,268,38.03068936179481,574.8602728779692,0.0867360833110888,0.0240562612162344,0.0721687836487032,0.1339395939026799,0.028672268252244296,0.0323573781218525,0.0625801085192618,0.0747041959129093,0.020833333333333308,0.009655475093263104,0.020833333333333332,0.0625,0.10416666666666663,0.028692122010094294,0.03834759710335741,0.0627605881062102,122,26,212,108,145,46,50,25,26,24,37,84,44,1,46,51,30,11,53,19,22,9,11,9,2,3,13,4,41,5,20,35,12
luis-leon-sanchez,2011,12,96,0.0470588235294117,0.1294117647058823,0.1764705882352941,0.2352941176470588,0.0323574730354391,0.0816640986132511,0.11556240369799692,0.1818181818181818,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.010416666666666602,0.0208333333333333,0.0208333333333333,0.09375,4,122,1718.0,427.0,49.3333333333333,1061.3333333333333,28,13,21.56190926275992,0.09375,0.125,0.15625,0.25,0.040590405904059,0.092250922509225,0.1328413284132841,0.2066420664206642,85,649,32,271,63.571482075953945,645.7896974505968,0.0833333333333333,0.0416666666666666,0.0867360833110888,0.1577474540500076,0.0338081761682265,0.0637709694291246,0.1044942927602098,0.1012582842488083,0.041666666666666616,-0.033752705627705604,-0.02083333333333328,-0.020833333333333315,-0.14583333333333326,-0.054518398268398195,-0.09997294372294369,-0.08948863636363633,26,212,108,145,83,105,100,58,48,23,31,27,66,28,39,56,29,66,46,59,31,57,38,52,14,28,81,45,14,56,44,49,22
luis-leon-sanchez,2012,13,91,0.0612244897959183,0.1326530612244898,0.173469387755102,0.23469387755102042,0.0351351351351351,0.0837837837837837,0.1202702702702702,0.18783783783783783,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.2307692307692307,0.0549450549450549,0.0989010989010989,0.1538461538461538,0.2307692307692307,122,26,427.00000000000006,1023.0,50.666666666666686,1055.9999999999998,28,13,21.56190926275992,0.1351351351351351,0.1351351351351351,0.1621621621621621,0.2162162162162162,0.0350877192982456,0.0842105263157894,0.1157894736842105,0.1964912280701754,98,740,37,285,62.748173944213974,646.132339385671,0.0448717948717948,0.0448717948717948,0.0836614185916747,0.1256693671156633,0.0227542583894516,0.0573547767947818,0.0830414021630839,0.0907364036070232,-0.0064102564102563875,0.0070643642072213,-0.006410256410256419,-0.04807692307692302,-0.05128205128205121,-0.016875981161695416,-0.009811616954474007,-0.017268445839874365,212,108,145,83,92,48,74,64,41,9,42,36,33,1,66,91,59,37,40,21,77,64,38,23,26,17,44,48,21,10,12,15,21
luis-leon-sanchez,2013,4,49,0.0588235294117647,0.14705882352941166,0.1862745098039215,0.2450980392156862,0.035487959442332,0.0849176172370088,0.1216730038022813,0.1863117870722433,0.0,0.5,0.5,0.5,0.0408163265306122,0.1020408163265306,0.1428571428571428,0.1632653061224489,26,212,1023.0,276.0,119.99999999999994,575.3333333333334,30,15,21.56190926275992,0.10344827586206891,0.1724137931034483,0.1724137931034483,0.2068965517241379,0.0338983050847457,0.0677966101694915,0.097457627118644,0.1610169491525423,102,789,29,235,93.0161276338679,394.97383879610726,0.0770120567988893,0.22301182860066887,0.2230118286006689,0.2112793025296259,0.0227542583894516,0.0460055959283679,0.0738274778046712,0.068512075856022,-0.041666666666666616,0.015199829931972688,0.2083333333333333,0.20833333333333326,0.20833333333333326,0.04060374149659861,0.06101190476190472,0.03475765306122439,108,145,83,92,61,28,49,53,2,24,59,57,68,16,9,43,46,24,4,14,50,65,15,62,9,67,35,14,42,55,76,36,25
luis-leon-sanchez,2014,14,98,0.0517241379310344,0.1379310344827586,0.1810344827586207,0.24137931034482762,0.0349492671927846,0.0868094701240135,0.1262683201803833,0.1905298759864712,0.0,0.0714285714285714,0.1428571428571428,0.2142857142857142,0.0306122448979591,0.1020408163265306,0.1632653061224489,0.22448979591836726,212,108,276.0,460.99999999999994,115.3333333333333,586.6666666666669,31,16,21.56190926275992,0.064516129032258,0.1612903225806451,0.1935483870967742,0.2580645161290322,0.042016806722689,0.1008403361344537,0.1554621848739495,0.2142857142857142,116,887,31,238,93.2165936587115,389.032560762378,0.08882311833686551,0.2274088141381854,0.2030986065838383,0.160410705418663,0.0122190417884203,0.0018127167007523,0.0102141398722883,0.0372930943016155,-0.0769230769230769,-0.012166405023547787,-0.04120879120879122,-0.005494505494505475,-0.008241758241758212,0.0015698587127157882,0.0047095761381475065,-0.003139717425431696,145,83,92,61,61,122,79,50,42,41,45,19,63,34,48,83,75,46,6,4,50,13,21,56,28,7,16,28,37,49,16,37,10
luis-leon-sanchez,2015,11,87,0.0551181102362204,0.1417322834645669,0.1968503937007874,0.2519685039370078,0.0328542094455852,0.082135523613963,0.1232032854209445,0.1868583162217659,0.0909090909090909,0.1818181818181818,0.3636363636363636,0.3636363636363636,0.0114942528735632,0.0344827586206896,0.0919540229885057,0.1494252873563218,108,145,461.0,388.0,155.00000000000003,375.0,32,17,21.56190926275992,0.0344827586206896,0.1724137931034483,0.2758620689655172,0.3103448275862069,0.0256410256410256,0.0769230769230769,0.1324786324786324,0.1837606837606837,127,973,29,234,52.716221412388805,93.18261640456336,0.0524863881081478,0.2225230343474628,0.1802264899408321,0.1429063276211607,0.014885143065935,0.0390046628023955,0.0367262845076784,0.0399471832880172,0.04545454545454542,-0.014661036828524501,-0.15909090909090906,-0.06818181818181812,-0.06818181818181812,-0.033779028852920404,-0.02545155993431851,-0.006920009383063514,83,92,61,61,269,69,58,30,13,27,38,54,63,21,23,66,61,11,4,19,55,64,35,33,13,54,29,56,17,56,36,18,28
luis-leon-sanchez,2016,11,94,0.0507246376811594,0.1304347826086956,0.1956521739130435,0.2608695652173913,0.0318352059925093,0.0805243445692883,0.1217228464419475,0.1825842696629213,0.0,0.0,0.1818181818181818,0.3636363636363636,0.0212765957446808,0.0638297872340425,0.10638297872340421,0.1382978723404255,145,83,388.0,572.0,112.00000000000004,473.66666666666674,33,18,21.56190926275992,0.0277777777777777,0.0833333333333333,0.22222222222222224,0.3055555555555556,0.021505376344086,0.068100358422939,0.1218637992831541,0.17204301075268807,138,1068,36,279,31.192947920964443,92.6516774447896,0.0524863881081478,0.0916021816861421,0.1178411912451619,0.0862276376062428,0.0095598657260974,0.033875807478016,0.0377029906774453,0.046882028363157,0.0,-0.004667824576639095,-0.03571428571428569,0.01948051948051943,0.07467532467532456,-0.019105514546244016,-0.02844116369952231,-0.04309596178897092,92,61,61,269,186,11,64,27,29,24,41,31,45,17,31,26,59,42,15,38,48,48,36,26,15,17,26,56,46,40,33,30,14
luis-leon-sanchez,2017,9,100,0.054421768707482894,0.1292517006802721,0.19047619047619038,0.2517006802721088,0.029109589041095795,0.0753424657534246,0.1164383561643835,0.1780821917808219,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.02,0.05999999999999999,0.13,83,92,572.0,545.0,106.66666666666671,501.66666666666646,34,19,21.56190926275992,0.064516129032258,0.0967741935483871,0.2258064516129032,0.2903225806451613,0.0106761565836298,0.0391459074733096,0.0854092526690391,0.1387900355871886,147,1168,31,281,33.50124375800596,99.35961620967208,0.0591865179503264,0.0916542598573481,0.1302730109235899,0.1457955225226327,0.0106497700104438,0.022331027124756,0.0237368737902494,0.0097469297660825,0.010101010101009986,-0.005747126436781608,-0.0353535353535353,-0.1262626262626262,-0.1262626262626262,-0.007241379310344783,-0.015977011494252787,-0.009712643678160932,61,61,269,186,143,28,75,36,41,14,34,37,54,15,31,58,86,23,17,46,56,40,43,32,16,32,22,50,32,32,30,22,18
luka-mezgec,2012,16,32,0.05,0.25,0.4,0.55,0.1123595505617977,0.1685393258426966,0.2808988764044944,0.4044943820224719,0.0625,0.375,0.75,0.8125,0.25,0.375,0.59375,0.75,491,166,113.00000000000001,363.0,402.66666666666674,189.66666666666657,23,3,21.49959688255845,0.05,0.25,0.4,0.55,0.1123595505617977,0.1685393258426966,0.2808988764044944,0.40449438202247195,39,89,40,89,207.14326765148158,150.44378795195678,0.0389187405673274,0.1958866984750515,0.37852650227582485,0.4286024294343264,0.12396138798520602,0.18633162629370814,0.2817104722930318,0.3127623573643988,0.031249999999999986,0.1057692307692307,0.1875,0.375,0.40625,0.1490384615384615,0.2391826923076923,0.2788461538461538,110,57,271,387,175,29,38,48,43,9,63,32,48,32,58,74,46,73,43,20,34,143,129,127,29,92,59,90,20,103,107,72,88
luka-mezgec,2013,13,88,0.0377358490566037,0.20754716981132074,0.320754716981132,0.4528301886792453,0.06214689265536719,0.1468926553672316,0.2485875706214689,0.327683615819209,0.0,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0113636363636363,0.125,0.21590909090909094,0.25,166,110,363.0,448.0,255.6666666666666,307.9999999999999,25,4,21.49959688255845,0.0465116279069767,0.2558139534883721,0.3953488372093023,0.5581395348837209,0.0662251655629139,0.1589403973509933,0.271523178807947,0.3509933774834437,53,177,43,151,205.7190640979424,174.14074767268,0.0389187405673274,0.15297906159286973,0.3445256491992501,0.3419881419499687,0.1321586430807489,0.1772818382014565,0.2594679904953021,0.2959065742071908,-0.035714285714285705,-0.010447214076246292,-0.1043956043956043,-0.1043956043956043,-0.24450549450549453,0.04637096774193538,0.05956744868035191,0.012096774193548281,57,271,387,175,279,51,62,78,23,29,13,103,82,84,35,100,48,72,48,42,24,138,123,112,32,97,79,60,33,101,105,107,95
luka-mezgec,2014,10,74,0.0476190476190476,0.2222222222222222,0.3174603174603174,0.42857142857142844,0.0637450199203187,0.147410358565737,0.2191235059760956,0.3067729083665338,0.1,0.3,0.3,0.3,0.0675675675675675,0.1486486486486486,0.14864864864864863,0.2567567567567567,110,57,448.00000000000006,654.0,111.00000000000006,488.3333333333332,26,5,21.49959688255845,0.0512820512820512,0.2564102564102564,0.41025641025641024,0.46153846153846145,0.0721649484536082,0.1752577319587628,0.2525773195876288,0.3350515463917525,62,251,39,194,54.506880299646575,149.6339979193677,0.0505181485540922,0.1550473936578067,0.3428546480138402,0.3458906584935998,0.12475829186576269,0.1380182311879425,0.2399315640797441,0.2867445293773371,0.018749999999999982,-0.0912162162162162,-0.03749999999999999,-0.22499999999999998,-0.25625,-0.1131756756756756,-0.2225506756756756,-0.2466216216216216,271,387,175,279,142,68,86,55,67,38,13,71,68,80,19,89,78,67,80,58,44,132,136,112,32,94,80,49,49,87,105,107,71
luka-mezgec,2015,3,96,0.0454545454545454,0.2121212121212121,0.303030303030303,0.4090909090909091,0.0489913544668587,0.1152737752161383,0.1786743515850144,0.270893371757925,0.0,0.0,0.0,0.0,0.010416666666666602,0.03125,0.0729166666666666,0.1770833333333333,57,271,654.0,235.0,146.00000000000003,445.6666666666667,27,6,21.49959688255845,0.0384615384615384,0.1538461538461538,0.1538461538461538,0.1923076923076923,0.0271317829457364,0.0968992248062015,0.1434108527131783,0.22480620155038764,66,347,26,258,111.44954015158608,209.50974519896042,0.05773502691896249,0.1558206626075743,0.1558206626075743,0.1500164356544623,0.0327261468048811,0.0620896714269451,0.0715380243631722,0.0441783288495914,0.0,-0.00047348484848479505,-0.0384615384615384,-0.03846153846153838,-0.07692307692307687,-0.046875,-0.0714962121212121,-0.0364583333333333,387,175,279,142,62,102,72,69,33,15,27,32,32,56,69,55,68,54,105,62,34,109,138,108,109,70,117,107,58,76,116,50,92
luka-mezgec,2016,14,63,0.0375,0.1875,0.2625,0.3625,0.0414634146341463,0.1024390243902439,0.1585365853658536,0.2560975609756097,0.0,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.0,0.0317460317460317,0.0476190476190476,0.1746031746031746,271,387,234.99999999999997,164.0,238.33333333333331,350.99999999999994,28,6,21.49959688255845,0.037037037037037,0.1481481481481481,0.1481481481481481,0.1851851851851851,0.0257510729613733,0.0686695278969957,0.0901287553648068,0.2017167381974249,79,410,26,233,167.40768600435683,264.7961480082367,0.05773502691896249,0.1567093587800412,0.1567093587800412,0.1500566786341783,0.0363778976056131,0.0676374040881497,0.0525710359237829,0.0467318889125335,-0.05000000000000002,-0.033783783783783695,-0.11428571428571421,-0.11428571428571421,-0.07857142857142851,-0.058451308451308394,-0.05051480051480049,-0.041076791076791005,175,279,142,62,254,157,82,67,32,32,4,67,43,75,55,59,29,35,118,57,12,97,106,96,79,62,145,105,58,63,93,87,99
luka-mezgec,2017,16,69,0.0520833333333333,0.1770833333333333,0.25,0.3333333333333333,0.0375782881002087,0.0960334029227557,0.150313152400835,0.2400835073068893,0.125,0.125,0.1875,0.1875,0.0144927536231884,0.0579710144927536,0.1014492753623188,0.144927536231884,387,175,164.0,330.0,277.66666666666663,242.99999999999994,28,8,21.49959688255845,0.060606060606060594,0.0909090909090909,0.12121212121212119,0.1515151515151515,0.0087719298245614,0.0394736842105263,0.0745614035087719,0.1666666666666666,96,479,33,228,106.15711626326956,83.28865468957942,0.0721687836487032,0.0627122247193615,0.0946316255689562,0.0979433492375257,0.0074739696826609,0.0152862050178196,0.0269313098683487,0.0178922235775767,0.06250000000000003,0.002038043478260792,0.0625,0.09375,0.09375,0.013360507246376782,0.014266304347825973,-0.016077898550724598,279,142,62,254,246,16,138,82,20,7,19,49,69,55,15,18,21,55,66,51,26,97,107,67,78,66,111,83,58,62,87,70,72
luke-durbridge,2012,5,64,0.2916666666666667,0.5,0.5,0.5833333333333334,0.1,0.1272727272727272,0.1545454545454545,0.23636363636363633,0.4,0.4,0.4,0.4,0.125,0.15625,0.1875,0.28125,637,62,81.0,671.0,481.99999999999994,269.99999999999994,21,4,22.305470559638533,0.2608695652173913,0.4782608695652174,0.4782608695652174,0.5652173913043478,0.1,0.1272727272727272,0.1545454545454545,0.2363636363636363,24,110,23,109,366.93459907727424,347.4665451521916,0.1512635396789788,0.0801233616769775,0.0801233616769775,0.133949194963149,0.0388615874364406,0.0403499578049366,0.0540065661162924,0.0630743545103791,0.14444444444444438,0.038690476190476115,-0.07777777777777771,-0.07777777777777772,-0.1333333333333333,0.03050595238095228,0.02232142857142851,0.045386904761904726,218,135,228,183,120,84,15,84,5,14,55,70,65,49,108,46,28,18,85,50,64,102,128,84,125,90,92,82,30,94,93,80,113
luke-durbridge,2013,7,85,0.2903225806451613,0.4516129032258064,0.4516129032258064,0.5161290322580645,0.06153846153846149,0.0871794871794871,0.1076923076923077,0.1794871794871795,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0117647058823529,0.0352941176470588,0.0470588235294117,0.10588235294117639,63,218,671.0,268.0,306.0,340.0,22,5,22.305470559638533,0.3333333333333333,0.3809523809523808,0.3809523809523809,0.4285714285714285,0.0632183908045977,0.0862068965517241,0.1034482758620689,0.1781609195402299,31,195,21,174,296.946123059386,301.51782700198675,0.0574067978413496,0.0818858925805422,0.08188589258054219,0.1354456017887762,0.05701357615695841,0.0611596325102508,0.0734450987197345,0.0897998643819795,-0.023809523809523787,-0.03411764705882351,-0.07936507936507933,-0.0793650793650793,-0.13492063492063489,-0.0223529411764705,-0.016470588235294115,-0.027058823529411673,135,228,183,120,418,105,72,84,7,24,55,114,34,52,89,40,49,52,110,69,65,105,142,82,83,53,74,82,30,113,96,45,86
luke-durbridge,2014,12,65,0.2325581395348837,0.3720930232558139,0.3720930232558139,0.4651162790697674,0.05,0.0807692307692307,0.1,0.1653846153846153,0.0833333333333333,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0153846153846153,0.0615384615384615,0.0769230769230769,0.123076923076923,218,135,268.0,386.00000000000006,138.66666666666663,441.66666666666663,23,6,22.305470559638533,0.20833333333333331,0.25,0.25,0.3333333333333333,0.0467289719626168,0.0794392523364486,0.0981308411214953,0.16355140186915879,43,260,24,214,77.56502648316014,207.1867112855777,0.1603626370419011,0.1166747648630924,0.1166747648630924,0.0574067978413496,0.0643569060307352,0.0636256847766951,0.0739851940102023,0.0966679774110113,-0.1583333333333333,-0.054807692307692314,-0.11666666666666659,-0.11666666666666659,-0.033333333333333326,-0.0473557692307692,-0.05528846153846149,-0.0790865384615384,228,183,120,418,371,94,67,58,24,42,30,100,40,52,41,26,30,75,90,71,75,122,88,78,86,39,64,67,60,75,51,19,107
luke-durbridge,2015,13,84,0.1785714285714285,0.2857142857142857,0.3035714285714285,0.375,0.0406976744186046,0.0726744186046511,0.0901162790697674,0.1511627906976744,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0119047619047619,0.0476190476190476,0.0595238095238095,0.1071428571428571,135,228,386.0,273.0,193.66666666666666,309.0,23,6,22.305470559638533,0.09375,0.125,0.15625,0.21875,0.0128205128205128,0.047008547008547,0.0598290598290598,0.11111111111111112,56,344,32,234,51.05226080530942,66.73080248281148,0.1469326077902668,0.14351699460337403,0.1047377808063761,0.1363864375937069,0.0020507210412938,0.0131302422481118,0.0149999111810302,0.0095841585458046,-0.1428571428571428,7.00280112044713e-05,-0.14285714285714282,-0.1043956043956043,-0.1043956043956043,0.006162464985994317,0.0062324929971988,0.000630252100840295,183,120,418,371,435,66,69,34,20,17,21,26,85,62,68,26,64,43,102,71,75,151,109,76,63,33,73,82,62,81,65,75,50
