rider_name,year,Number_of_participated_one_day_races_current_year,Number_of_participated_multi_day_races_current_year,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,rank_avg_last3years,pcs_points_avg_last3years,age,career year,rider_bmi,win_ratio_last3years,top3_ratio_last3years,top5_ratio_last3years,top10_ratio_last3years,stage_win_ratio_last3years,stage_top3_ratio_last3years,stage_top5_ratio_last3years,stage_top10_ratio_last3years,Number_of_participated_one_day_races_all_time,Number_of_participated_multi_day_races_all_time,Number_of_participated_one_day_races_last3years,Number_of_participated_multi_day_races_last3years,rank_stdev_last3years,pcs_points_stdev_last3years,win_ratio_stdev_last3years,top3_ratio_stdev_last3years,top5_ratio_stdev_last3years,top10_ratio_stdev_last3years,stage_win_ratio_stdev_last3years,stage_top3_ratio_stdev_last3years,stage_top5_ratio_stdev_last3years,stage_top10_ratio_stdev_last3years,win_ratio_slope,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,RankY1,RankY2,RankY3,RankY4,RankY5,result_milano-sanremo,result_cyclassics-hamburg,result_liege-bastogne-liege,result_il-lombardia,result_strade-bianche,result_great-ocean-race,result_la-fleche-wallone,result_amstel-gold-race,result_san-sebastian,result_bretagne-classic,result_gp-quebec,result_gp-montreal,result_ronde-van-vlaanderen,result_paris-roubaix,result_e3-harelbeke,result_gent-wevelgem,result_tour-de-france,result_giro-d-italia,result_vuelta-a-espana,result_tour-down-under,result_paris-nice,result_tirreno-adriatico,result_volta-a-catalunya,result_itzulia-basque-country,result_tour-de-romandie,result_dauphine,result_tour-de-suisse,result_tour-de-pologne
eros-capecchi,2008,8,87,0.0454545454545454,0.0909090909090909,0.1363636363636363,0.1590909090909091,0.0319148936170212,0.0851063829787234,0.1170212765957446,0.19148936170212763,0.0,0.0,0.0,0.0,0.0459770114942528,0.057471264367816,0.0689655172413793,0.1379310344827586,1192,148,27.0,373.0,590.0,179.0000000000001,22,6,19.40935829675416,0.0,0.0,0.0,0.0,0.025,0.06875,0.09375000000000001,0.14375,44,188,32,160,540.0777721773042,176.7823520603796,0.0,0.0,0.0,0.0,0.0265448399627414,0.014195300221812198,0.0440539701160353,0.0573234956311044,0.0,0.022988505747126402,0.0,0.0,0.0,-0.013817559305453617,-0.039985326485693286,-0.026779163609684496,363,392,161,98,269,153,84,87,54,54,33,34,43,68,96,73,25,67,58,37,66,92,99,96,49,51,44,24,30,16,82,41,21
eros-capecchi,2009,15,71,0.0338983050847457,0.0677966101694915,0.1186440677966101,0.135593220338983,0.0231660231660231,0.0656370656370656,0.0965250965250965,0.1544401544401544,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0140845070422535,0.0422535211267605,0.056338028169014,148,363,373.0,153.0,567.6666666666667,184.33333333333334,23,6,19.40935829675416,0.0,0.0,0.0277777777777777,0.0277777777777777,0.0217391304347826,0.0434782608695652,0.0597826086956521,0.0978260869565217,59,259,36,184,551.2715604249264,175.11520017786387,0.0,0.0,0.038490017945975,0.038490017945975,0.0265448399627414,0.0321700419323615,0.0181605414366288,0.0424325617836228,0.0,0.0,0.0,0.033333333333333326,0.033333333333333326,-0.03141928494041169,-0.017334777898158103,-0.010292524377031433,392,161,98,269,348,36,113,80,65,44,38,78,50,53,70,49,25,90,25,42,61,59,61,86,25,44,16,68,47,33,68,21,59
eros-capecchi,2010,13,67,0.027777777777777696,0.0555555555555555,0.0972222222222222,0.11111111111111112,0.0184049079754601,0.055214723926380306,0.0828220858895705,0.1380368098159509,0.0,0.0,0.0,0.0,0.0,0.0149253731343283,0.0298507462686567,0.0746268656716417,363,392,153.0,148.0,300.99999999999994,224.6666666666666,23,8,19.40935829675416,0.0,0.0,0.0277777777777777,0.0277777777777777,0.0177777777777777,0.0311111111111111,0.0488888888888888,0.09333333333333328,72,326,36,225,133.29291053915807,128.48475914805357,0.0,0.0,0.038490017945975,0.038490017945975,0.0265448399627414,0.0248101814714034,0.0199888505124597,0.0428161146559303,0.0,-0.022988505747126402,0.0,0.0,0.0,-0.02127294561674379,-0.0195573854863612,-0.031652084405558396,161,98,269,348,998,69,58,69,44,54,26,48,61,14,54,55,64,38,52,15,36,80,55,40,73,50,58,53,23,17,39,96,44
fabian-cancellara,2007,14,77,0.11538461538461531,0.2019230769230769,0.2980769230769231,0.4230769230769231,0.0726495726495726,0.10897435897435889,0.1538461538461538,0.235042735042735,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0649350649350649,0.1168831168831168,0.1428571428571428,0.1688311688311688,13,26,1262.0,952.0000000000001,23.333333333333318,1033.6666666666667,26,10,23.12406058503873,0.15,0.25,0.325,0.425,0.0606060606060606,0.0995670995670995,0.1255411255411255,0.1904761904761904,104,467,40,231,9.291573243177568,200.39544239661075,0.0655663160391202,0.0687321749035268,0.0363696483726654,0.1237179148263483,0.0220328816906852,0.0153323136764292,0.022843094573271303,0.0218510476835279,0.029761904761904698,0.01371753246753239,0.059523809523809486,-0.02380952380952378,-0.1071428571428571,0.014691558441558407,0.021428571428571408,-0.021834415584415505,3,13,8,11,30,110,79,45,44,29,59,39,87,69,48,22,34,53,19,2,62,100,86,55,10,35,37,37,25,51,38,83,12
fabian-cancellara,2008,12,71,0.1379310344827586,0.23275862068965508,0.3189655172413793,0.43103448275862066,0.0779220779220779,0.1094619666048237,0.1539888682745825,0.23005565862708724,0.3333333333333333,0.5,0.5,0.5,0.11267605633802809,0.1126760563380281,0.1549295774647887,0.1971830985915492,26,3,952.0000000000001,1914.9999999999998,14.00000000000003,1376.3333333333335,27,11,23.12406058503873,0.225,0.35000000000000003,0.375,0.425,0.0855855855855855,0.1081081081081081,0.1441441441441441,0.1846846846846846,116,539,40,222,11.532562594670797,491.5753587531959,0.0962250448649376,0.1237179148263483,0.10910894511799621,0.1237179148263483,0.0242835285705225,0.0118421341194288,0.0099765811424941,0.014618387402903802,0.05952380952380949,0.015797487628473515,0.10714285714285707,0.0714285714285714,0.0,0.009040730871716718,0.009897221164826704,0.003996954701180005,13,8,11,30,11,1,66,28,1,1,61,42,22,26,32,8,8,23,2,16,67,63,69,38,7,26,1,5,57,9,34,79,41
fabian-cancellara,2009,7,81,0.1463414634146341,0.2357723577235772,0.3252032520325203,0.4308943089430894,0.0806451612903225,0.11612903225806448,0.1548387096774193,0.2290322580645161,0.2857142857142857,0.2857142857142857,0.4285714285714285,0.4285714285714285,0.0987654320987654,0.1604938271604938,0.1604938271604938,0.2222222222222222,2,14,1915.0,1237.0,14.333333333333327,1368.0,28,12,23.12406058503873,0.24242424242424238,0.3636363636363636,0.3939393939393939,0.3939393939393939,0.0917030567685589,0.131004366812227,0.1528384279475982,0.1965065502183406,123,620,33,229,11.50362261782493,494.6847480972099,0.0991269523555301,0.1237179148263483,0.10910894511799621,0.1091089451179962,0.0245533482757259,0.026476821988792303,0.0090162555536108,0.0267126506095769,0.07142857142857137,0.01691518358185021,0.0,0.0714285714285714,0.0714285714285714,0.02180535513868839,0.00881834215167542,0.026695526695526613,8,11,30,11,26,42,53,29,5,5,61,31,23,33,32,13,9,25,49,6,85,87,37,38,12,26,36,6,23,32,34,1,28
fabian-cancellara,2010,11,84,0.1641791044776119,0.2462686567164179,0.3283582089552239,0.43283582089552236,0.0767045454545454,0.1136363636363636,0.1505681818181818,0.2173295454545454,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.4545454545454545,0.0476190476190476,0.0952380952380952,0.119047619047619,0.1309523809523809,14,8,1237.0,1506.0,8.3333333333333,1552.6666666666667,28,13,23.12406058503873,0.3333333333333333,0.4,0.4333333333333333,0.46666666666666673,0.0847457627118644,0.12288135593220341,0.1440677966101695,0.1822033898305084,134,704,30,235,5.507570547286102,341.4005467677715,0.0392803970817206,0.1084629421330523,0.0682075811973538,0.0361543140443508,0.0342585086645994,0.0337859246888418,0.0224954216877693,0.0471586853022384,0.015151515151515076,-0.032528504359490194,-0.06818181818181811,-0.06818181818181812,-0.022727272727272707,-0.008718980549966409,-0.017940979208584812,-0.0331153588195841,11,30,11,26,136,17,97,12,1,10,61,14,21,33,32,23,7,1,1,1,51,118,67,64,43,36,78,24,23,36,59,55,28
fabian-cancellara,2011,12,85,0.1643835616438356,0.2671232876712329,0.3561643835616438,0.452054794520548,0.0747782002534854,0.1102661596958174,0.1482889733840304,0.2129277566539923,0.1666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.0588235294117647,0.0823529411764705,0.1294117647058823,0.1764705882352941,8,11,1506.0,1450.0,10.999999999999968,1397.6666666666665,30,13,23.12406058503873,0.2666666666666666,0.4,0.5,0.5333333333333333,0.068,0.11199999999999999,0.136,0.176,146,789,30,250,3.0,141.93073428025846,0.0991978220131669,0.1084629421330523,0.1595479393037228,0.1306135528066796,0.026885090812097202,0.04189338811453,0.0215688752936331,0.0456349703848304,-0.05952380952380949,-0.019970951343500302,0.10714285714285707,0.11904761904761896,0.11904761904761896,-0.039070442992011595,-0.01554103122730571,-0.022875816993463974,30,11,26,136,18,2,60,13,1,5,59,14,64,43,32,5,8,3,2,1,51,119,67,64,29,55,90,22,23,40,59,98,29
fabian-cancellara,2012,10,51,0.1666666666666666,0.2756410256410256,0.358974358974359,0.4551282051282051,0.0726190476190476,0.1130952380952381,0.15,0.2166666666666666,0.2,0.4,0.4,0.5,0.0392156862745098,0.1568627450980392,0.1764705882352941,0.2745098039215686,11,30,1450.0,936.0,16.333333333333304,1297.333333333333,31,15,23.12406058503873,0.24242424242424238,0.4242424242424242,0.48484848484848475,0.5454545454545454,0.05,0.1045454545454545,0.1363636363636363,0.1818181818181818,156,840,33,219,11.930353445448857,314.1740494269591,0.10542377352031622,0.070613213319582,0.1654593553894405,0.1116835575126059,0.0098372117206841,0.0398232251037488,0.0306032290712562,0.0733624889347232,-0.0818181818181818,-0.004201680672268889,0.018181818181818146,0.018181818181818077,0.022727272727272707,0.030812324929971893,0.028711484593837523,0.07177871148459376,11,26,136,18,998,2,43,12,22,1,61,53,6,54,18,6,9,4,19,21,13,88,12,48,35,59,98,21,31,45,102,51,79
fabian-wegmann,2007,19,66,0.0629921259842519,0.1338582677165354,0.1732283464566929,0.3070866141732283,0.0126582278481012,0.05822784810126579,0.0784810126582278,0.1392405063291139,0.1052631578947368,0.2105263157894736,0.2105263157894736,0.2631578947368421,0.0,0.015151515151515098,0.0303030303030303,0.0909090909090909,55,56,661.0,664.0,51.33333333333338,688.6666666666666,27,9,19.3698347107438,0.11111111111111112,0.1851851851851851,0.22222222222222224,0.3148148148148148,0.0089285714285714,0.0580357142857142,0.0803571428571428,0.1473214285714285,127,395,53,224,7.234178138070235,45.34681172181054,0.0540943192275007,0.0572993824889541,0.0515520745974487,0.1135672065181738,0.007603654061403599,0.0375003754666538,0.0420083413983521,0.056443887828622405,-0.03070175438596491,-0.005617977528089799,-0.005847953216374191,-0.033625730994152,-0.09064327485380108,-0.0373680626489615,-0.041028260129383695,-0.055669050051072484,73,70,97,131,190,65,26,29,14,9,17,11,13,11,72,17,26,31,13,74,36,60,41,40,25,44,26,87,22,32,49,56,4
fabian-wegmann,2008,18,58,0.0689655172413793,0.1310344827586207,0.1724137931034483,0.3241379310344827,0.0110375275938189,0.05298013245033109,0.0728476821192053,0.1324503311258278,0.1111111111111111,0.1111111111111111,0.1666666666666666,0.4444444444444444,0.0,0.0172413793103448,0.0344827586206896,0.0862068965517241,56,73,664.0,594.0,61.33333333333336,639.6666666666667,28,10,19.3698347107438,0.0925925925925925,0.1481481481481481,0.1851851851851851,0.3148148148148148,0.005181347150259,0.031088082901554397,0.0518134715025906,0.1036269430051813,145,453,53,193,10.11599393699568,39.576929306520654,0.028649691244477,0.055606741060603496,0.0230202022817062,0.1135672065181738,0.0083673952056467,0.0241411827869886,0.0315715695854143,0.0242916200954674,0.026143790849673207,-0.007246376811594213,-0.0032679738562091205,-0.004901960784313708,0.10457516339869277,-0.020364817591204395,-0.026236881559220313,-0.022113943028485683,70,97,131,190,262,47,10,22,19,21,17,29,11,21,20,17,26,49,5,43,33,98,61,55,26,47,41,87,31,43,56,99,29
fabian-wegmann,2009,23,54,0.0654761904761904,0.1369047619047619,0.1785714285714285,0.3392857142857143,0.009861932938856,0.04930966469428,0.0670611439842209,0.126232741617357,0.0434782608695652,0.1739130434782608,0.217391304347826,0.4347826086956521,0.0,0.0185185185185185,0.0185185185185185,0.074074074074074,73,70,594.0,583.0,66.3333333333333,613.6666666666669,28,11,19.3698347107438,0.0833333333333333,0.1666666666666666,0.2,0.3833333333333333,0.0,0.0168539325842696,0.0280898876404494,0.0842696629213483,168,507,60,178,9.073771725877464,43.93555887129847,0.0374739342499719,0.0502792159505691,0.0275190411562822,0.1019911814949107,0.0,0.0016997709861835,0.0082785043823196,0.0086865202553911,-0.030892448512585817,0.0,-0.018306636155606393,0.003432494279176246,0.08581235697940504,0.0016835016835015785,-0.0058922558922557934,-0.008417508417508377,97,131,190,262,432,24,37,29,30,2,12,18,67,17,44,15,29,51,12,32,25,133,56,50,29,86,63,85,38,43,69,72,33
fabian-wegmann,2010,17,51,0.0648648648648648,0.1351351351351351,0.1729729729729729,0.3297297297297297,0.0089605734767025,0.046594982078853,0.064516129032258,0.1218637992831541,0.0588235294117647,0.1176470588235294,0.1176470588235294,0.2352941176470588,0.0,0.0196078431372549,0.0392156862745098,0.0784313725490196,70,97,583.0,472.0,80.00000000000003,549.6666666666666,30,12,19.3698347107438,0.0689655172413793,0.1379310344827586,0.1724137931034483,0.3793103448275862,0.0,0.0184049079754601,0.0306748466257668,0.0797546012269938,185,558,58,163,14.798648586948742,67.48580097571143,0.0354581229489882,0.0345269516723626,0.0498745515204414,0.1180627434391946,0.0,0.0011844734221102002,0.0108445863555332,0.0061461397748311,-0.026143790849673207,0.0,0.0032679738562091205,-0.024509803921568596,-0.10457516339869277,0.001183231913455021,0.002366463826909993,-0.0038877620013521882,131,190,262,432,998,42,35,16,14,21,27,50,24,31,36,7,32,39,34,21,40,116,71,70,24,59,83,99,65,58,68,60,17
fabio-aru,2013,16,66,0.0,0.0476190476190476,0.119047619047619,0.2142857142857142,0.037037037037037,0.1296296296296296,0.1975308641975308,0.3271604938271605,0.0,0.0,0.0,0.0625,0.0151515151515151,0.06060606060606061,0.106060606060606,0.21212121212121207,642,208,84.0,284.0,591.0,137.9999999999999,23,6,18.812147272238644,0.0,0.0294117647058823,0.088235294117647,0.2058823529411764,0.0454545454545454,0.1515151515151515,0.2272727272727272,0.3560606060606061,42,162,34,131,360.2179895563241,127.85929766739689,0.0,0.0721687836487032,0.1010362971081845,0.1631397662537657,0.0513347863877915,0.119884373016974,0.1825532471795561,0.1922553052338624,0.0,-0.051247771836007115,-0.0625,-0.0625,-0.15625,-0.11675579322638141,-0.1822638146167557,-0.1880570409982174,32,8,50,29,127,43,62,99,35,20,62,65,33,81,49,86,71,66,54,42,81,77,42,75,38,42,88,70,24,25,27,8,43
fabio-aru,2014,7,71,0.0,0.0408163265306122,0.1224489795918367,0.22448979591836726,0.03862660944206,0.1201716738197424,0.1802575107296137,0.334763948497854,0.0,0.0,0.1428571428571428,0.2857142857142857,0.0422535211267605,0.0985915492957746,0.1408450704225352,0.352112676056338,208,32,284.0,1051.0,294.00000000000006,472.9999999999998,23,6,18.812147272238644,0.0,0.0,0.0909090909090909,0.1818181818181818,0.0376344086021505,0.1182795698924731,0.1720430107526881,0.33333333333333326,49,233,33,186,313.96178111356164,510.45371974352383,0.0,0.0,0.1030157507275425,0.1331884310413832,0.0231557601642738,0.0857818401076764,0.1068888143631657,0.1288003159139384,0.0,-0.00948548433457889,0.0,-0.028571428571428525,-0.0071428571428571175,-0.0629491233112963,-0.0826386892785283,-0.05863753952285138,8,50,29,127,276,60,74,20,9,48,24,49,44,17,58,70,12,42,24,40,67,35,3,5,10,22,85,21,23,4,4,12,64
fabio-aru,2015,3,86,0.0,0.0769230769230769,0.1538461538461538,0.25,0.0407523510971786,0.1253918495297805,0.1974921630094044,0.3510971786833856,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0465116279069767,0.1395348837209302,0.24418604651162787,0.3953488372093023,32,8,1051.0,1581.0,82.6666666666667,971.9999999999998,25,8,18.812147272238644,0.0,0.0769230769230769,0.11538461538461528,0.1923076923076923,0.0358744394618834,0.1031390134529148,0.1704035874439461,0.3273542600896861,52,318,26,223,109.20317455703078,652.0989188765766,0.0,0.3849001794597505,0.3510054664681901,0.30549596151486125,0.0170103246748811,0.0394736475452187,0.0718423663304848,0.0957769441648723,0.0,0.015680056377730706,0.33333333333333326,0.33333333333333326,0.30208333333333326,0.03946441155743479,0.0690627202255109,0.09161381254404502,50,29,126,276,305,30,8,49,26,15,43,17,17,11,35,8,20,5,5,6,77,36,2,1,5,39,13,6,4,4,24,33,5
fabio-aru,2016,13,66,0.0,0.0615384615384615,0.1384615384615384,0.2615384615384615,0.0363636363636363,0.1116883116883116,0.1792207792207792,0.3298701298701298,0.0,0.0,0.0769230769230769,0.3076923076923077,0.0151515151515151,0.0454545454545454,0.0909090909090909,0.2272727272727272,8,50,1581.0,772.0,30.000000000000036,1134.6666666666667,26,9,18.812147272238644,0.0,0.0869565217391304,0.1739130434782608,0.3478260869565217,0.0358744394618834,0.0986547085201793,0.1659192825112107,0.3318385650224215,65,385,23,223,21.07130750570548,410.93835709669816,0.0,0.3849001794597505,0.3231411507705297,0.2138809405582173,0.0170103246748811,0.0471716861747071,0.0781737216160218,0.0872772948470862,0.0,-0.013551002987622702,0.0,-0.032967032967032905,0.01098901098901095,-0.026568501920614496,-0.024967989756722105,-0.06241997439180529,29,127,276,305,190,39,39,25,11,7,27,25,32,17,38,19,41,38,5,35,77,12,20,46,8,28,5,14,28,21,45,18,44
fabio-aru,2017,6,77,0.0140845070422535,0.0845070422535211,0.1549295774647887,0.2957746478873239,0.0324675324675324,0.1038961038961039,0.170995670995671,0.3246753246753247,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0129870129870129,0.0649350649350649,0.1298701298701298,0.2987012987012987,50,29,772.0,1241.0,29.00000000000005,1198.0,27,10,18.812147272238644,0.0454545454545454,0.1818181818181818,0.2272727272727272,0.4545454545454545,0.0262008733624454,0.0873362445414847,0.1615720524017467,0.314410480349345,71,462,22,229,21.0,406.2105365447824,0.0962250448649376,0.3333333333333333,0.295706733196687,0.20725394278601944,0.0187618475777629,0.0496583891040111,0.0796658819416982,0.0843527970761237,0.08333333333333329,-0.016762307459981814,-0.1666666666666666,-0.16666666666666663,0.0,-0.03729990939293261,-0.05715795832074901,-0.04832376925400178,127,276,305,190,998,74,24,60,7,32,19,37,18,45,31,38,16,16,25,64,84,5,10,13,14,12,26,9,12,47,5,26,38
fabio-felline,2010,21,33,0.0,0.0789473684210526,0.2368421052631578,0.4210526315789473,0.12244897959183672,0.2040816326530612,0.30612244897959173,0.4081632653061224,0.0,0.0,0.0476190476190476,0.0952380952380952,0.0,0.0,0.0,0.0,1931,212,5.0,260.0,2143.0,264.99999999999983,20,4,22.20408163265306,0.0,0.088235294117647,0.1764705882352941,0.3529411764705882,0.1363636363636363,0.2272727272727272,0.3181818181818182,0.38636363636363624,38,49,34,44,1058.9826879290017,148.6887128646063,0.0,0.2886751345948129,0.2262948798314802,0.39626945183555334,0.0,0.0,0.0,0.0,0.0,-0.009631350869732517,-0.25,-0.22619047619047616,-0.369047619047619,-0.03449108744639809,-0.023837117456725513,-0.028296295349761448,310,144,259,287,37,105,121,57,35,52,32,47,30,87,81,76,82,78,73,10,87,109,63,84,56,48,120,45,57,26,54,74,53
fabio-felline,2011,23,64,0.0,0.0491803278688524,0.1475409836065573,0.3114754098360656,0.06194690265486721,0.1150442477876106,0.1858407079646017,0.2566371681415929,0.0,0.0,0.0,0.1304347826086956,0.0,0.0,0.0,0.0,212,310,260.0,187.0,817.6666666666665,150.66666666666654,21,5,22.20408163265306,0.0,0.0,0.0588235294117647,0.196078431372549,0.0412371134020618,0.0721649484536082,0.1237113402061855,0.18556701030927827,61,113,51,97,965.4192526220584,131.32529586234836,0.0,0.0,0.1530738216030627,0.3476925538150318,0.0,0.0,0.0,0.0,0.0,0.004815573770491789,0.0,-0.1428571428571428,-0.2919254658385093,-0.0024852786692495794,0.004176243964495304,-0.00452951976176021,144,259,287,37,61,114,84,85,22,57,34,62,88,65,38,61,23,78,62,56,89,78,79,64,74,38,37,69,51,84,90,67,47
fabio-felline,2012,24,56,0.0235294117647058,0.0705882352941176,0.1529411764705882,0.2823529411764706,0.0414201183431952,0.1005917159763313,0.1715976331360946,0.2248520710059171,0.0833333333333333,0.125,0.1666666666666666,0.2083333333333333,0.0,0.0714285714285714,0.1428571428571428,0.1607142857142857,310,144,187.0,397.0,222.0,281.33333333333337,22,6,22.20408163265306,0.029411764705882297,0.0441176470588235,0.0735294117647058,0.1470588235294117,0.0261437908496732,0.0718954248366013,0.130718954248366,0.17647058823529407,85,168,68,153,83.45058418010026,106.61300733650344,0.0481125224324688,0.0721687836487032,0.0858464589396187,0.0578756193439594,0.0486077802053087,0.0378754258261095,0.0441313922381709,0.0711822767264817,0.041666666666666616,-0.04545454545454541,0.0625,0.059523809523809534,0.05654761904761896,-0.02489177489177481,-0.019480519480519404,-0.05600649350649342,259,287,37,61,83,68,68,66,60,34,31,25,48,80,87,65,34,20,16,21,99,77,50,93,74,87,47,97,48,51,83,77,69
fabio-felline,2013,18,70,0.0194174757281553,0.058252427184465994,0.1262135922330097,0.2621359223300971,0.0376569037656903,0.0962343096234309,0.1673640167364016,0.23012552301255232,0.0,0.0,0.0,0.1666666666666666,0.0285714285714285,0.0857142857142857,0.1571428571428571,0.2428571428571428,144,259,397.0,227.00000000000003,237.66666666666663,270.3333333333334,23,6,22.20408163265306,0.030769230769230705,0.04615384615384611,0.0615384615384615,0.1692307692307692,0.0157894736842105,0.0684210526315789,0.131578947368421,0.1842105263157894,103,239,65,190,85.0313667615271,111.50485789118487,0.0481125224324688,0.0721687836487032,0.0962250448649376,0.0389808601292572,0.0143066253205018,0.0196445480873911,0.0332521865170287,0.0541640092885569,0.0,0.006473214285714184,0.0,0.0,0.018115942028985477,0.01941964285714279,0.03169642857142848,0.051116071428571434,287,37,61,83,299,55,72,90,34,46,31,75,82,66,75,42,20,61,68,51,40,95,43,48,43,83,35,99,47,57,60,66,56
fabio-felline,2014,12,101,0.017391304347826,0.0521739130434782,0.1130434782608695,0.2521739130434782,0.0264705882352941,0.0705882352941176,0.1323529411764706,0.19117647058823523,0.0,0.0,0.0,0.1666666666666666,0.0,0.0099009900990099,0.0495049504950495,0.099009900990099,259,287,227.0,207.99999999999997,230.00000000000003,277.33333333333337,23,8,22.20408163265306,0.037037037037037,0.0555555555555555,0.074074074074074,0.1851851851851851,0.0088105726872246,0.0484581497797356,0.105726872246696,0.158590308370044,115,340,53,227,75.78258375114957,104.06888744160445,0.0481125224324688,0.0721687836487032,0.0962250448649376,0.0240562612162344,0.0164957219768464,0.0402851930800223,0.058458863597953006,0.0721652144579114,-0.041666666666666616,0.0,-0.0625,-0.08333333333333331,-0.020833333333333315,-0.0307637906647807,-0.04667609618104661,-0.030852192362093293,37,61,83,299,346,20,54,60,86,36,9,145,30,38,70,68,57,62,31,16,41,88,96,104,85,52,78,64,67,52,46,67,51
fabio-felline,2015,27,61,0.0211267605633802,0.0633802816901408,0.1338028169014084,0.2676056338028169,0.0299251870324189,0.0798004987531172,0.14214463840399,0.20947630922693258,0.037037037037037,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.0491803278688524,0.1311475409836065,0.1967213114754098,0.3114754098360656,287,37,208.0,928.0,194.33333333333326,454.3333333333333,25,9,22.20408163265306,0.0175438596491228,0.0526315789473684,0.1052631578947368,0.24561403508771923,0.021551724137931,0.0646551724137931,0.1206896551724138,0.1982758620689655,142,401,56,232,136.9720166067994,410.3173568511736,0.0213833433033194,0.0641500299099584,0.1283000598199168,0.0962250448649376,0.0246973612293278,0.0612543366870563,0.0761851143981725,0.1084297683642289,0.018518518518518517,0.010304449648711916,0.05555555555555554,0.11111111111111116,0.08333333333333326,0.022716627634660407,0.019789227166276294,0.03430913348946131,61,83,299,346,171,26,44,55,50,8,17,29,30,43,66,23,10,44,41,18,54,94,32,74,35,44,13,67,39,54,45,42,47
fabio-felline,2016,12,64,0.0194805194805194,0.05844155844155839,0.1298701298701298,0.2597402597402597,0.0279569892473118,0.0881720430107526,0.1505376344086021,0.221505376344086,0.0,0.0,0.0833333333333333,0.1666666666666666,0.015625,0.140625,0.20312499999999997,0.296875,37,61,928.0,671.0,128.33333333333334,602.3333333333334,26,10,22.20408163265306,0.0196078431372549,0.05882352941176469,0.1372549019607843,0.2549019607843137,0.0176991150442477,0.079646017699115,0.1327433628318584,0.2123893805309734,154,465,51,226,137.93235056843383,364.8785185967151,0.0213833433033194,0.0641500299099584,0.11226255234242721,0.0962250448649376,0.0251290180955338,0.0728918320703271,0.0869029955150407,0.1186769858500757,0.0,0.007812499999999987,0.0,0.04166666666666663,0.0,0.065362004950495,0.0768100247524752,0.09893254950495042,83,299,346,171,405,51,30,56,53,11,20,83,40,79,23,15,15,33,53,28,29,60,42,25,8,44,44,73,43,44,73,64,2
fabio-felline,2017,20,53,0.0229885057471264,0.0632183908045977,0.132183908045977,0.2528735632183908,0.027027027027027,0.083011583011583,0.1447876447876447,0.2104247104247104,0.05,0.1,0.15,0.2,0.0188679245283018,0.0377358490566037,0.09433962264150939,0.1132075471698113,61,83,671.0,593.0,60.33333333333337,730.6666666666666,27,11,22.20408163265306,0.0338983050847457,0.0847457627118644,0.1694915254237288,0.2542372881355932,0.0280898876404494,0.1067415730337078,0.1685393258426966,0.247191011235955,173,518,59,178,23.007245235649865,175.28928470768926,0.0259479624160292,0.06119522830317891,0.0694629604944853,0.08819171036881959,0.0185081891071793,0.056864962557398,0.0610427114980851,0.1104966444156829,0.006481481481481394,-0.015156201670275208,-0.005555555555555516,-0.036111111111111094,-0.0666666666666666,-0.04670584596350131,-0.0511908444169501,-0.0991339313331271,299,346,171,405,412,58,92,16,54,13,10,81,32,45,57,105,85,19,28,11,50,82,63,54,78,72,28,65,61,4,85,31,30
fausto-masnada,2017,16,48,0.0408163265306122,0.0408163265306122,0.0408163265306122,0.1020408163265306,0.0,0.0727272727272727,0.1272727272727272,0.1818181818181818,0.0,0.0,0.0,0.0625,0.0,0.0833333333333333,0.125,0.125,1467,254,16.0,256.0,1012.0,97.00000000000004,23,8,19.6232339089482,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.1034482758620689,0.0,0.0945945945945946,0.1486486486486486,0.18918918918918923,49,110,29,74,660.8320512808076,137.706209010342,0.1252569375784137,0.1252569375784137,0.1252569375784137,0.0973048590601097,0.0,0.0301034571959055,0.0849009053921611,0.10257860549579961,-0.125,0.0,-0.125,-0.125,-0.09375,-0.010964912280701693,-0.016447368421052586,-0.0953947368421052,172,91,73,71,266,85,101,103,33,72,38,60,82,64,41,19,21,62,86,81,40,49,47,63,46,45,55,31,60,43,27,80,58
