rider_name,year,Number_of_participated_one_day_races_current_year,Number_of_participated_multi_day_races_current_year,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,rank_avg_last3years,pcs_points_avg_last3years,age,career year,win_ratio_slope,rider_bmi,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,win_ratio_last3years,top3_ratio_last3years,top5_ratio_last3years,top10_ratio_last3years,stage_win_ratio_last3years,stage_top3_ratio_last3years,stage_top5_ratio_last3years,stage_top10_ratio_last3years,Number_of_participated_one_day_races_all_time,Number_of_participated_multi_day_races_all_time,Number_of_participated_one_day_races_last3years,Number_of_participated_multi_day_races_last3years,rank_stdev_last3years,pcs_points_stdev_last3years,win_ratio_stdev_last3years,top3_ratio_stdev_last3years,top5_ratio_stdev_last3years,top10_ratio_stdev_last3years,stage_win_ratio_stdev_last3years,stage_top3_ratio_stdev_last3years,stage_top5_ratio_stdev_last3years,stage_top10_ratio_stdev_last3years,result_tour-de-france,result_giro-d-italia,result_vuelta-a-espana,result_tour-down-under,result_paris-nice,result_tirreno-adriatico,result_volta-a-catalunya,result_itzulia-basque-country,result_tour-de-romandie,result_dauphine,result_tour-de-suisse,result_tour-de-pologne,result_milano-sanremo,result_ronde-van-vlaanderen,result_paris-roubaix,result_liege-bastogne-liege,result_il-lombardia,result_strade-bianche,result_great-ocean-race,result_e3-harelbeke,result_gent-wevelgem,result_la-fleche-wallone,result_amstel-gold-race,result_san-sebastian,result_bretagne-classic,result_cyclassics-hamburg,result_gp-quebec,result_gp-montreal,RankY1,RankY2,RankY3,RankY4,RankY5,Y1Prediction,Y1mean,Y1std,Y2Prediction,Y2mean,Y2std,Y3Prediction,Y3mean,Y3std,Y4Prediction,Y4mean,Y4std,Y5Prediction,Y5mean,Y5std
jose-joaquin-rojas,2011,18,69,0.0505050505050505,0.12121212121212119,0.2525252525252525,0.3838383838383838,0.0171990171990172,0.1302211302211302,0.2457002457002457,0.42506142506142514,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.0144927536231884,0.1884057971014492,0.3478260869565217,0.5072463768115942,30,13,900.0000000000001,1293.0,31.666666666666618,960.3333333333333,26,10,0.055555555555555504,22.343515592581948,-0.0008181393174380086,0.11111111111111113,0.06666666666666665,0.07222222222222219,0.0377512856474988,0.0610098176718092,0.06007480130902289,0.0454545454545454,0.11363636363636359,0.2954545454545454,0.4318181818181818,0.0097560975609756,0.1317073170731707,0.2585365853658536,0.4439024390243902,99,407,44,205,19.553345834749955,306.9793695565442,0.0641500299099584,0.1146008684674681,0.0717263962981964,0.10323970270197298,0.0088775277802539,0.0497265622593366,0.0779779576551143,0.0606745075392671,80,37,82,14,16,44,65,33,10,8,14,24,14,17,30,56,13,22,29,29,31,31,89,14,7,5,21,39,157,64,104,99,371,30.457010476785165,30.457010476785165,19.98884647563633,49.00258144782954,49.00258144782954,41.391424948542365,56.600827717542806,56.600827717542806,13.968452880236116,115.32889449746038,115.32889449746038,37.042551723751124,104.13390018585795,104.13390018585795,21.883231678348796
julien-simon,2011,16,46,0.0120481927710843,0.0240963855421686,0.09638554216867469,0.180722891566265,0.0,0.0330882352941176,0.0845588235294117,0.1470588235294117,0.0625,0.125,0.3125,0.4375,0.0,0.0434782608695652,0.108695652173913,0.1521739130434782,199,170,274.0,343.0,240.66666666666669,259.3333333333335,26,9,0.031249999999999986,20.983987603305785,0.0,0.0625,0.15625,0.11875000000000002,-0.0068322981366458905,-0.002795031055900609,-0.009627329192546481,0.0196078431372549,0.0392156862745098,0.1568627450980392,0.2549019607843137,0.0,0.0542168674698795,0.1144578313253012,0.17469879518072287,83,272,51,166,98.35818894903124,91.88217092196577,0.0360843918243516,0.0721687836487032,0.1562916611125921,0.15360257159305626,0.0,0.0088303673056138,0.0056522876697764,0.0240638144444851,121,76,34,61,58,32,20,46,52,40,62,29,41,31,32,55,37,8,22,25,24,54,37,35,9,66,15,22,56,137,77,155,294,149.48095687635018,149.48095687635018,21.2159623778829,148.39274086998935,148.39274086998935,28.94908797986646,177.2568160012234,177.2568160012234,25.84764908257138,229.11011817040398,229.11011817040398,40.41899644349925,409.62458892270877,409.62458892270877,35.444403476907254
jurgen-roelandts,2011,15,76,0.028846153846153796,0.1153846153846153,0.1923076923076923,0.3653846153846153,0.0161290322580645,0.0898617511520737,0.1820276497695852,0.3087557603686636,0.0,0.0666666666666666,0.2,0.3333333333333333,0.0,0.0131578947368421,0.03947368421052631,0.0789473684210526,66,78,590.0,565.0,75.66666666666669,558.9999999999999,26,10,0.0,23.03875236294896,0.0,-0.0083333333333333,-0.02499999999999991,0.04166666666666663,-0.02249082007343939,-0.0674724602203182,-0.13494492044063647,0.0,0.0666666666666666,0.1555555555555555,0.2666666666666666,0.0,0.0382978723404255,0.102127659574468,0.2170212765957447,104,434,45,235,8.736894948054106,34.39476704383968,0.0,0.013981174880131,0.100972636149745,0.0578240555407259,0.0,0.0227096358751969,0.0689695033625496,0.1350323053708859,85,50,107,26,65,113,68,56,55,86,75,36,34,54,14,90,38,13,17,2,32,76,99,27,53,6,16,4,76,81,141,84,100,93.72140328544995,93.72140328544995,32.41552138189236,86.05484588353615,86.05484588353615,23.56510253978051,87.69873631416387,87.69873631416387,26.576912614988178,97.10883026773908,97.10883026773908,36.81487390055285,64.2225697428818,64.2225697428818,12.02869218702071
jurgen-van-den-broeck,2011,5,71,0.031578947368421,0.1157894736842105,0.1368421052631579,0.1473684210526315,0.0054545454545454,0.0345454545454545,0.069090909090909,0.1654545454545454,0.0,0.0,0.0,0.0,0.0140845070422535,0.0704225352112676,0.1408450704225352,0.3098591549295774,33,50,873.0,706.0,59.99999999999997,682.9999999999999,28,12,0.0,20.16070124178232,0.007042253521126689,0.0,0.0,0.0,0.028169014084507008,0.035211267605633804,0.1056338028169013,0.0,0.0,0.0,0.0,0.0047169811320754,0.0471698113207547,0.1037735849056603,0.2169811320754717,95,550,25,212,33.15116890850155,202.4820979741172,0.0,0.0,0.0,0.0,0.0081316939322482,0.0294514990590728,0.0353611832068554,0.10796282716565651,13,10,7,56,19,17,36,13,10,4,8,14,92,24,39,70,26,25,36,15,39,16,18,53,36,78,37,40,34,184,123,177,998,103.13536570387919,103.13536570387919,23.406921968504488,122.66150958464495,122.66150958464495,16.982824274802375,103.73195521205619,103.73195521205619,26.54799192594281,191.8379015780448,191.8379015780448,43.999243520631005,851.4588045105836,851.4588045105836,55.118901725517006
lars-boom,2011,15,76,0.0638297872340425,0.0851063829787234,0.1170212765957446,0.202127659574468,0.0921985815602836,0.1654846335697399,0.1914893617021276,0.2742316784869976,0.0,0.0,0.0,0.1333333333333333,0.0921052631578947,0.1447368421052631,0.1842105263157894,0.2631578947368421,136,64,367.0,610.0,117.66666666666667,442.9999999999999,26,10,0.0,20.558646966914285,0.026052631578947303,0.0,0.0,0.06666666666666665,0.032368421052631505,0.05210526315789473,0.05157894736842103,0.0204081632653061,0.0408163265306122,0.061224489795918303,0.12244897959183672,0.0523560209424083,0.0994764397905759,0.1151832460732984,0.1832460732984293,93,423,49,191,47.247574893674,144.8205786482018,0.0274928699614107,0.0549857399228215,0.0824786098842322,0.0977447893227977,0.039172552897976,0.0436914515991915,0.0661426459430848,0.0791066734186559,86,53,98,80,52,98,25,40,3,30,42,26,112,37,12,50,58,21,39,57,9,25,49,15,71,11,48,47,36,63,111,184,328,110.72345915297235,110.72345915297235,26.407635293444706,87.24000475504451,87.24000475504451,20.967494927893117,90.86607920063754,90.86607920063754,26.268449634807833,167.42129838114292,167.42129838114292,42.69278907259671,273.33630051734315,273.33630051734315,34.795925286677054
lars-petter-nordhaug,2011,11,73,0.0408163265306122,0.0612244897959183,0.1020408163265306,0.22448979591836726,0.0090361445783132,0.0150602409638554,0.0632530120481927,0.1506024096385542,0.0,0.0,0.0909090909090909,0.1818181818181818,0.0,0.0,0.0,0.0410958904109589,778,373,55.0,158.0,525.0,113.3333333333332,27,8,0.0,20.33832644628099,-0.01639344262295081,0.0,-0.02597402597402587,-0.05194805194805191,-0.03278688524590159,-0.05737704918032779,-0.1105995957781271,0.0,0.0,0.0769230769230769,0.1923076923076923,0.0148514851485148,0.0247524752475247,0.0445544554455445,0.11386138613861378,49,332,26,202,220.58331759224225,52.84253337353664,0.0,0.0,0.0723086280887015,0.0814982492885246,0.0164223703400864,0.0344086335968121,0.05960546522387,0.1229119089897367,70,91,55,63,55,44,68,27,59,39,69,16,65,25,62,90,60,39,26,13,51,59,30,31,42,110,19,59,46,194,253,225,998,146.44075429880175,146.44075429880175,26.847435127737484,92.13868995152785,92.13868995152785,29.535774188562026,179.9190673357475,179.9190673357475,32.50892408507367,124.55774823766069,124.55774823766069,29.475535065474837,644.4960990262924,644.4960990262924,40.1724830989994
lars-ytting-bak,2011,14,95,0.0346820809248554,0.0578034682080924,0.0809248554913294,0.1387283236994219,0.0115681233933161,0.0257069408740359,0.0565552699228791,0.11182519280205648,0.0,0.0714285714285714,0.1428571428571428,0.1428571428571428,0.0105263157894736,0.0105263157894736,0.031578947368421,0.0631578947368421,303,172,196.0,336.0,180.00000000000003,376.99999999999983,31,13,-0.035714285714285705,21.05263157894737,-0.0005507955936352107,0.0,0.0357142857142857,0.0357142857142857,-0.01799265605875152,-0.01909424724602199,-0.04981640146878821,0.0465116279069767,0.0930232558139534,0.1162790697674418,0.1395348837209302,0.0119047619047619,0.0238095238095238,0.0436507936507936,0.0992063492063492,173,778,43,251,119.2015100575492,204.60449652927966,0.0399357003981242,0.0357407309498339,0.0387834657868908,0.0644178536117556,0.0018215886846876003,0.0198289417298757,0.0230955188655044,0.0555447985252139,154,127,72,37,78,95,94,70,88,70,73,33,59,34,5,57,49,38,46,10,21,68,63,29,26,121,37,31,187,248,280,206,998,155.90266127476013,155.90266127476013,41.037837715327235,192.3781019499026,192.3781019499026,24.142619503232908,203.342448639634,203.342448639634,26.784994000139427,267.35580568853055,267.35580568853055,46.83181340801601,665.3766443019216,665.3766443019216,23.188671530668984
leopold-konig,2011,13,55,0.0,0.0454545454545454,0.0606060606060606,0.0909090909090909,0.0217391304347826,0.0579710144927536,0.0833333333333333,0.1630434782608695,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0909090909090909,0.0909090909090909,0.2181818181818181,481,216,115.0,272.0,880.3333333333334,130.66666666666686,23,8,0.0,19.56823633379624,0.0,0.03846153846153846,0.038461538461538436,-0.04487179487179482,0.045454545454545386,0.0454545454545454,0.0894830659536541,0.0,0.07894736842105261,0.1052631578947368,0.1578947368421052,0.031055900621118005,0.0807453416149068,0.0993788819875776,0.1925465838509316,66,276,38,161,930.6429677020792,134.18767951393053,0.0,0.0769230769230769,0.1175019408963035,0.07727838170950899,0.0524863881081478,0.0734809433514069,0.1001376463142927,0.1373110672099319,77,53,67,70,28,55,36,52,38,70,82,26,92,62,84,60,55,54,34,60,85,23,75,38,72,118,73,43,286,102,81,86,254,303.9126304878527,303.9126304878527,39.543510342943094,149.3661186762053,149.3661186762053,33.605743900820706,181.90641527285942,181.90641527285942,20.228699912311473,166.64145211201546,166.64145211201546,30.13347437698122,297.4037371579924,297.4037371579924,29.795393141120172
luca-paolini,2011,16,80,0.0458715596330275,0.1376146788990825,0.21559633027522926,0.3394495412844037,0.0157232704402515,0.080188679245283,0.1415094339622641,0.2515723270440251,0.0,0.125,0.25,0.375,0.0,0.0125,0.0125,0.1,79,162,537.0,355.0,98.6666666666667,512.6666666666664,34,13,-0.02777777777777768,21.79944510503369,-0.009259259259259215,-0.07638888888888892,-0.09722222222222221,-0.09027777777777768,-0.021527777777777705,-0.049305555555555484,-0.07962962962962959,0.0172413793103448,0.1379310344827586,0.2586206896551724,0.4482758620689655,0.0059171597633136,0.0414201183431952,0.0887573964497041,0.2071005917159763,218,636,58,169,56.1456439390745,147.01813947038417,0.0320750149549792,0.1197455292257181,0.1609753578769787,0.0945397122993617,0.0106916716516597,0.0367959723829427,0.10817265493748439,0.1363933867165729,93,57,134,41,73,104,52,32,44,81,83,22,122,57,66,54,11,30,18,14,116,41,58,51,38,43,38,27,58,84,498,217,998,176.67214883235428,176.67214883235428,28.27573229297031,161.50796287002905,161.50796287002905,44.188262566194354,289.77544178559145,289.77544178559145,39.617272837442854,278.14413045785506,278.14413045785506,50.66113605879358,818.5355427354784,818.5355427354784,34.92708285224457
luis-leon-sanchez,2011,12,96,0.0470588235294117,0.1294117647058823,0.1764705882352941,0.2352941176470588,0.0323574730354391,0.0816640986132511,0.11556240369799692,0.1818181818181818,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.010416666666666602,0.0208333333333333,0.0208333333333333,0.09375,4,122,1718.0,427.0,49.3333333333333,1061.3333333333333,28,13,0.041666666666666616,21.56190926275992,-0.033752705627705604,-0.02083333333333328,-0.020833333333333315,-0.14583333333333326,-0.054518398268398195,-0.09997294372294369,-0.08948863636363633,0.09375,0.125,0.15625,0.25,0.040590405904059,0.092250922509225,0.1328413284132841,0.2066420664206642,85,649,32,271,63.571482075953945,645.7896974505968,0.0833333333333333,0.0416666666666666,0.0867360833110888,0.1577474540500076,0.0338081761682265,0.0637709694291246,0.1044942927602098,0.1012582842488083,57,38,52,14,28,81,45,14,56,44,49,22,105,66,46,58,48,23,31,59,31,27,66,28,39,100,56,29,26,212,108,145,83,77.33804842456345,77.33804842456345,25.833326364608293,232.6884393596476,232.6884393596476,30.965745886417736,61.096615623778035,61.096615623778035,26.972618746154364,85.55671100233606,85.55671100233606,30.655226265731635,349.82304277322345,349.82304277322345,22.05808563769375
manuel-belletti,2011,14,65,0.0535714285714285,0.25,0.2678571428571428,0.3392857142857143,0.024793388429752,0.1074380165289256,0.1570247933884297,0.24380165289256187,0.0,0.2142857142857142,0.2142857142857142,0.3571428571428571,0.0615384615384615,0.1538461538461538,0.2307692307692307,0.2923076923076923,109,125,428.0,420.0,150.33333333333337,369.9999999999999,26,9,0.0,23.51020408163265,0.030769230769230688,-0.029220779220779206,-0.029220779220779203,-0.00324675324675322,0.03247863247863238,0.0709401709401709,0.05726495726495719,0.0263157894736842,0.2368421052631578,0.2631578947368421,0.3421052631578947,0.029940119760479,0.11976047904191611,0.1676646706586826,0.2395209580838323,56,242,38,167,57.50072463311513,93.6162379077476,0.044411559168432695,0.0301319303333779,0.0471924448667525,0.0305975485483562,0.0317025084583492,0.0337833056696637,0.0709489609143546,0.05740627892227291,134,74,77,73,65,85,77,40,92,77,107,105,55,86,42,80,24,13,31,80,79,53,55,56,15,21,45,21,162,282,261,134,238,172.55898540980627,172.55898540980627,45.17800015054254,173.5636242265158,173.5636242265158,23.751895436250493,263.3973043753387,263.3973043753387,55.851519990775024,219.9250703591574,219.9250703591574,56.489783642791096,173.91268403491824,173.91268403491824,39.185158826936
manuele-mori,2011,11,75,0.014388489208633,0.0503597122302158,0.1007194244604316,0.2517985611510791,0.0,0.0107296137339055,0.0257510729613733,0.111587982832618,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.08,219,299,254.0,192.0,288.3333333333333,204.3333333333334,31,11,0.0,20.9572742022715,0.0,0.0,0.0,0.043290043290043156,0.0,0.0,0.0066666666666665925,0.0,0.0,0.0,0.1063829787234042,0.0,0.0047846889952153,0.0095693779904306,0.0765550239234449,139,466,47,209,64.66323014923809,44.79211240088295,0.0,0.0,0.0,0.05996152845021701,0.0,0.0078020306647246,0.0156040613294493,0.0080283026121354,58,42,106,16,43,87,50,35,45,60,33,53,72,76,65,54,54,41,44,63,34,84,45,20,25,47,50,60,315,278,304,445,278,219.05949916778232,219.05949916778232,18.404068473239573,236.34813314455974,236.34813314455974,18.326699210111606,180.58806106227823,180.58806106227823,30.17146758557777,215.1476223983472,215.1476223983472,32.706751659539954,374.6565906773485,374.6565906773485,16.63049062772755
marco-marcato,2011,24,71,0.007518796992481199,0.07518796992481198,0.1428571428571428,0.3082706766917293,0.0085714285714285,0.0714285714285714,0.1371428571428571,0.2628571428571428,0.0416666666666666,0.125,0.1666666666666666,0.3333333333333333,0.0,0.1126760563380281,0.2112676056338028,0.3380281690140845,35,29,867.0,998.9999999999999,65.33333333333331,750.3333333333335,27,6,0.020833333333333308,22.12973972783723,0.0,0.0625,0.011904761904761862,0.023809523809523836,0.014671361502347382,0.022300469483567977,0.010680751173708921,0.0175438596491228,0.1228070175438596,0.2280701754385964,0.4385964912280701,0.0,0.0927835051546391,0.1597938144329896,0.2783505154639175,133,350,56,194,57.81291666516518,323.19859735669235,0.0240562612162344,0.0817778898857248,0.0890933559222807,0.15620824613079143,0.0,0.0181950708516488,0.05852938272888291,0.0888313742979909,89,74,57,40,48,22,57,37,82,67,44,3,15,33,28,61,24,21,31,10,40,59,26,42,11,36,8,7,51,201,238,94,163,92.84692327733153,92.84692327733153,24.31823120295404,70.51133652949278,70.51133652949278,28.1233863378902,122.53321336650058,122.53321336650058,30.28843144295554,163.7219223833864,163.7219223833864,41.542939301408694,231.32146391023636,231.32146391023636,20.043087826396263
mark-cavendish,2011,11,89,0.14,0.2,0.23999999999999996,0.36,0.1599229287090559,0.2427745664739884,0.2890173410404624,0.34874759152215795,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.1348314606741573,0.2134831460674157,0.24719101123595497,0.2696629213483146,11,7,1461.0,1606.9999999999998,7.000000000000015,1637.0000000000002,26,9,-0.06363636363636362,22.857142857142858,-0.05363690124186871,-0.06363636363636359,-0.0636363636363636,-0.16363636363636358,-0.04589000591366049,-0.0448255470136014,-0.04937906564163211,0.2,0.28,0.28,0.36,0.1797752808988764,0.2546816479400749,0.2808988764044944,0.3071161048689138,50,519,25,267,4.0,192.75891678467173,0.2043601854556044,0.0916097206501223,0.0916097206501223,0.1741128196073959,0.056699956822829904,0.04710477728100391,0.0501641997177789,0.0549948459994581,130,114,97,129,46,125,87,39,107,67,127,86,52,110,36,50,44,27,61,67,60,44,24,88,39,46,28,18,13,6,63,35,15,78.10551222551086,78.10551222551086,26.092233605337203,70.13212008583594,70.13212008583594,25.20663791673303,96.48280440254084,96.48280440254084,21.73235544460632,137.51289781660873,137.51289781660873,27.499634895903863,106.91011738171301,106.91011738171301,10.311089556200251
martin-elmiger,2011,18,70,0.0333333333333333,0.1,0.1285714285714285,0.2095238095238095,0.008,0.04,0.0626666666666666,0.12266666666666659,0.0,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0142857142857142,0.0428571428571428,0.0428571428571428,100,421,452.00000000000006,139.0,215.3333333333333,334.00000000000017,33,13,0.0,22.03840115928028,0.0,-0.041666666666666616,-0.013888888888888784,-0.09722222222222221,-0.024107142857142796,-0.04107142857142851,-0.10357142857142851,0.0416666666666666,0.0833333333333333,0.1041666666666666,0.1458333333333333,0.0104712041884816,0.0418848167539267,0.0680628272251308,0.0994764397905759,210,750,48,191,178.55064640973254,170.11466721009094,0.0641500299099584,0.0833333333333333,0.0578240555407259,0.09755234956345119,0.0158178155942363,0.0259003061285504,0.0443823525567268,0.11630122058656242,80,87,114,29,45,71,43,44,67,72,56,51,99,53,17,68,60,48,21,34,100,89,67,39,41,71,39,69,380,104,421,210,298,193.7303757096355,193.7303757096355,58.601987059154645,129.68368722509908,129.68368722509908,31.308628784056225,288.3356759223518,288.3356759223518,34.19354785331684,304.0707482644956,304.0707482644956,81.56803700905266,465.0032265403664,465.0032265403664,32.865759003989645
mathias-frank,2011,9,85,0.0204081632653061,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0170454545454545,0.034090909090909,0.0596590909090909,0.1278409090909091,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0117647058823529,0.0470588235294117,1034,244,32.0,243.00000000000003,518.3333333333334,161.99999999999997,25,9,0.0,20.66115702479339,-0.006666666666666593,-0.0694444444444444,-0.06944444444444442,-0.06944444444444442,-0.019999999999999993,-0.034117647058823496,-0.06980392156862739,0.0,0.11538461538461528,0.11538461538461528,0.1153846153846153,0.0096618357487922,0.0193236714975845,0.038647342995169,0.09661835748792272,49,352,26,207,446.8851455724763,113.71455491712572,0.0,0.1252569375784137,0.1252569375784137,0.1252569375784137,0.0107514861142997,0.0200135761979656,0.0369571139281927,0.0819342666544309,47,85,93,18,40,37,63,84,50,18,6,86,102,65,65,88,35,46,43,45,40,110,108,19,82,65,64,54,194,65,50,114,187,89.62426566140397,89.62426566140397,16.193993884314583,65.03726691539927,65.03726691539927,40.254124810254865,92.78418926854425,92.78418926854425,30.739813594470434,85.26777534033846,85.26777534033846,44.37631029189725,119.17318598238175,119.17318598238175,11.80426792821139
matthieu-ladagnous,2011,19,70,0.01,0.029999999999999995,0.05999999999999999,0.13,0.0299539170506912,0.0552995391705069,0.108294930875576,0.1751152073732718,0.0,0.0,0.0526315789473684,0.1578947368421052,0.0428571428571428,0.0714285714285714,0.0857142857142857,0.1428571428571428,152,134,333.0,393.0,117.99999999999997,436.6666666666666,27,9,-0.035714285714285705,22.03840115928028,0.010317460317460303,-0.07142857142857138,-0.045112781954887216,-0.0639097744360902,0.013492063492063396,-0.02380952380952379,-0.045238095238095195,0.0181818181818181,0.0545454545454545,0.0909090909090909,0.1636363636363636,0.0218340611353711,0.0436681222707423,0.1048034934497816,0.1746724890829694,100,434,55,229,44.22668877499196,131.07377057723383,0.0412393049421161,0.0729857805198587,0.045285060829546,0.0989730415803892,0.0214334699476498,0.028480795404726502,0.027141375241903,0.05616696511066639,70,54,38,45,63,42,71,40,46,76,44,37,61,52,69,31,32,28,52,36,38,52,26,13,42,81,36,62,229,122,465,391,277,219.18046034554044,219.18046034554044,40.263452619157654,134.99258828777994,134.99258828777994,39.42193604382844,185.72313781507125,185.72313781507125,37.65777138187182,266.54241408529947,266.54241408529947,61.71839788611947,336.03300453641134,336.03300453641134,24.602524811834005
matti-breschel,2011,2,34,0.0434782608695652,0.1478260869565217,0.1739130434782608,0.3130434782608696,0.0336633663366336,0.099009900990099,0.1504950495049505,0.2435643564356435,0.0,0.0,0.0,0.5,0.0,0.0588235294117647,0.088235294117647,0.2352941176470588,34,487,872.0,113.99999999999999,182.0,666.6666666666667,27,11,-0.035714285714285705,21.36686914318855,-0.02439024390243901,-0.07142857142857138,-0.0714285714285714,0.0714285714285714,-0.055954088952654184,-0.07173601147776179,-0.04088952654232419,0.054054054054054,0.1621621621621621,0.1621621621621621,0.3513513513513513,0.0268817204301075,0.1182795698924731,0.1612903225806451,0.24731182795698922,115,505,37,186,264.1760776451948,483.8608615432057,0.0363696483726653,0.0991269523555301,0.0991269523555301,0.09014140231429,0.0250782343320302,0.05841591540067631,0.0764315364264629,0.0730056742353845,89,58,66,54,57,101,75,61,25,72,87,41,102,24,62,32,20,25,11,68,15,47,60,12,67,33,62,29,151,94,88,109,998,108.7263428811544,108.7263428811544,43.46081675521654,66.07678120130943,66.07678120130943,32.633099108907125,183.431985235942,183.431985235942,47.68109192341984,331.8818542830461,331.8818542830461,51.74565301413743,445.03707021922446,445.03707021922446,55.54178825591535
maxime-monfort,2011,13,95,0.0067567567567567,0.0067567567567567,0.0337837837837837,0.0743243243243243,0.0111576011157601,0.0320781032078103,0.0725244072524407,0.1534170153417015,0.0,0.0,0.0,0.1538461538461538,0.0105263157894736,0.0105263157894736,0.0421052631578947,0.1473684210526315,65,58,600.0,640.0,58.66666666666669,636.3333333333334,28,11,-0.029411764705882297,20.1459051921492,0.005263157894736815,-0.0294117647058823,-0.05882352941176472,0.018099547511312153,-0.00035481963335300023,-0.01827321111768181,0.00626848018923707,0.0188679245283018,0.0188679245283018,0.0754716981132075,0.1509433962264151,0.0117647058823529,0.0235294117647058,0.0588235294117647,0.1490196078431372,148,717,53,255,6.027713773341707,34.645827069552446,0.0339617805405662,0.0339617805405662,0.0610248258079225,0.0285158306008277,0.014233537167095,0.0262469476895569,0.0184215086099026,0.017292396662568,29,30,5,25,10,59,54,24,14,27,10,20,86,43,21,59,41,49,58,45,90,116,63,41,46,58,48,25,84,114,208,183,201,56.584488901416655,56.584488901416655,15.587849478553432,174.0840010719934,174.0840010719934,27.881885486296937,129.81008066708088,129.81008066708088,22.697469271431807,169.76483969761094,169.76483969761094,56.31829706043857,177.580896631869,177.580896631869,20.75259733185051
michael-albasini,2011,12,87,0.0217391304347826,0.036231884057971,0.050724637681159396,0.1159420289855072,0.0229132569558101,0.0540098199672667,0.0834697217675941,0.1309328968903437,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.0344827586206896,0.0689655172413793,0.0804597701149425,0.1149425287356321,110,92,428.0,521.0,92.33333333333329,504.9999999999999,31,15,0.041666666666666616,21.97133585722012,-0.013527851458885895,0.041666666666666616,0.04166666666666663,0.033333333333333326,-0.0039787798408488124,-0.013616268788682506,-0.004067197170645412,0.028571428571428505,0.0285714285714285,0.028571428571428505,0.1142857142857142,0.0394736842105263,0.0833333333333333,0.1008771929824561,0.131578947368421,138,611,35,228,17.502380790433435,70.37755323965163,0.0481125224324688,0.0481125224324688,0.0481125224324688,0.0466027551460361,0.0184361378493694,0.0190787912901922,0.019569432120795,0.0228157135468383,66,40,122,27,53,14,50,128,35,23,39,32,108,28,17,87,17,11,46,50,84,11,61,36,47,77,61,59,48,142,52,149,116,124.87526422971138,124.87526422971138,27.31038591494826,101.47543428030485,101.47543428030485,23.261900571530347,79.41281929851775,79.41281929851775,24.581261096062054,164.4620181175861,164.4620181175861,35.527438100954924,143.59041596458098,143.59041596458098,20.886626512043453
michael-matthews,2011,18,57,0.0930232558139534,0.3720930232558139,0.3720930232558139,0.4186046511627908,0.0909090909090909,0.21678321678321671,0.3426573426573426,0.4895104895104895,0.0555555555555555,0.1666666666666666,0.1666666666666666,0.2222222222222222,0.0350877192982456,0.12280701754385961,0.2105263157894736,0.2807017543859649,178,82,289.0,546.0,337.0,296.66666666666686,21,4,-0.049145299145299116,22.724403484408533,0.017543859649122813,-0.18589743589743576,-0.1858974358974358,-0.1581196581196581,0.040570175438596395,-0.0405701754385965,-0.08881578947368418,0.0952380952380952,0.3809523809523808,0.3809523809523809,0.4047619047619047,0.0687022900763358,0.183206106870229,0.3129770992366412,0.465648854961832,43,143,42,130,361.7333271900724,245.58976634488124,0.0497861896270128,0.2167027864597,0.2167027864597,0.18463267229126387,0.0728442799030875,0.1431422796351391,0.1163648759029144,0.2000534003297172,115,133,104,4,72,79,28,28,100,105,75,118,107,48,46,61,77,13,26,34,69,96,70,68,134,43,21,39,155,97,37,18,23,192.71458095568534,192.71458095568534,29.372138672777908,63.40490061173432,63.40490061173432,27.52720693836644,175.1692491309935,175.1692491309935,62.425453294916714,97.26505564992924,97.26505564992924,34.631836530612276,-65.51271903498422,-65.51271903498422,9.367047794413917
