rider_name,year,Number_of_participated_one_day_races_current_year,Number_of_participated_multi_day_races_current_year,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,rank_avg_last3years,pcs_points_avg_last3years,age,career year,rider_bmi,win_ratio_slope,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,win_ratio_last3years,top3_ratio_last3years,top5_ratio_last3years,top10_ratio_last3years,stage_win_ratio_last3years,stage_top3_ratio_last3years,stage_top5_ratio_last3years,stage_top10_ratio_last3years,Number_of_participated_one_day_races_all_time,Number_of_participated_multi_day_races_all_time,Number_of_participated_one_day_races_last3years,Number_of_participated_multi_day_races_last3years,rank_stdev_last3years,pcs_points_stdev_last3years,win_ratio_stdev_last3years,top3_ratio_stdev_last3years,top5_ratio_stdev_last3years,top10_ratio_stdev_last3years,stage_win_ratio_stdev_last3years,stage_top3_ratio_stdev_last3years,stage_top5_ratio_stdev_last3years,stage_top10_ratio_stdev_last3years,result_tour-de-france,result_giro-d-italia,result_vuelta-a-espana,result_tour-down-under,result_paris-nice,result_tirreno-adriatico,result_volta-a-catalunya,result_itzulia-basque-country,result_tour-de-romandie,result_dauphine,result_tour-de-suisse,result_tour-de-pologne,result_milano-sanremo,result_ronde-van-vlaanderen,result_paris-roubaix,result_liege-bastogne-liege,result_il-lombardia,result_strade-bianche,result_great-ocean-race,result_e3-harelbeke,result_gent-wevelgem,result_la-fleche-wallone,result_amstel-gold-race,result_san-sebastian,result_bretagne-classic,result_cyclassics-hamburg,result_gp-quebec,result_gp-montreal,in_top20_next_year,Prediction
julian-dean,2011,12.000000000000002,70.0,0.03508771929824559,0.07894736842105261,0.0964912280701754,0.175438596491228,0.0130718954248366,0.0533769063180827,0.0904139433551198,0.1590413943355119,0.0,0.0,0.0,0.0,0.0142857142857142,0.014285714285714202,0.0142857142857142,0.0571428571428571,117.0,422.0,414.0,138.0,325.3333333333333,224.6666666666666,36.0,16.0,22.724403484408533,0.0,0.007142857142857102,0.0,0.0,0.0,-0.008008658008658019,-0.008008658008657984,0.00836940836940828,0.0,0.037037037037037,0.037037037037037,0.037037037037037,0.0040485829959514,0.0364372469635627,0.0364372469635627,0.0728744939271255,113.99999999999999,917.9999999999999,27.0,247.0,180.5777764104247,164.16252109824987,0.0,0.0524863881081478,0.0524863881081478,0.0524863881081478,0.0082478609884232,0.0254318744332742,0.025431874433274198,0.0466173525871316,145.0,60.0,64.0,117.0,47.0,69.0,33.0,87.0,41.0,46.0,107.0,55.0,123.00000000000001,60.00000000000001,13.0,96.0,16.0,84.0,60.0,54.0,24.0,76.0,47.0,60.00000000000001,59.0,123.00000000000001,28.999999999999996,72.0,0.0,0.0
julien-simon,2011,16.0,46.0,0.0120481927710843,0.0240963855421686,0.0963855421686747,0.180722891566265,0.0,0.0330882352941176,0.0845588235294117,0.1470588235294117,0.0625,0.125,0.3125,0.4375,0.0,0.0434782608695652,0.108695652173913,0.1521739130434782,199.0,170.0,274.0,343.00000000000006,240.66666666666657,259.3333333333335,26.0,9.0,20.983987603305785,0.03125,0.0,0.0625,0.15625,0.11875000000000002,-0.0068322981366459165,-0.0027950310559006295,-0.009627329192546477,0.0196078431372549,0.0392156862745098,0.1568627450980392,0.2549019607843137,0.0,0.0542168674698795,0.1144578313253012,0.1746987951807229,83.0,272.0,51.0,166.0,98.35818894903124,91.88217092196578,0.0360843918243516,0.0721687836487032,0.1562916611125921,0.1536025715930563,0.0,0.0088303673056138,0.0056522876697764,0.0240638144444851,75.0,63.0,78.0,15.0,112.0,26.0,41.0,64.0,97.0,40.0,103.0,33.0,15.0,48.0,84.0,13.999999999999998,40.0,4.0,19.0,8.0,123.0,81.0,11.0,68.0,9.0,97.0,15.0,7.0,0.0,0.0
jurgen-roelandts,2011,15.0,76.0,0.0288461538461538,0.11538461538461528,0.1923076923076923,0.3653846153846153,0.0161290322580645,0.0898617511520737,0.1820276497695852,0.3087557603686636,0.0,0.0666666666666666,0.2,0.3333333333333333,0.0,0.013157894736842101,0.0394736842105263,0.0789473684210526,66.0,78.0,590.0,565.0,75.66666666666667,558.9999999999999,26.0,10.0,23.03875236294896,0.0,0.0,-0.008333333333333304,-0.02499999999999991,0.04166666666666663,-0.022490820073439402,-0.06747246022031819,-0.13494492044063647,0.0,0.0666666666666666,0.1555555555555555,0.2666666666666666,0.0,0.0382978723404255,0.102127659574468,0.2170212765957447,104.0,434.0,45.0,235.0,8.736894948054106,34.39476704383968,0.0,0.013981174880131,0.100972636149745,0.0578240555407259,0.0,0.0227096358751969,0.0689695033625496,0.1350323053708859,85.0,50.00000000000001,82.0,27.0,65.0,66.0,65.0,106.0,97.0,77.0,48.0,39.0,34.00000000000001,54.0,14.0,116.0,27.999999999999996,26.0,5.0,2.0,6.0,79.0,61.99999999999999,94.0,53.0,6.0,16.0,4.0,0.0,0.0
jurgen-van-den-broeck,2011,5.0,71.0,0.031578947368421,0.1157894736842105,0.1368421052631579,0.1473684210526315,0.0054545454545454,0.0345454545454545,0.069090909090909,0.1654545454545454,0.0,0.0,0.0,0.0,0.0140845070422535,0.0704225352112676,0.1408450704225352,0.3098591549295774,33.0,50.0,873.0,706.0,59.999999999999986,682.9999999999999,28.0,11.999999999999998,20.16070124178232,0.0,0.007042253521126704,0.0,0.0,0.0,0.028169014084506967,0.03521126760563381,0.10563380281690135,0.0,0.0,0.0,0.0,0.0047169811320754,0.0471698113207547,0.1037735849056603,0.2169811320754717,95.0,550.0,25.0,212.0,33.15116890850155,202.4820979741172,0.0,0.0,0.0,0.0,0.0081316939322482,0.0294514990590728,0.0353611832068554,0.1079628271656565,3.0,4.0,7.0,30.0,22.999999999999996,36.0,3.0000000000000004,13.0,16.0,4.0,2.0,4.0,32.0,112.0,39.0,17.999999999999996,69.0,43.0,33.0,49.0,10.0,16.0,18.0,40.0,93.0,41.0,103.0,36.0,0.0,0.0
kenny-van-hummel,2011,9.0,92.0,0.0416666666666666,0.1428571428571428,0.2023809523809523,0.3095238095238095,0.034412955465587,0.0890688259109311,0.145748987854251,0.2388663967611336,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.0978260869565217,0.1630434782608695,0.217391304347826,0.2608695652173913,81.0,62.0,526.0,614.0,73.00000000000001,568.3333333333335,29.0,13.0,20.66115702479339,-0.0444444444444444,0.0387089618456078,-0.05833333333333329,-0.05833333333333329,0.02777777777777768,0.07131765749778168,0.07808340727595377,0.018189884649511864,0.1041666666666666,0.3125,0.3541666666666667,0.4583333333333333,0.07960199004975121,0.1343283582089552,0.1890547263681592,0.2736318407960199,168.0,494.0,48.0,201.0,9.848857801796104,44.094595284834334,0.10020555006273088,0.147034744768295,0.0943801493893092,0.096106504573721,0.045337845268204,0.088789190731418,0.10090225819428529,0.0554096876920969,71.0,118.0,84.00000000000001,123.0,80.0,136.0,80.0,52.0,80.0,44.0,41.0,112.0,35.0,17.0,3.0,11.000000000000002,29.0,11.0,8.0,18.0,77.0,47.0,67.0,2.0,47.99999999999999,74.99999999999999,9.0,4.0,0.0,0.0
lars-boom,2011,15.0,76.0,0.0638297872340425,0.0851063829787234,0.1170212765957446,0.202127659574468,0.0921985815602836,0.1654846335697399,0.1914893617021276,0.2742316784869976,0.0,0.0,0.0,0.1333333333333333,0.0921052631578947,0.1447368421052631,0.18421052631578944,0.2631578947368421,136.0,64.0,367.0,610.0,117.66666666666667,442.9999999999999,26.0,10.0,20.558646966914285,0.0,0.026052631578947275,0.0,0.0,0.06666666666666665,0.03236842105263151,0.05210526315789469,0.051578947368420974,0.0204081632653061,0.0408163265306122,0.0612244897959183,0.1224489795918367,0.0523560209424083,0.0994764397905759,0.1151832460732984,0.1832460732984293,94.0,423.0,49.0,191.0,47.247574893674,144.8205786482018,0.0274928699614107,0.0549857399228215,0.0824786098842322,0.09774478932279769,0.039172552897976,0.04369145159919151,0.0661426459430848,0.0791066734186559,68.0,20.0,107.0,15.0,52.0,97.99999999999999,29.000000000000004,40.0,19.0,13.0,62.0,76.0,112.0,37.0,12.0,78.0,89.0,20.0,23.0,57.0,9.0,9.0,96.0,10.0,71.0,11.000000000000002,6.0,67.0,0.0,0.0
lars-petter-nordhaug,2011,11.0,73.0,0.0408163265306122,0.0612244897959183,0.1020408163265306,0.2244897959183673,0.0090361445783132,0.0150602409638554,0.0632530120481927,0.1506024096385542,0.0,0.0,0.0909090909090909,0.1818181818181818,0.0,0.0,0.0,0.0410958904109589,778.0,373.0,55.0,158.0,524.9999999999999,113.3333333333332,27.0,8.0,20.33832644628099,0.0,-0.016393442622950803,0.0,-0.02597402597402587,-0.05194805194805191,-0.0327868852459016,-0.05737704918032781,-0.11059959577812709,0.0,0.0,0.0769230769230769,0.1923076923076923,0.0148514851485148,0.0247524752475247,0.0445544554455445,0.1138613861386138,49.00000000000001,332.0,26.0,202.0,220.58331759224225,52.84253337353664,0.0,0.0,0.0723086280887015,0.08149824928852462,0.0164223703400864,0.0344086335968121,0.05960546522387,0.1229119089897367,114.0,91.99999999999999,53.99999999999999,126.0,67.0,139.0,104.0,27.0,62.0,96.00000000000001,53.0,16.0,22.0,91.0,49.0,90.0,60.00000000000001,96.0,16.0,32.0,30.0,54.00000000000001,30.999999999999996,14.0,137.0,70.0,19.0,59.00000000000001,0.0,0.0
lars-ytting-bak,2011,14.0,95.0,0.0346820809248554,0.0578034682080924,0.0809248554913294,0.1387283236994219,0.0115681233933161,0.0257069408740359,0.0565552699228791,0.1118251928020565,0.0,0.0714285714285714,0.1428571428571428,0.1428571428571428,0.0105263157894736,0.010526315789473602,0.031578947368421,0.0631578947368421,303.0,172.0,196.0,336.0,179.99999999999997,376.99999999999983,31.0,14.0,21.05263157894737,-0.0357142857142857,-0.000550795593635203,0.0,0.0357142857142857,0.0357142857142857,-0.017992656058751492,-0.019094247246022007,-0.04981640146878817,0.0465116279069767,0.0930232558139534,0.1162790697674418,0.1395348837209302,0.0119047619047619,0.0238095238095238,0.0436507936507936,0.0992063492063492,173.0,778.0,43.0,252.0,119.2015100575492,204.60449652927963,0.0399357003981242,0.0357407309498339,0.0387834657868908,0.0644178536117556,0.0018215886846876,0.0198289417298757,0.0230955188655044,0.0555447985252139,154.0,127.0,43.0,127.0,78.0,137.99999999999997,151.0,77.0,68.0,93.0,135.0,15.0,59.0,34.0,5.0,57.0,47.0,44.0,32.0,11.0,21.0,48.0,79.0,11.0,26.0,121.99999999999999,3.0,9.0,0.0,0.0
laszlo-bodrogi,2011,14.0,61.0,0.0914285714285714,0.1828571428571428,0.2514285714285714,0.2742857142857143,0.0168539325842696,0.0438202247191011,0.0707865168539325,0.11123595505617968,0.0,0.0,0.2142857142857142,0.2857142857142857,0.0,0.0,0.0163934426229508,0.0655737704918032,1194.0,409.0,23.0,146.0,750.6666666666666,80.33333333333339,35.0,17.0,22.59143813091595,0.0,0.0,0.0,0.1071428571428571,0.1428571428571428,-0.008928571428571386,-0.0007318501170960091,0.01492974238875873,0.0,0.0294117647058823,0.1176470588235294,0.1470588235294117,0.0,0.0057471264367816,0.0172413793103448,0.057471264367816,175.0,890.0,34.0,174.0,402.2540656517139,61.92199393861064,0.0,0.044411559168432695,0.10855415027646469,0.1478420224953154,0.0,0.010309826235529,0.0007707165581573,0.0187097801452219,59.0,43.0,103.0,51.0,98.0,61.0,65.0,77.0,109.0,117.0,29.0,59.0,172.0,32.0,49.0,30.000000000000004,109.0,12.0,9.999999999999998,41.0,110.99999999999999,70.0,42.00000000000001,44.0,40.0,39.0,59.0,46.0,0.0,0.0
leonardo-duque,2011,25.0,59.0,0.0267857142857142,0.05357142857142849,0.1160714285714285,0.1696428571428571,0.016260162601626,0.048780487804877995,0.1016260162601626,0.20325203252032523,0.0,0.0,0.08,0.12,0.0,0.0,0.0169491525423728,0.0847457627118644,84.0,281.0,522.0,204.0,168.66666666666663,364.6666666666667,31.0,11.0,20.415224913494807,0.0,0.0,0.0,-0.02250000000000002,-0.0025000000000000022,0.0,-0.02059519117067401,-0.03320851399290503,0.0166666666666666,0.05,0.15,0.2,0.0,0.0,0.0396039603960396,0.1188118811881188,112.0,491.99999999999994,60.0,202.0,101.37225129853499,159.02620329157497,0.0303868562731381,0.0911605688194145,0.09544581209823409,0.1420045939719602,0.0,0.0,0.0206439716913939,0.0340072575661003,121.0,73.0,80.0,84.0,51.0,124.99999999999999,125.0,90.0,11.000000000000002,106.0,85.0,30.0,39.0,19.0,54.0,103.99999999999999,53.0,24.0,37.0,4.0,12.0,36.0,25.000000000000004,52.0,60.0,68.0,59.0,70.0,0.0,0.0
leopold-konig,2011,13.0,55.0,0.0,0.04545454545454541,0.0606060606060606,0.0909090909090909,0.021739130434782598,0.0579710144927536,0.0833333333333333,0.1630434782608695,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.09090909090909091,0.09090909090909091,0.2181818181818181,481.0,216.0,115.0,272.0,880.3333333333333,130.66666666666686,24.0,8.0,19.56823633379624,0.0,0.0,0.038461538461538436,0.038461538461538436,-0.04487179487179482,0.04545454545454539,0.0454545454545454,0.08948306595365411,0.0,0.0789473684210526,0.1052631578947368,0.1578947368421052,0.031055900621118,0.0807453416149068,0.0993788819875776,0.19254658385093157,66.0,276.0,38.0,161.0,930.6429677020792,134.18767951393053,0.0,0.0769230769230769,0.1175019408963035,0.077278381709509,0.0524863881081478,0.0734809433514069,0.1001376463142927,0.1373110672099319,21.0,26.0,32.0,90.0,28.0,125.99999999999999,52.0,28.0,22.000000000000004,64.0,82.0,91.0,39.0,106.0,81.00000000000001,31.0,70.0,48.0,28.000000000000004,24.0,153.0,13.0,64.0,15.000000000000002,85.0,118.0,48.0,54.0,0.0,0.0
levi-leipheimer,2011,2.0,88.0,0.0434782608695652,0.0869565217391304,0.1594202898550724,0.1884057971014492,0.0427350427350427,0.1121794871794871,0.1591880341880341,0.2799145299145299,0.0,0.0,0.0,0.0,0.0681818181818181,0.1590909090909091,0.19318181818181812,0.3181818181818182,38.0,24.0,802.0,1060.0,33.66666666666667,879.3333333333333,38.0,15.000000000000002,21.45328719723184,0.0,-0.006231671554252206,0.0,0.0,0.0,0.006964809384164225,-0.00018328445747800172,-0.002199413489735956,0.0,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.0643776824034334,0.1545064377682403,0.2017167381974249,0.3390557939914163,69.0,936.0,7.000000000000001,233.0,8.386497083606082,157.00106156753634,0.0,0.0,0.0,0.0,0.0163709832497783,0.0074336928080750994,0.0135703358527747,0.0307434321384624,32.0,1.0,4.0,3.0,8.0,3.0,21.0,77.0,33.0,1.0,1.0,4.0,20.0,12.0,76.0,56.0,25.0,7.0,17.0,21.0,38.0,42.0,82.0,83.0,66.0,20.0,5.0,37.0,0.0,1.0
lieuwe-westra,2011,14.0,100.0,0.0285714285714285,0.0857142857142857,0.1571428571428571,0.2571428571428571,0.0158730158730158,0.0698412698412698,0.1015873015873015,0.1682539682539682,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.2857142857142857,0.01,0.08,0.08,0.1,271.0,101.0,216.0,496.0,195.3333333333333,325.00000000000006,29.0,5.999999999999999,21.62162162162162,-0.002747252747252682,-0.0062359550561796985,-0.002747252747252682,0.03296703296703285,0.06593406593406592,0.01752808988764043,0.01191011235955051,-0.006179775280898793,0.0434782608695652,0.0869565217391304,0.1304347826086956,0.217391304347826,0.0112359550561797,0.048689138576779,0.0636704119850187,0.10861423220973779,70.0,315.0,46.0,267.0,86.52359986346693,149.9433226255841,0.0429134597577288,0.018157317264424495,0.0430694013453811,0.0661501773513954,0.0112585914301682,0.0336004119933095,0.015362895693868398,0.0081506226531518,128.0,135.0,30.0,5.0,8.0,73.0,120.0,87.0,22.000000000000004,113.0,58.0,60.0,61.0,17.0,7.0,19.0,39.0,80.0,32.0,54.0,54.0,18.0,68.0,17.0,67.0,27.0,2.0,11.0,0.0,0.0
linus-gerdemann,2011,10.0,98.0,0.0240963855421686,0.0481927710843373,0.0843373493975903,0.1566265060240964,0.0214285714285714,0.0392857142857142,0.0714285714285714,0.1767857142857143,0.0,0.0,0.0,0.0,0.0204081632653061,0.0204081632653061,0.06122448979591829,0.1632653061224489,133.0,91.0,376.0,524.0,112.99999999999997,444.3333333333334,29.0,11.0,21.20099137030069,0.0,0.0031618281115261904,0.0,-0.05555555555555547,-0.05555555555555547,-0.010922678930727209,0.00948548433457887,0.025294624892210297,0.0333333333333333,0.0333333333333333,0.0666666666666666,0.0666666666666666,0.0166666666666666,0.025,0.0416666666666666,0.1333333333333333,83.0,560.0,30.0,240.0,21.07130750570548,74.64806315862009,0.0524863881081478,0.0524863881081478,0.0591865179503264,0.0591865179503264,0.003650964622642,0.0147800633885397,0.0237190815616005,0.0292077169811365,60.0,8.0,25.0,18.0,18.0,68.0,46.0,72.0,11.000000000000002,57.0,24.0,30.0,25.000000000000004,112.0,39.0,23.0,98.0,43.0,33.0,49.0,169.0,63.0,12.0,29.0,93.0,59.0,12.0,14.0,0.0,0.0
luca-mazzanti,2011,24.000000000000004,47.0,0.015432098765432,0.0802469135802469,0.1512345679012345,0.3333333333333333,0.0085106382978723,0.0326241134751773,0.0624113475177304,0.1276595744680851,0.0,0.0416666666666666,0.0416666666666666,0.0833333333333333,0.0,0.0212765957446808,0.0425531914893617,0.0851063829787234,230.0,330.0,246.0,178.0,279.6666666666667,210.33333333333326,37.0,16.0,22.145328719723185,0.0,0.0,0.0023148148148147696,0.0023148148148147696,-0.013888888888888784,0.010638297872340373,0.021276595744680767,0.02668017561634583,0.0,0.0277777777777777,0.0416666666666666,0.125,0.0053191489361702,0.0106382978723404,0.0212765957446808,0.05319148936170209,324.0,705.0,72.0,188.0,50.00333322222963,34.12232895529456,0.0,0.022837420658871503,0.0053047660562239,0.0556027766057769,0.0074019265280721004,0.0107126437281988,0.0214252874563977,0.0269971250250665,129.0,103.0,65.0,78.0,114.0,38.0,101.0,85.0,39.0,97.0,47.0,43.0,111.0,29.0,13.0,41.0,58.0,29.0,36.0,38.0,36.0,138.0,73.0,60.00000000000001,9.0,28.0,22.0,65.0,0.0,0.0
luca-paolini,2011,16.0,80.0,0.0458715596330275,0.1376146788990825,0.2155963302752293,0.3394495412844037,0.0157232704402515,0.080188679245283,0.1415094339622641,0.2515723270440251,0.0,0.125,0.25,0.375,0.0,0.0125,0.012499999999999999,0.1,79.0,162.0,537.0,355.00000000000006,98.66666666666671,512.6666666666664,34.0,13.0,21.79944510503369,-0.02777777777777768,-0.009259259259259201,-0.0763888888888889,-0.09722222222222221,-0.09027777777777768,-0.02152777777777769,-0.0493055555555555,-0.07962962962962958,0.0172413793103448,0.1379310344827586,0.2586206896551724,0.4482758620689655,0.0059171597633136,0.0414201183431952,0.0887573964497041,0.2071005917159763,218.00000000000003,636.0,58.0,169.0,56.1456439390745,147.01813947038417,0.0320750149549792,0.1197455292257181,0.1609753578769787,0.09453971229936171,0.0106916716516597,0.0367959723829427,0.1081726549374844,0.1363933867165729,108.00000000000001,53.0,134.0,78.0,10.0,40.0,74.0,34.0,71.99999999999999,38.0,83.0,22.0,122.0,57.0,2.0,23.0,11.0,18.0,9.999999999999998,20.0,115.99999999999999,17.0,109.0,2.0,10.0,34.0,4.0,9.0,0.0,0.0
luis-leon-sanchez,2011,12.000000000000002,96.0,0.0470588235294117,0.1294117647058823,0.1764705882352941,0.2352941176470588,0.0323574730354391,0.0816640986132511,0.1155624036979969,0.1818181818181818,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0104166666666666,0.0208333333333333,0.0208333333333333,0.09375,4.0,122.0,1718.0,426.99999999999994,49.33333333333336,1061.3333333333333,28.0,13.0,21.56190926275992,0.04166666666666663,-0.03375270562770559,-0.020833333333333315,-0.020833333333333315,-0.14583333333333326,-0.054518398268398216,-0.09997294372294369,-0.08948863636363631,0.09375,0.125,0.15625,0.25,0.040590405904059,0.092250922509225,0.1328413284132841,0.20664206642066424,85.0,649.0,32.0,271.0,63.571482075953945,645.7896974505968,0.0833333333333333,0.0416666666666666,0.0867360833110888,0.1577474540500076,0.0338081761682265,0.0637709694291246,0.10449429276020979,0.1012582842488083,57.0,31.0,52.0,60.0,28.0,49.0,27.0,14.0,56.0,44.0,9.0,29.0,55.0,1.0,55.0,45.0,32.0,44.0,36.0,6.0,144.0,107.0,66.0,28.0,68.0,45.0,19.0,23.0,0.0,0.0
maarten-tjallingii,2011,20.0,72.0,0.0,0.0078125,0.03125,0.1015625,0.0148619957537154,0.0424628450106157,0.0636942675159235,0.1464968152866242,0.0,0.05,0.05,0.1,0.0,0.0,0.013888888888888801,0.0555555555555555,261.0,219.0,221.99999999999997,271.00000000000006,233.66666666666657,250.6666666666665,34.0,13.0,22.917609778180175,0.0,0.0,0.025000000000000022,-0.0338235294117647,-0.03823529411764698,-0.021428571428571415,-0.028769841269841202,-0.043650793650793565,0.0,0.0169491525423728,0.0508474576271186,0.1016949152542373,0.0,0.019047619047619,0.0380952380952381,0.0952380952380952,128.0,471.0,58.99999999999999,210.0,23.692474191889147,25.540817005987368,0.0,0.0288675134594812,0.0590437055878962,0.0658130698044964,0.0,0.0217772478274594,0.0297690745225338,0.0441079713460497,99.0,96.00000000000001,98.0,54.0,72.0,84.0,128.0,23.0,11.000000000000002,116.0,8.0,34.0,138.0,91.0,3.0,28.0,17.0,35.0,45.0,38.0,120.0,36.0,14.0,15.000000000000002,58.0,38.00000000000001,67.0,44.0,0.0,0.0
maciej-paterski,2011,21.0,73.0,0.0,0.0967741935483871,0.1935483870967742,0.2580645161290322,0.0049019607843137,0.0245098039215686,0.0539215686274509,0.1176470588235294,0.0,0.0476190476190476,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,0.027397260273972605,521.0,289.0,102.0,199.0,588.3333333333334,112.0,25.0,5.0,21.10070528384784,0.0,0.0,-0.0074404761904761085,-0.05357142857142849,-0.08482142857142849,-0.018518518518518517,-0.07407407407407401,-0.1529680365296803,0.0,0.0444444444444444,0.1555555555555555,0.1777777777777777,0.0,0.0119760479041916,0.0359281437125748,0.0838323353293413,62.0,204.0,45.0,167.0,338.06705449264547,82.45604889879213,0.0,0.0326477830791752,0.125424449438723,0.156441209535136,0.0,0.018634352489547,0.078350937182184,0.1718352754116828,69.0,123.0,71.0,56.0,89.0,100.99999999999999,115.00000000000001,52.0,113.0,29.0,57.0,44.0,76.0,42.0,27.0,79.0,103.0,39.0,63.0,70.0,60.0,121.0,93.0,62.99999999999999,83.0,84.0,63.0,60.0,0.0,0.0
manuel-belletti,2011,14.0,65.0,0.0535714285714285,0.25,0.2678571428571428,0.3392857142857143,0.024793388429752004,0.1074380165289256,0.1570247933884297,0.2438016528925619,0.0,0.2142857142857142,0.2142857142857142,0.3571428571428571,0.06153846153846149,0.1538461538461538,0.23076923076923073,0.2923076923076923,109.0,126.0,428.0,420.0,150.33333333333337,369.9999999999999,26.0,9.0,23.51020408163265,0.0,0.03076923076923069,-0.029220779220779203,-0.029220779220779203,-0.00324675324675322,0.03247863247863237,0.07094017094017091,0.05726495726495718,0.0263157894736842,0.2368421052631578,0.2631578947368421,0.3421052631578947,0.029940119760479,0.1197604790419161,0.1676646706586826,0.23952095808383234,56.0,242.00000000000003,38.0,167.0,57.50072463311513,93.6162379077476,0.044411559168432695,0.0301319303333779,0.0471924448667525,0.0305975485483562,0.0317025084583492,0.0337833056696637,0.0709489609143546,0.0574062789222729,174.00000000000003,127.0,110.0,108.0,91.0,101.99999999999999,68.0,45.0,48.0,80.0,116.0,132.0,55.0,95.0,22.0,128.0,27.999999999999996,25.0,3.0,105.0,155.0,112.0,71.0,13.0,20.0,128.0,52.0,97.0,0.0,0.0
manuele-mori,2011,11.0,75.0,0.014388489208633,0.05035971223021579,0.1007194244604316,0.2517985611510791,0.0,0.0107296137339055,0.0257510729613733,0.11158798283261802,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.08,219.0,299.0,254.0,192.0,288.33333333333337,204.3333333333334,31.0,11.0,20.9572742022715,0.0,0.0,0.0,0.0,0.043290043290043156,0.0,0.0,0.006666666666666616,0.0,0.0,0.0,0.1063829787234042,0.0,0.0047846889952153,0.0095693779904306,0.0765550239234449,139.0,465.99999999999994,47.0,209.0,64.66323014923809,44.79211240088296,0.0,0.0,0.0,0.059961528450217,0.0,0.0078020306647246,0.015604061329449302,0.0080283026121354,68.0,31.0,106.0,16.0,55.0,87.00000000000001,79.0,23.0,49.0,92.0,51.0,15.0,72.0,68.0,6.0,74.0,54.0,41.0,32.0,9.0,34.0,35.0,57.0,20.0,63.0,13.0,35.0,49.0,0.0,0.0
marcel-kittel,2011,17.0,60.0,0.2391304347826087,0.3260869565217391,0.391304347826087,0.4565217391304347,0.1333333333333333,0.2102564102564102,0.2769230769230769,0.3333333333333333,0.1764705882352941,0.2941176470588235,0.2941176470588235,0.4117647058823529,0.2333333333333333,0.3,0.35,0.38333333333333336,753.0,30.0,58.0,994.0,429.00000000000006,384.66666666666674,23.0,7.0,23.20054323223178,0.0326797385620915,0.05,0.09150326797385622,-0.07516339869281041,-0.07189542483660127,0.04999999999999989,-0.008333333333333297,-0.058333333333333334,0.1666666666666666,0.3,0.4,0.5,0.1826923076923076,0.2788461538461538,0.3942307692307693,0.45192307692307687,46.00000000000001,195.0,30.0,104.0,367.2887147735416,528.1565424505629,0.0694844816022498,0.3290134557198847,0.2323040619770652,0.1697486203242417,0.0816959316346525,0.0795394908975717,0.164481135209355,0.1299819744465669,166.0,129.0,131.0,124.0,96.0,100.0,3.0000000000000004,2.0,85.0,115.0,106.0,129.0,5.0,59.0,63.0,3.0,77.0,1.0,7.000000000000001,6.0,9.0,3.0,84.00000000000001,80.0,134.0,79.0,63.0,94.0,0.0,1.0
marco-marcato,2011,24.000000000000004,71.0,0.0075187969924812,0.07518796992481201,0.1428571428571428,0.3082706766917293,0.0085714285714285,0.0714285714285714,0.1371428571428571,0.2628571428571428,0.0416666666666666,0.125,0.1666666666666666,0.3333333333333333,0.0,0.1126760563380281,0.2112676056338028,0.3380281690140845,35.0,29.0,867.0,999.0,65.3333333333333,750.3333333333335,27.0,7.0,22.12973972783723,0.02083333333333326,0.0,0.0625,0.011904761904761862,0.023809523809523836,0.014671361502347416,0.022300469483567977,0.010680751173708876,0.0175438596491228,0.1228070175438596,0.2280701754385964,0.4385964912280701,0.0,0.0927835051546391,0.1597938144329896,0.2783505154639175,133.0,350.0,57.0,194.0,57.81291666516518,323.19859735669235,0.0240562612162344,0.0817778898857248,0.0890933559222807,0.1562082461307914,0.0,0.0181950708516488,0.058529382728882896,0.0888313742979909,89.00000000000001,55.0,91.0,91.0,40.0,23.0,30.0,39.0,119.0,105.0,44.0,2.9999999999999996,15.0,33.0,20.0,61.0,24.0,40.0,26.0,18.0,40.0,59.0,26.000000000000004,43.0,11.0,36.0,8.0,7.0,0.0,0.0
