rider_name,year,Number_of_participated_one_day_races,Number_of_participated_multi_day_races,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,age,career year,win_ratio_slope,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,in_top20_next_year
robert-gesink,2012,8,87,0.0625,0.1,0.1375,0.3625,0.032986111,0.085069444,0.145833333,0.282986111,0,0,0,0.125,0.022988506,0.034482759,0.114942529,0.287356322,34,41,913,848,26,8,-0.111111111,0.003557745,-0.166666667,-0.166666667,-0.159722222,-0.030377668,-0.037766831,-0.022988506,0
robert-gesink,2013,12,95,0.065217391,0.108695652,0.152173913,0.358695652,0.028315946,0.074515648,0.131147541,0.262295082,0.083333333,0.166666667,0.25,0.333333333,0,0.010526316,0.042105263,0.136842105,41,41,848,827,27,9,0.041666667,-0.030769231,-0.016666667,0.025,-0.033333333,-0.056275304,-0.04048583,-0.070040486,0
robert-gesink,2014,1,54,0.064516129,0.107526882,0.150537634,0.35483871,0.026206897,0.068965517,0.126896552,0.266206897,0,0,0,0,0,0,0.074074074,0.314814815,41,183,827,306,28,10,0,-0.011494253,0,0,-0.0625,-0.017241379,-0.020434227,0.013729246,0
robert-gesink,2015,5,58,0.06122449,0.102040816,0.142857143,0.346938776,0.024265645,0.06385696,0.120051086,0.261813538,0,0,0,0.2,0,0,0.034482759,0.206896552,183,55,306,681,29,11,-0.041666667,0,-0.083333333,-0.125,-0.066666667,-0.005263158,-0.003811252,0.035027223,0
robert-gesink,2016,5,53,0.058252427,0.097087379,0.13592233,0.339805825,0.023923445,0.064593301,0.118421053,0.253588517,0,0,0,0.2,0.018867925,0.075471698,0.094339623,0.132075472,55,162,681,354,30,12,0,0.009433962,0,0,0.1,0.037735849,0.010132774,-0.091369672,0
robert-gesink,2017,4,55,0.056074766,0.102803738,0.140186916,0.336448598,0.022446689,0.061728395,0.11335578,0.245791246,0,0.25,0.25,0.25,0,0.018181818,0.036363636,0.127272727,162,163,354,353,31,13,0,0,0.125,0.125,0.025,0.009090909,0.000940439,-0.039811912,0
robert-gesink,2018,10,68,0.051282051,0.094017094,0.128205128,0.324786325,0.020855057,0.059436913,0.107403545,0.233576642,0,0,0,0.2,0,0.029411765,0.029411765,0.073529412,163,140,353,420,32,14,0,-0.009433962,0,0,0,-0.023029967,-0.032463929,-0.02927303,0
robert-gesink,2019,8,45,0.048,0.088,0.12,0.312,0.019920319,0.057768924,0.104581673,0.225099602,0,0,0,0.125,0,0.022222222,0.044444444,0.044444444,140,305,420,210,33,15,0,0,-0.125,-0.125,-0.0625,0.002020202,0.004040404,-0.041414141,0
robert-gesink,2020,0,61,0.048,0.088,0.12,0.312,0.018779343,0.054460094,0.098591549,0.212206573,0,0,0,0,0,0,0,0,305,407,210,74,34,16,0,0,0,0,-0.1,-0.014705882,-0.014705882,-0.036764706,0
robert-hunter,2007,13,79,0.030612245,0.081632653,0.102040816,0.173469388,0.047169811,0.106918239,0.157232704,0.231132075,0,0.076923077,0.153846154,0.307692308,0.088607595,0.202531646,0.253164557,0.303797468,412,31,142,906,30,10,-0.0625,0.019713634,-0.024038462,0.014423077,0.028846154,0.035692052,0.020024901,0.037144636,0
robert-hunter,2008,15,74,0.044247788,0.088495575,0.115044248,0.17699115,0.043661972,0.102816901,0.152112676,0.228169014,0.133333333,0.133333333,0.2,0.2,0.013513514,0.067567568,0.108108108,0.202702703,31,241,906,259,31,11,0.028205128,0.006756757,-0.01025641,0.023076923,0.023076923,0.017910768,0.006435006,0.02992278,0
robert-hunter,2009,7,58,0.05,0.108333333,0.133333333,0.191666667,0.04296875,0.1015625,0.149739583,0.2265625,0.142857143,0.428571429,0.428571429,0.428571429,0.034482759,0.086206897,0.120689655,0.206896552,241,205,259,270,32,12,0.071428571,-0.027062418,0.175824176,0.137362637,0.06043956,-0.058162375,-0.066237451,-0.048450458,0
robert-hunter,2010,4,71,0.048387097,0.10483871,0.129032258,0.185483871,0.041716329,0.096543504,0.144219309,0.222884386,0,0,0,0,0.028169014,0.042253521,0.084507042,0.183098592,205,259,270,223,33,13,-0.066666667,0.00732775,-0.066666667,-0.1,-0.1,-0.012657023,-0.011800533,-0.009802056,0
robert-hunter,2011,15,74,0.050359712,0.100719424,0.136690647,0.194244604,0.039430449,0.090909091,0.136911281,0.211391019,0.066666667,0.066666667,0.2,0.266666667,0.013513514,0.027027027,0.054054054,0.081081081,259,247,223,240,34,14,-0.038095238,-0.010484623,-0.180952381,-0.114285714,-0.080952381,-0.029589935,-0.033317801,-0.062907735,0
robert-hunter,2012,7,71,0.054794521,0.102739726,0.143835616,0.198630137,0.038617886,0.087398374,0.132113821,0.201219512,0.142857143,0.142857143,0.285714286,0.285714286,0.028169014,0.042253521,0.070422535,0.070422535,247,360,240,169,35,15,0.071428571,0,0.071428571,0.142857143,0.142857143,0,-0.007042254,-0.056338028,0
robert-kiserlovski,2009,10,36,0.022727273,0.068181818,0.090909091,0.136363636,0.022346369,0.061452514,0.139664804,0.25698324,0,0,0,0.1,0,0,0.083333333,0.166666667,540,412,107,133,23,6,-0.071428571,-0.029411765,-0.071428571,-0.071428571,-0.021428571,-0.029411765,-0.017156863,-0.034313725,0
robert-kiserlovski,2010,5,62,0.040816327,0.081632653,0.102040816,0.142857143,0.020746888,0.058091286,0.116182573,0.228215768,0.2,0.2,0.2,0.2,0.016129032,0.048387097,0.048387097,0.14516129,412,126,133,398,24,7,0.1,-0.004435484,0.1,0.1,0.0375,-0.013306452,-0.063306452,-0.052419355,0
robert-kiserlovski,2011,6,82,0.036363636,0.072727273,0.090909091,0.145454545,0.015479876,0.043343653,0.092879257,0.204334365,0,0,0,0.166666667,0,0,0.024390244,0.134146341,126,224,398,267,25,8,0,0,0,0,0.033333333,0,-0.029471545,-0.016260163,0
robert-kiserlovski,2012,6,54,0.032786885,0.081967213,0.114754098,0.180327869,0.013262599,0.039787798,0.095490716,0.209549072,0,0.166666667,0.333333333,0.5,0,0.018518519,0.111111111,0.240740741,224,96,267,526,26,9,-0.1,-0.008064516,-0.016666667,0.066666667,0.15,-0.014934289,0.031362007,0.047789725,0
robert-kiserlovski,2013,1,94,0.048387097,0.096774194,0.129032258,0.193548387,0.010615711,0.038216561,0.082802548,0.18895966,1,1,1,1,0,0.031914894,0.031914894,0.106382979,96,113,526,441,27,10,0.5,0,0.5,0.5,0.416666667,0.015957447,0.003762325,-0.013881681,0
robert-kiserlovski,2014,4,51,0.045454545,0.090909091,0.136363636,0.196969697,0.009578544,0.036398467,0.076628352,0.183908046,0,0,0.25,0.25,0,0.019607843,0.019607843,0.137254902,113,116,441,435,28,11,0,0,-0.083333333,-0.041666667,-0.125,0.000544662,-0.045751634,-0.051742919,0
robert-kiserlovski,2015,7,72,0.04109589,0.082191781,0.123287671,0.178082192,0.008417508,0.031986532,0.067340067,0.163299663,0,0,0,0,0,0,0,0.013888889,116,319,435,205,29,12,-0.5,0,-0.5,-0.5,-0.5,-0.015957447,-0.015957447,-0.046247045,0
roger-hammond,2007,18,79,0.027777778,0.105555556,0.161111111,0.261111111,0.01119403,0.037313433,0.070895522,0.141791045,0,0.055555556,0.111111111,0.277777778,0,0.025316456,0.037974684,0.113924051,356,129,165,407,33,11,0,-0.005747126,-0.027777778,-0.055555556,0.027777778,-0.004583151,0.001745962,0.022479267,0
roger-hammond,2008,20,67,0.025,0.095,0.145,0.245,0.009950249,0.033167496,0.064676617,0.149253731,0,0,0,0.1,0,0,0.014925373,0.208955224,129,354,407,171,34,12,0,-0.007936508,-0.045454545,-0.045454545,-0.040909091,-0.023809524,-0.032219853,0.040985548,0
roger-hammond,2009,15,78,0.023255814,0.088372093,0.144186047,0.237209302,0.010279001,0.041116006,0.069016153,0.154185022,0,0,0.133333333,0.133333333,0.012820513,0.102564103,0.102564103,0.192307692,354,88,171,501,35,13,0,0.006410256,-0.027777778,0.011111111,-0.072222222,0.038623823,0.03229471,0.039191821,0
roger-hammond,2010,11,64,0.022123894,0.084070796,0.14159292,0.234513274,0.009395973,0.038926174,0.067114094,0.147651007,0,0,0.090909091,0.181818182,0,0.015625,0.046875,0.078125,88,219,501,254,36,14,0,0,0,0.045454545,0.040909091,0.0078125,0.015974813,-0.065415112,0
rohan-dennis,2012,8,35,0.178571429,0.25,0.357142857,0.535714286,0.045112782,0.082706767,0.142857143,0.218045113,0.5,0.75,0.875,0.875,0.142857143,0.171428571,0.314285714,0.428571429,1710,247,10,246,22,5,0.178571429,0.054761905,0.303571429,0.294642857,0.151785714,0.019047619,0.057142857,0.064285714,0
rohan-dennis,2013,7,79,0.142857143,0.228571429,0.314285714,0.457142857,0.047169811,0.089622642,0.136792453,0.202830189,0,0.142857143,0.142857143,0.142857143,0.050632911,0.101265823,0.126582278,0.17721519,247,170,246,329,23,6,0,0.025316456,0.071428571,-0.011904762,-0.095238095,0.039763346,0.052421574,0.055998899,0
rohan-dennis,2014,7,91,0.119047619,0.214285714,0.30952381,0.428571429,0.04290429,0.099009901,0.135313531,0.204620462,0,0.142857143,0.285714286,0.285714286,0.032967033,0.120879121,0.131868132,0.208791209,170,74,329,586,24,7,-0.25,-0.054945055,-0.303571429,-0.294642857,-0.294642857,-0.025274725,-0.091208791,-0.10989011,0
rohan-dennis,2015,7,85,0.102040816,0.204081633,0.285714286,0.408163265,0.06185567,0.12371134,0.157216495,0.219072165,0,0.142857143,0.142857143,0.285714286,0.129411765,0.211764706,0.235294118,0.270588235,74,30,586,1011,25,8,0,0.039389427,0,0,0.071428571,0.055249442,0.05435592,0.046686523,0
rohan-dennis,2016,8,71,0.105263158,0.192982456,0.280701754,0.403508772,0.061002179,0.130718954,0.163398693,0.226579521,0.125,0.125,0.25,0.375,0.056338028,0.169014085,0.197183099,0.267605634,30,51,1011,763,26,9,0.0625,0.011685498,-0.008928571,-0.017857143,0.044642857,0.024067482,0.032657483,0.029407213,0
rohan-dennis,2017,3,72,0.116666667,0.2,0.283333333,0.416666667,0.069679849,0.139359699,0.171374765,0.237288136,0.333333333,0.333333333,0.333333333,0.666666667,0.125,0.194444444,0.222222222,0.305555556,51,49,763,874,27,10,0.166666667,-0.002205882,0.095238095,0.095238095,0.19047619,-0.008660131,-0.006535948,0.01748366,0
rohan-dennis,2018,6,83,0.136363636,0.212121212,0.287878788,0.409090909,0.070032573,0.133550489,0.16286645,0.232899023,0.333333333,0.333333333,0.333333333,0.333333333,0.072289157,0.096385542,0.108433735,0.204819277,49,31,874,1051,28,11,0.104166667,0.007975564,0.104166667,0.041666667,-0.020833333,-0.036314271,-0.044374682,-0.031393178,0
rohan-dennis,2019,3,63,0.144927536,0.231884058,0.304347826,0.420289855,0.064992614,0.131462334,0.161004431,0.231905465,0.333333333,0.666666667,0.666666667,0.666666667,0.015873016,0.111111111,0.142857143,0.222222222,31,64,1051,773,29,12,0,-0.054563492,0.166666667,0.166666667,0,-0.041666667,-0.03968254,-0.041666667,0
rohan-dennis,2020,2,55,0.14084507,0.23943662,0.323943662,0.436619718,0.06010929,0.128415301,0.159836066,0.228142077,0,0.5,1,1,0,0.090909091,0.145454545,0.181818182,64,68,773,452,30,13,-0.166666667,-0.036144578,0.083333333,0.333333333,0.333333333,-0.002738226,0.018510405,-0.011500548,0
romain-bardet,2012,18,68,0,0.024390244,0.048780488,0.12195122,0.027972028,0.111888112,0.181818182,0.335664336,0,0,0,0,0,0.014705882,0.088235294,0.191176471,602,263,88,233,22,4,0,-0.017857143,0,0,-0.111111111,-0.046218487,-0.009453782,-0.06512605,0
romain-bardet,2013,14,94,0,0.036363636,0.054545455,0.109090909,0.029535865,0.105485232,0.181434599,0.303797468,0,0.071428571,0.071428571,0.071428571,0.031914894,0.095744681,0.180851064,0.255319149,263,49,233,743,23,5,0,-0.0281602,-0.064285714,-0.064285714,-0.164285714,-0.069774718,-0.071339174,-0.137046308,1
romain-bardet,2014,16,81,0.014084507,0.042253521,0.084507042,0.169014085,0.025157233,0.103773585,0.185534591,0.317610063,0.0625,0.0625,0.1875,0.375,0.012345679,0.098765432,0.197530864,0.358024691,49,19,743,1262,24,6,0.03125,0.00617284,0.03125,0.09375,0.1875,0.042029775,0.054647785,0.08342411,0
romain-bardet,2015,16,78,0.011494253,0.045977011,0.08045977,0.172413793,0.025252525,0.108585859,0.189393939,0.323232323,0,0.0625,0.0625,0.1875,0.025641026,0.128205128,0.205128205,0.346153846,19,23,1262,1102,25,7,0,-0.003136934,-0.004464286,-0.004464286,0.058035714,0.016230224,0.012138571,0.045417349,1
romain-bardet,2016,13,76,0.01,0.05,0.1,0.21,0.023305085,0.11440678,0.190677966,0.334745763,0,0.076923077,0.230769231,0.461538462,0.013157895,0.144736842,0.197368421,0.394736842,23,7,1102,1641,26,8,-0.03125,0.000406108,0.007211538,0.021634615,0.043269231,0.022985705,-8.12E-05,0.018356075,0
romain-bardet,2017,2,91,0.009803922,0.049019608,0.098039216,0.215686275,0.021314387,0.103019538,0.179396092,0.325044405,0,0,0,0.5,0.010989011,0.043956044,0.120879121,0.274725275,7,25,1641,1304,27,9,0,-0.007326007,-0.03125,-0.03125,0.15625,-0.042124542,-0.042124542,-0.035714286,1
romain-bardet,2018,17,59,0.016806723,0.092436975,0.134453782,0.268907563,0.019292605,0.099678457,0.172025723,0.321543408,0.058823529,0.352941176,0.352941176,0.588235294,0,0.06779661,0.101694915,0.288135593,25,10,1304,1618,28,10,0.029411765,-0.006578947,0.13800905,0.061085973,0.063348416,-0.038470116,-0.047836753,-0.053300624,0
romain-bardet,2019,8,58,0.015748031,0.094488189,0.141732283,0.283464567,0.019117647,0.1,0.167647059,0.308823529,0,0.125,0.25,0.5,0.017241379,0.103448276,0.120689655,0.172413793,10,59,1618,810,29,11,0,0.003126184,0.0625,0.125,0,0.029746116,-9.47E-05,-0.051155741,0
romain-bardet,2020,5,50,0.015151515,0.090909091,0.136363636,0.287878788,0.017808219,0.094520548,0.157534247,0.305479452,0,0,0,0.4,0,0.02,0.02,0.26,59,109,810,328,30,12,-0.029411765,0,-0.176470588,-0.176470588,-0.094117647,-0.023898305,-0.040847458,-0.014067797,0
romain-feillu,2007,20,76,0.058823529,0.147058824,0.235294118,0.323529412,0.019354839,0.064516129,0.141935484,0.296774194,0.1,0.1,0.2,0.3,0.026315789,0.078947368,0.157894737,0.368421053,521,59,108,647,23,5,0.05,0.013157895,0.05,0.1,0.025,0.039473684,0.078947368,0.145748988,0
romain-feillu,2008,7,46,0.073170732,0.170731707,0.243902439,0.341463415,0.014925373,0.07960199,0.154228856,0.293532338,0.142857143,0.285714286,0.285714286,0.428571429,0,0.130434783,0.195652174,0.282608696,59,141,647,388,24,6,0.071428571,-0.011363636,-0.023809524,-0.107142857,-0.035714286,0.019762846,-0.015810277,-0.040513834,0
romain-feillu,2009,27,56,0.058823529,0.161764706,0.235294118,0.367647059,0.019455253,0.097276265,0.171206226,0.307392996,0.037037037,0.148148148,0.222222222,0.407407407,0.035714286,0.160714286,0.232142857,0.357142857,141,46,388,722,25,7,-0.031481481,0.004699248,0.024074074,0.011111111,0.053703704,0.040883459,0.03712406,-0.005639098,0
romain-feillu,2010,24,60,0.054347826,0.173913043,0.25,0.391304348,0.022082019,0.097791798,0.160883281,0.29022082,0.041666667,0.208333333,0.291666667,0.458333333,0.033333333,0.1,0.116666667,0.216666667,46,47,722,720,26,8,-0.050595238,0.016666667,-0.038690476,0.00297619,0.014880952,-0.015217391,-0.039492754,-0.032971014,0
romain-feillu,2011,22,68,0.052631579,0.166666667,0.228070175,0.385964912,0.036363636,0.114285714,0.192207792,0.335064935,0.045454545,0.136363636,0.136363636,0.363636364,0.102941176,0.191176471,0.338235294,0.544117647,47,25,720,1046,27,9,0.004208754,0.033613445,-0.005892256,-0.042929293,-0.021885522,0.015231092,0.053046218,0.093487395,0
romain-feillu,2012,19,56,0.045112782,0.157894737,0.22556391,0.398496241,0.031746032,0.102040816,0.176870748,0.319727891,0,0.105263158,0.210526316,0.473684211,0,0.017857143,0.071428571,0.214285714,25,190,1046,323,28,10,-0.020833333,-0.016666667,-0.051535088,-0.040570175,0.007675439,-0.041071429,-0.022619048,-0.001190476,0
romain-feillu,2013,20,61,0.039215686,0.14379085,0.202614379,0.379084967,0.027888446,0.093625498,0.163346614,0.300796813,0,0.05,0.05,0.25,0,0.032786885,0.06557377,0.163934426,190,308,323,191,29,11,-0.022727273,-0.051470588,-0.043181818,-0.043181818,-0.056818182,-0.079194793,-0.136330762,-0.19009161,0
romain-feillu,2014,23,81,0.034090909,0.130681818,0.181818182,0.340909091,0.025728988,0.089193825,0.154373928,0.300171527,0,0.043478261,0.043478261,0.086956522,0.012345679,0.061728395,0.098765432,0.296296296,308,185,191,304,30,12,0,0.00617284,-0.030892449,-0.083524027,-0.193363844,0.021935626,0.01366843,0.041005291,0
romain-feillu,2015,27,46,0.034482759,0.118226601,0.167487685,0.320197044,0.023847377,0.084260731,0.151033386,0.289348172,0.037037037,0.037037037,0.074074074,0.185185185,0,0.02173913,0.108695652,0.152173913,185,322,304,202,31,13,0.018518519,0,-0.006481481,0.012037037,-0.032407407,-0.005523877,0.021560941,-0.005880257,0
romain-feillu,2016,19,56,0.031531532,0.117117117,0.175675676,0.328828829,0.02189781,0.084671533,0.151824818,0.291970803,0,0.105263158,0.263157895,0.421052632,0,0.089285714,0.160714286,0.321428571,322,180,202,326,32,14,0,-0.00617284,0.030892449,0.109839817,0.167048055,0.01377866,0.030974427,0.012566138,0
roman-kreuziger,2007,14,83,0.051282051,0.076923077,0.102564103,0.282051282,0.074074074,0.135802469,0.197530864,0.271604938,0.071428571,0.071428571,0.071428571,0.071428571,0.012048193,0.060240964,0.084337349,0.144578313,606,102,92,474,21,4,0.035714286,-0.049531459,0.035714286,0.035714286,-0.089285714,-0.136546185,-0.235609103,-0.316599732,0
roman-kreuziger,2008,10,73,0.040816327,0.06122449,0.081632653,0.265306122,0.068085106,0.123404255,0.195744681,0.293617021,0,0,0,0.2,0.054794521,0.095890411,0.191780822,0.342465753,102,32,474,949,22,5,0,0.02739726,0,-0.03125,-0.05625,0.047945205,0.073163138,0.137141968,1
roman-kreuziger,2009,11,89,0.05,0.066666667,0.083333333,0.233333333,0.055555556,0.114197531,0.182098765,0.287037037,0.090909091,0.090909091,0.090909091,0.090909091,0.02247191,0.08988764,0.146067416,0.269662921,32,12,949,1270,23,6,0.00974026,0.005211859,0.00974026,0.00974026,0.00974026,0.014823338,0.030865033,0.062542304,0
roman-kreuziger,2010,7,88,0.044776119,0.059701493,0.089552239,0.223880597,0.048543689,0.106796117,0.162621359,0.27184466,0,0,0.142857143,0.142857143,0.022727273,0.079545455,0.090909091,0.215909091,12,26,1270,952,24,7,0,-0.016033624,0,0.071428571,-0.028571429,-0.008172478,-0.050435866,-0.063278331,0
roman-kreuziger,2011,2,75,0.043478261,0.057971014,0.101449275,0.231884058,0.045174538,0.09650924,0.154004107,0.260780287,0,0,0.5,0.5,0.026666667,0.04,0.106666667,0.2,26,66,952,592,25,8,-0.045454545,0.002097378,-0.045454545,0.204545455,0.204545455,-0.02494382,-0.019700375,-0.034831461,0
roman-kreuziger,2012,6,76,0.04,0.066666667,0.106666667,0.253333333,0.040852575,0.097690941,0.154529307,0.26642984,0,0.166666667,0.166666667,0.5,0.013157895,0.105263158,0.157894737,0.302631579,66,39,592,859,26,9,0,-0.004784689,0.083333333,0.011904762,0.178571429,0.012858852,0.033492823,0.043361244,0
roman-kreuziger,2013,5,78,0.05,0.0875,0.125,0.275,0.035881435,0.088923557,0.145085803,0.262090484,0.2,0.4,0.4,0.6,0,0.025641026,0.076923077,0.230769231,39,24,859,1095,27,10,0.1,-0.013333333,0.2,-0.05,0.05,-0.007179487,-0.014871795,0.015384615,0
roman-kreuziger,2014,9,38,0.04494382,0.078651685,0.123595506,0.280898876,0.033873343,0.086892489,0.142857143,0.265095729,0,0,0.111111111,0.333333333,0,0.052631579,0.105263158,0.315789474,24,76,1095,583,28,11,0,-0.006578947,-0.083333333,-0.027777778,-0.083333333,-0.026315789,-0.026315789,0.006578947,0
roman-kreuziger,2015,10,72,0.04040404,0.070707071,0.121212121,0.272727273,0.03195739,0.081225033,0.13448735,0.249001332,0,0,0.1,0.2,0.013888889,0.027777778,0.055555556,0.097222222,76,81,583,568,29,12,-0.1,0.006944444,-0.2,-0.15,-0.2,0.001068376,-0.010683761,-0.066773504,0
roman-kreuziger,2016,12,56,0.045045045,0.072072072,0.117117117,0.261261261,0.029739777,0.0755886,0.128872367,0.24039653,0.083333333,0.083333333,0.083333333,0.166666667,0,0,0.053571429,0.125,81,77,568,602,30,13,0.041666667,0,0.041666667,-0.013888889,-0.083333333,-0.026315789,-0.025845865,-0.095394737,0
roman-kreuziger,2017,14,59,0.048,0.072,0.12,0.248,0.027713626,0.070438799,0.122401848,0.226327945,0.071428571,0.071428571,0.142857143,0.142857143,0,0,0.033898305,0.033898305,77,203,602,292,31,14,0.035714286,-0.006944444,0.035714286,0.021428571,-0.028571429,-0.013888889,-0.010828625,-0.031661959,0
roman-kreuziger,2018,14,61,0.043165468,0.071942446,0.122302158,0.251798561,0.025889968,0.065803668,0.115426106,0.21574973,0,0.071428571,0.142857143,0.285714286,0,0,0.016393443,0.06557377,203,89,292,571,32,15,-0.041666667,0,-0.005952381,0.029761905,0.05952381,0,-0.018588993,-0.029713115,0
roman-kreuziger,2019,15,55,0.038961039,0.064935065,0.11038961,0.227272727,0.024439919,0.062118126,0.108961303,0.204684318,0,0,0,0,0,0,0,0.018181818,89,261,571,248,33,16,-0.035714286,0,-0.035714286,-0.071428571,-0.071428571,0,-0.016949153,-0.007858243,0
roman-kreuziger,2020,6,47,0.0375,0.0625,0.10625,0.21875,0.023323615,0.059280855,0.103984451,0.195335277,0,0,0,0,0,0,0,0,261,475,248,58,34,17,0,0,-0.035714286,-0.071428571,-0.142857143,0,-0.008196721,-0.032786885,0
ruben-plaza,2007,6,18,0.066666667,0.133333333,0.2,0.233333333,0.040441176,0.073529412,0.117647059,0.213235294,0,0,0,0,0.055555556,0.222222222,0.388888889,0.611111111,193,208,284,279,27,10,0,-0.012222222,-0.071428571,-0.214285714,-0.214285714,0.051111111,0.107777778,0.172222222,0
ruben-plaza,2008,3,51,0.063492063,0.142857143,0.206349206,0.238095238,0.043343653,0.086687307,0.123839009,0.226006192,0,0.333333333,0.333333333,0.333333333,0.058823529,0.156862745,0.156862745,0.294117647,208,176,279,332,28,11,-0.166666667,-0.007625272,-0.166666667,-0.166666667,-0.333333333,-0.01416122,-0.069716776,-0.075163399,0
ruben-plaza,2009,4,47,0.074626866,0.164179104,0.223880597,0.253731343,0.048648649,0.105405405,0.145945946,0.251351351,0.25,0.5,0.5,0.5,0.085106383,0.234042553,0.29787234,0.425531915,176,121,332,424,29,12,0.125,0.014775414,0.25,0.25,0.25,0.005910165,-0.045508274,-0.092789598,0
ruben-plaza,2010,9,69,0.065789474,0.157894737,0.210526316,0.25,0.041002278,0.091116173,0.125284738,0.223234624,0,0.111111111,0.111111111,0.222222222,0,0.014492754,0.014492754,0.072463768,121,105,424,435,30,13,0,-0.029411765,-0.111111111,-0.111111111,-0.055555556,-0.071184996,-0.071184996,-0.110826939,0
ruben-plaza,2013,9,83,0.050505051,0.131313131,0.181818182,0.212121212,0.031545741,0.066246057,0.093059937,0.1829653,0,0.111111111,0.222222222,0.222222222,0.024096386,0.024096386,0.036144578,0.144578313,598,226,93,260,33,16,0,0.012048193,0.055555556,0.111111111,0.111111111,0.012048193,0.018072289,0.072289157,0
ruben-plaza,2015,3,93,0.045045045,0.117117117,0.162162162,0.189189189,0.027603513,0.056461731,0.080301129,0.158092848,0,0,0,0,0.021505376,0.032258065,0.043010753,0.086021505,541,152,100,375,35,18,0,-0.001295505,-0.055555556,-0.111111111,-0.111111111,0.004080839,0.003433087,-0.029278404,0
ruben-plaza,2018,8,70,0.036231884,0.094202899,0.130434783,0.166666667,0.024489796,0.05,0.070408163,0.134693878,0,0,0,0.125,0.028571429,0.057142857,0.057142857,0.071428571,1009,314,42,211,38,21,0,0.014285714,0,0,0.017045455,0.028571429,0.028571429,0.035714286,0
ruggero-marzoli,2009,17,66,0.007575758,0.090909091,0.151515152,0.28030303,0.028571429,0.068571429,0.1,0.205714286,0,0,0,0,0,0,0,0,0,437,0,122,33,12,,,,,,,,,0
rui-costa,2008,3,59,0,0,0.076923077,0.153846154,0.028571429,0.114285714,0.180952381,0.342857143,0,0,0.333333333,0.666666667,0,0,0,0,978,351,40,173,22,5,0,,0,0.166666667,0.333333333,,,,0
rui-costa,2009,13,48,0,0.038461538,0.076923077,0.115384615,0.032679739,0.111111111,0.156862745,0.294117647,0,0.076923077,0.076923077,0.076923077,0.041666667,0.104166667,0.104166667,0.1875,351,136,173,376,23,6,0,0.009963768,0.038461538,0.038461538,0.038461538,0.030344203,0.019474638,-0.014945652,0
rui-costa,2010,8,57,0.058823529,0.088235294,0.117647059,0.147058824,0.028571429,0.095238095,0.128571429,0.252380952,0.25,0.25,0.25,0.25,0.01754386,0.052631579,0.052631579,0.140350877,136,150,376,336,24,7,0.125,-0.008177223,0.125,-0.041666667,-0.208333333,-0.058429973,-0.109277431,-0.150163544,0
rui-costa,2011,11,58,0.066666667,0.088888889,0.111111111,0.133333333,0.029850746,0.093283582,0.134328358,0.235074627,0.090909091,0.090909091,0.090909091,0.090909091,0.034482759,0.086206897,0.155172414,0.172413793,150,51,336,700,25,8,0.045454545,-0.003591954,0.006993007,0.006993007,0.006993007,-0.008979885,0.025502874,-0.007543103,1
rui-costa,2012,16,83,0.049180328,0.114754098,0.147540984,0.180327869,0.028490028,0.085470085,0.128205128,0.236467236,0,0.1875,0.25,0.3125,0.024096386,0.060240964,0.108433735,0.240963855,51,12,700,1437,26,9,-0.125,0.003276263,-0.03125,0,0.03125,0.003804692,0.027901078,0.050306489,1
rui-costa,2013,17,70,0.076923077,0.128205128,0.179487179,0.230769231,0.035629454,0.09263658,0.147268409,0.249406176,0.176470588,0.176470588,0.294117647,0.411764706,0.071428571,0.128571429,0.242857143,0.314285714,12,7,1437,1786,27,10,0.042780749,0.018472906,0.042780749,0.101604278,0.160427807,0.021182266,0.043842365,0.070935961,1
rui-costa,2014,13,74,0.065934066,0.142857143,0.186813187,0.230769231,0.036363636,0.109090909,0.161616162,0.262626263,0,0.230769231,0.230769231,0.230769231,0.040540541,0.202702703,0.243243243,0.337837838,7,10,1786,1410,28,11,0,0.008222077,0.021634615,-0.009615385,-0.040865385,0.071230869,0.067404754,0.048436991,0
rui-costa,2015,12,56,0.067961165,0.145631068,0.203883495,0.262135922,0.034482759,0.10707804,0.159709619,0.270417423,0.083333333,0.166666667,0.333333333,0.5,0.017857143,0.089285714,0.142857143,0.339285714,10,26,1410,1042,29,12,-0.046568627,-0.026785714,-0.004901961,0.019607843,0.044117647,-0.019642857,-0.05,0.0125,0
rui-costa,2016,15,75,0.059322034,0.13559322,0.186440678,0.262711864,0.030351438,0.099041534,0.153354633,0.277955272,0,0.066666667,0.066666667,0.266666667,0,0.04,0.106666667,0.333333333,26,27,1042,1088,30,13,0,-0.02027027,-0.082051282,-0.082051282,0.017948718,-0.081351351,-0.068288288,-0.002252252,0
