rider_name,year,Number_of_participated_one_day_races,Number_of_participated_multi_day_races,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,age,career year,win_ratio_slope,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,in_top20_next_year
dan-martin,2013,8,89,0.076923077,0.166666667,0.217948718,0.294871795,0.026070764,0.068901304,0.106145251,0.204841713,0.125,0.125,0.375,0.375,0.033707865,0.056179775,0.08988764,0.179775281,44,15,809,1352,27,10,0.017045455,0.00480574,-0.119318182,0.005681818,0.005681818,-0.020102883,-0.02132124,-0.018546094,0
dan-martin,2014,9,66,0.08045977,0.172413793,0.218390805,0.298850575,0.024875622,0.072968491,0.111111111,0.217247098,0.111111111,0.222222222,0.222222222,0.333333333,0.015151515,0.106060606,0.151515152,0.318181818,15,23,1352,1173,28,11,0.055555556,0.000329381,0.075396825,0.03968254,0.05952381,0.038537549,0.046772069,0.072134387,0
dan-martin,2015,9,67,0.072916667,0.15625,0.197916667,0.28125,0.02238806,0.071641791,0.110447761,0.214925373,0,0,0,0.111111111,0,0.059701493,0.104477612,0.194029851,23,69,1173,618,29,12,-0.0625,-0.016853933,-0.0625,-0.1875,-0.131944444,0.001760859,0.007294986,0.007127285,0
dan-martin,2016,6,74,0.068627451,0.156862745,0.196078431,0.274509804,0.022849462,0.075268817,0.116935484,0.220430108,0,0.166666667,0.166666667,0.166666667,0.027027027,0.108108108,0.175675676,0.27027027,69,24,618,1125,30,13,-0.055555556,0.005937756,-0.027777778,-0.027777778,-0.083333333,0.001023751,0.012080262,-0.023955774,1
dan-martin,2017,6,79,0.064814815,0.166666667,0.203703704,0.277777778,0.021871203,0.078979344,0.12272175,0.238153098,0,0.333333333,0.333333333,0.333333333,0.012658228,0.113924051,0.17721519,0.405063291,24,11,1125,1579,31,14,0,0.006329114,0.166666667,0.166666667,0.111111111,0.027111279,0.036368789,0.10551672,0
dan-martin,2018,7,77,0.060869565,0.156521739,0.191304348,0.269565217,0.022222222,0.078888889,0.123333333,0.24,0,0,0,0.142857143,0.025974026,0.077922078,0.12987013,0.25974026,11,35,1579,997,32,15,0,-0.000526501,-0.083333333,-0.083333333,-0.011904762,-0.015093015,-0.022902773,-0.005265005,0
dan-martin,2019,12,74,0.05511811,0.141732283,0.181102362,0.251968504,0.020533881,0.075975359,0.122176591,0.23613963,0,0,0.083333333,0.083333333,0,0.040540541,0.108108108,0.189189189,35,67,997,745,33,16,0,-0.006329114,-0.166666667,-0.125,-0.125,-0.036691755,-0.034553541,-0.107937051,0
dan-martin,2020,2,69,0.054263566,0.139534884,0.186046512,0.255813953,0.020134228,0.077660594,0.125599233,0.239693193,0,0,0.5,0.5,0.014492754,0.101449275,0.173913043,0.289855072,67,26,745,787,34,17,0,-0.005740636,0,0.25,0.178571429,0.011763599,0.022021457,0.015057406,0
daniel-felipe-martinez,2017,15,73,0.06122449,0.081632653,0.081632653,0.12244898,0.015151515,0.035353535,0.070707071,0.141414141,0,0,0,0.133333333,0.01369863,0.02739726,0.082191781,0.164383562,659,267,81,239,21,4,0,-0.009544128,0,0,0.066666667,-0.010891534,0.000112284,0.008421289,0
daniel-felipe-martinez,2018,11,71,0.05,0.083333333,0.083333333,0.116666667,0.014869888,0.05204461,0.092936803,0.182156134,0,0.090909091,0.090909091,0.090909091,0.014084507,0.098591549,0.154929577,0.295774648,267,109,239,504,22,5,0,0.007042254,0.045454545,0.045454545,0.045454545,0.032346622,0.05204106,0.08856529,0
daniel-felipe-martinez,2019,6,76,0.075757576,0.106060606,0.106060606,0.136363636,0.017391304,0.072463768,0.12173913,0.205797101,0.333333333,0.333333333,0.333333333,0.333333333,0.026315789,0.144736842,0.223684211,0.289473684,109,99,504,572,23,6,0.166666667,0.00630858,0.166666667,0.166666667,0.1,0.058669791,0.070746215,0.062545061,0
daniel-felipe-martinez,2020,6,48,0.083333333,0.125,0.125,0.152777778,0.027989822,0.086513995,0.142493639,0.218829517,0.166666667,0.333333333,0.333333333,0.333333333,0.104166667,0.1875,0.291666667,0.3125,99,41,572,664,24,7,0.083333333,0.04504108,0.121212121,0.121212121,0.121212121,0.044454225,0.068368545,0.008362676,0
daniel-mclay,2015,13,79,0.019230769,0.134615385,0.192307692,0.326923077,0.025316456,0.080168776,0.147679325,0.240506329,0,0,0,0.230769231,0.012658228,0.050632911,0.101265823,0.240506329,880,374,46,175,23,7,0,0.006329114,-0.041666667,-0.125,-0.009615385,-0.048757618,-0.0604782,-0.027894984,0
daniel-mclay,2016,18,77,0.042857143,0.128571429,0.185714286,0.3,0.01910828,0.079617834,0.149681529,0.26433121,0.111111111,0.111111111,0.166666667,0.222222222,0,0.077922078,0.155844156,0.337662338,374,88,175,551,24,8,0.055555556,-0.035087719,-0.044444444,-0.066666667,-0.138888889,-0.02244247,-0.02734108,0.010936432,0
daniel-mclay,2017,20,66,0.055555556,0.133333333,0.177777778,0.266666667,0.015789474,0.068421053,0.128947368,0.244736842,0.1,0.15,0.15,0.15,0,0.015151515,0.03030303,0.151515152,88,166,551,348,25,9,0.05,-0.006329114,0.075,0.075,-0.040384615,-0.017740698,-0.035481396,-0.044495589,0
daniel-mclay,2019,10,59,0.046728972,0.112149533,0.14953271,0.224299065,0.018,0.062,0.122,0.24,0,0,0,0,0.033898305,0.033898305,0.118644068,0.237288136,586,459,101,132,27,11,-0.05,0.016949153,-0.075,-0.075,-0.075,0.009373395,0.044170519,0.042886492,0
daniel-mclay,2020,11,30,0.042372881,0.101694915,0.13559322,0.211864407,0.020754717,0.067924528,0.124528302,0.237735849,0,0,0,0.090909091,0.066666667,0.166666667,0.166666667,0.2,459,242,132,141,28,12,0,0.025136612,0,0,0.045454545,0.058743169,0.042349727,-0.006557377,0
daniel-moreno,2007,11,94,0,0.0625,0.15625,0.28125,0.030567686,0.104803493,0.174672489,0.340611354,0,0.090909091,0.181818182,0.363636364,0.053191489,0.14893617,0.255319149,0.425531915,181,33,295,839,26,4,0,0.026595745,0.003787879,0.049242424,0.098484848,0.063356974,0.105437352,0.146099291,0
daniel-moreno,2008,9,68,0,0.048780488,0.12195122,0.243902439,0.023569024,0.094276094,0.148148148,0.323232323,0,0,0,0.111111111,0,0.058823529,0.058823529,0.264705882,33,98,839,479,27,5,0,-0.01754386,0,-0.2,-0.144444444,-0.031991744,-0.058307534,-0.034313725,0
daniel-moreno,2009,9,86,0,0.08,0.14,0.3,0.020887728,0.08616188,0.133159269,0.281984334,0,0.222222222,0.222222222,0.555555556,0.011627907,0.058139535,0.081395349,0.139534884,98,50,479,696,28,6,0,-0.020781791,0.065656566,0.02020202,0.095959596,-0.045398318,-0.0869619,-0.142998516,0
daniel-moreno,2010,12,68,0,0.064516129,0.112903226,0.274193548,0.017738359,0.073170732,0.115299335,0.252771619,0,0,0,0.166666667,0,0,0.014705882,0.088235294,50,188,696,283,29,7,0,0,0,0,0.027777778,-0.029411765,-0.022058824,-0.088235294,0
daniel-moreno,2011,18,72,0.0125,0.0875,0.125,0.275,0.019120459,0.07456979,0.116634799,0.240917782,0.055555556,0.166666667,0.166666667,0.277777778,0.027777778,0.083333333,0.125,0.166666667,188,32,283,946,30,8,0.027777778,0.008074935,-0.027777778,-0.027777778,-0.138888889,0.012596899,0.021802326,0.013565891,1
daniel-moreno,2012,12,89,0.02173913,0.086956522,0.119565217,0.25,0.027777778,0.083333333,0.12745098,0.246732026,0.083333333,0.083333333,0.083333333,0.083333333,0.078651685,0.134831461,0.191011236,0.280898876,32,17,946,1174,31,9,0.041666667,0.039325843,0.041666667,0.041666667,-0.041666667,0.06741573,0.088152677,0.096331791,1
daniel-moreno,2013,7,91,0.03030303,0.101010101,0.141414141,0.272727273,0.027027027,0.081081081,0.123755334,0.234708393,0.142857143,0.285714286,0.428571429,0.571428571,0.021978022,0.065934066,0.098901099,0.153846154,17,14,1174,1362,32,10,0.043650794,-0.002899878,0.05952381,0.130952381,0.146825397,-0.008699634,-0.013049451,-0.006410256,0
daniel-moreno,2014,7,99,0.028301887,0.103773585,0.150943396,0.301886792,0.024937656,0.079800499,0.118453865,0.225685786,0,0.142857143,0.285714286,0.714285714,0.01010101,0.070707071,0.080808081,0.161616162,14,42,1362,866,33,11,-0.041666667,-0.034275338,0.029761905,0.101190476,0.31547619,-0.032062195,-0.055101578,-0.059641357,1
daniel-moreno,2015,8,81,0.026315789,0.105263158,0.166666667,0.333333333,0.026047565,0.084937712,0.124575311,0.233295583,0,0.125,0.375,0.75,0.037037037,0.135802469,0.185185185,0.308641975,42,19,866,1165,34,12,-0.071428571,0.007529508,-0.080357143,-0.026785714,0.089285714,0.034934202,0.043142043,0.077397911,0
daniel-moreno,2016,9,93,0.024390244,0.105691057,0.170731707,0.325203252,0.025614754,0.081967213,0.12192623,0.225409836,0,0.111111111,0.222222222,0.222222222,0.021505376,0.053763441,0.096774194,0.150537634,19,93,1165,536,35,13,0,0.005702183,-0.015873016,-0.031746032,-0.246031746,-0.008471815,0.007983056,-0.005539264,0
daniel-moreno,2017,10,71,0.022556391,0.097744361,0.165413534,0.308270677,0.023877746,0.076408787,0.11556829,0.217765043,0,0,0.1,0.1,0,0,0.028169014,0.112676056,93,231,536,269,36,14,0,-0.018518519,-0.0625,-0.1375,-0.325,-0.067901235,-0.078508086,-0.097982959,0
daniel-navarro,2008,2,65,0,0.033333333,0.066666667,0.066666667,0,0.008333333,0.041666667,0.079166667,0,0,0,0,0,0,0.061538462,0.123076923,1051,160,35,352,25,7,0,0,0,0,0,0,0.030769231,0.061538462,0
daniel-navarro,2009,4,72,0,0.029411765,0.058823529,0.088235294,0,0.009615385,0.03525641,0.070512821,0,0,0,0.25,0,0.013888889,0.013888889,0.041666667,160,281,352,206,26,8,0,0,0,0,0.125,-0.002146465,-0.002146465,0.002651515,0
daniel-navarro,2012,3,80,0,0.023809524,0.047619048,0.071428571,0.003745318,0.018726592,0.033707865,0.065543071,0,0,0,0,0.0125,0.075,0.075,0.125,659,200,77,312,29,11,0,-0.001212687,0,0,0,0.030037313,0.030037313,0.055037313,0
daniel-navarro,2013,3,67,0.022222222,0.044444444,0.066666667,0.088888889,0.003327787,0.016638935,0.03327787,0.071547421,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0.029850746,0.119402985,200,73,312,569,30,12,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0.014925373,0.046368159,0
daniel-navarro,2014,8,63,0.018867925,0.037735849,0.056603774,0.094339623,0.004518072,0.018072289,0.03313253,0.084337349,0,0,0,0.125,0.015873016,0.031746032,0.031746032,0.206349206,73,124,569,420,31,13,0,0.001686508,0,0,0.0625,-0.021626984,-0.021626984,0.040674603,0
daniel-navarro,2016,3,61,0.016393443,0.032786885,0.049180328,0.098360656,0.003778338,0.018891688,0.034005038,0.085642317,0,0,0,0.333333333,0,0.049180328,0.081967213,0.147540984,635,145,83,383,33,15,0,-0.007936508,0,0,0.104166667,0.008717148,0.025110591,-0.029404111,0
daniel-navarro,2017,3,77,0.015625,0.03125,0.046875,0.109375,0.003444317,0.017221584,0.030998852,0.079219288,0,0,0,0.333333333,0,0,0,0.012987013,145,337,383,197,34,16,0,0,0,0,0.166666667,0,0,-0.015245624,0
daniel-navarro,2018,4,77,0.014705882,0.029411765,0.044117647,0.102941176,0.003164557,0.020042194,0.033755274,0.083333333,0,0,0,0,0,0.051948052,0.064935065,0.12987013,337,194,197,309,35,17,0,0,0,0,-0.166666667,0.001383862,-0.008516074,-0.008835427,0
daniel-navarro,2020,4,51,0.013157895,0.026315789,0.039473684,0.092105263,0.002798507,0.017723881,0.029850746,0.074626866,0,0,0,0,0,0,0,0,889,388,53,79,37,19,0,0,0,0,0,-0.025974026,-0.032467532,-0.064935065,0
daniele-bennati,2007,11,88,0.089285714,0.25,0.339285714,0.410714286,0.093333333,0.196666667,0.25,0.33,0,0.090909091,0.181818182,0.272727273,0.136363636,0.295454545,0.329545455,0.386363636,22,12,1032,1323,27,9,-0.038461538,-0.008741259,-0.108391608,-0.178321678,-0.171328671,0.057983683,0.010926573,0.000874126,1
daniele-bennati,2008,6,50,0.096774194,0.241935484,0.322580645,0.403225806,0.102857143,0.211428571,0.265714286,0.34,0.166666667,0.166666667,0.166666667,0.333333333,0.16,0.3,0.36,0.4,12,20,1323,1095,28,10,-0.116666667,0.038333333,-0.166666667,-0.166666667,-0.083333333,0.038888889,0.048055556,0.0125,0
daniele-bennati,2009,7,78,0.101449275,0.231884058,0.31884058,0.420289855,0.091121495,0.200934579,0.257009346,0.329439252,0.142857143,0.142857143,0.285714286,0.571428571,0.038461538,0.153846154,0.217948718,0.282051282,20,35,1095,846,29,11,0.071428571,-0.048951049,0.025974026,0.051948052,0.149350649,-0.070804196,-0.055798368,-0.052156177,0
daniele-bennati,2010,10,68,0.101265823,0.215189873,0.316455696,0.417721519,0.08266129,0.189516129,0.243951613,0.318548387,0.1,0.1,0.3,0.4,0.029411765,0.117647059,0.161764706,0.25,35,64,846,615,30,12,-0.033333333,-0.065294118,-0.033333333,0.066666667,0.033333333,-0.091176471,-0.099117647,-0.075,0
daniele-bennati,2011,6,75,0.094117647,0.211764706,0.305882353,0.423529412,0.084063047,0.204903678,0.255691769,0.332749562,0,0.166666667,0.166666667,0.5,0.093333333,0.306666667,0.333333333,0.426666667,64,27,615,1017,31,13,-0.071428571,0.027435897,0.011904762,-0.05952381,-0.035714286,0.076410256,0.057692308,0.072307692,0
daniele-bennati,2012,12,71,0.082474227,0.18556701,0.278350515,0.412371134,0.076323988,0.19470405,0.250778816,0.333333333,0,0,0.083333333,0.333333333,0.014084507,0.112676056,0.211267606,0.338028169,27,61,1017,675,32,14,-0.05,-0.007663629,-0.05,-0.108333333,-0.033333333,-0.002485501,0.02475145,0.044014085,0
daniele-bennati,2013,10,75,0.074766355,0.177570093,0.271028037,0.392523364,0.068340307,0.177126918,0.228730823,0.309623431,0,0.1,0.2,0.2,0,0.026666667,0.04,0.106666667,61,162,675,341,33,15,0,-0.046666667,-0.033333333,0.016666667,-0.15,-0.14,-0.146666667,-0.16,0
daniele-bennati,2014,7,89,0.070175439,0.166666667,0.254385965,0.368421053,0.060794045,0.161290323,0.214640199,0.291563275,0,0,0,0,0,0.033707865,0.101123596,0.146067416,162,171,341,327,34,16,0,-0.007042254,0,-0.041666667,-0.166666667,-0.039484096,-0.055072005,-0.095980377,0
daniele-bennati,2015,7,79,0.074380165,0.173553719,0.256198347,0.371900826,0.055367232,0.149152542,0.202259887,0.273446328,0.142857143,0.285714286,0.285714286,0.428571429,0,0.025316456,0.075949367,0.088607595,171,295,327,221,35,17,0.071428571,0,0.092857143,0.042857143,0.114285714,-0.000675105,0.017974684,-0.009029536,0
daniele-bennati,2016,7,61,0.0703125,0.171875,0.25,0.359375,0.05602537,0.150105708,0.202959831,0.27589852,0,0.142857143,0.142857143,0.142857143,0.06557377,0.163934426,0.213114754,0.31147541,295,108,221,484,36,18,0,0.032786885,0.071428571,0.071428571,0.071428571,0.065113281,0.055995579,0.082703997,0
daniele-bennati,2017,8,86,0.066176471,0.161764706,0.235294118,0.338235294,0.051356589,0.138565891,0.190891473,0.264534884,0,0,0,0,0,0.011627907,0.058139535,0.139534884,108,302,484,219,37,19,-0.071428571,0,-0.142857143,-0.142857143,-0.214285714,-0.006844274,-0.008904916,0.025463644,0
danilo-di-luca,2007,16,48,0.110294118,0.264705882,0.330882353,0.411764706,0.059322034,0.11440678,0.175847458,0.262711864,0.125,0.3125,0.3125,0.3125,0.125,0.1875,0.25,0.354166667,70,3,599,1780,31,10,-0.004166667,0.026136364,0.089583333,-0.04375,-0.04375,0.002840909,-0.056818182,-0.050189394,0
danilo-di-luca,2008,14,67,0.106666667,0.266666667,0.333333333,0.413333333,0.055658627,0.118738404,0.181818182,0.272727273,0.071428571,0.285714286,0.357142857,0.428571429,0.029850746,0.149253731,0.223880597,0.343283582,3,33,1780,944,32,11,0.035714286,0.00659204,0.076190476,0.111904762,-0.019047619,0.066293532,0.103606965,0.121641791,0
danilo-di-luca,2009,1,52,0.105960265,0.264900662,0.331125828,0.410596026,0.054145516,0.113367174,0.175972927,0.260575296,0,0,0,0,0.038461538,0.057692308,0.115384615,0.134615385,33,418,944,130,33,12,-0.0625,-0.043269231,-0.15625,-0.15625,-0.15625,-0.064903846,-0.067307692,-0.109775641,0
danilo-di-luca,2011,17,67,0.095238095,0.238095238,0.297619048,0.386904762,0.048632219,0.101823708,0.164133739,0.243161094,0,0,0,0,0,0,0,0,0,240,0,248,35,14,,,,,,,,,0
danilo-di-luca,2012,15,52,0.092896175,0.245901639,0.300546448,0.387978142,0.046478873,0.101408451,0.169014085,0.250704225,0,0,0,0,0,0,0,0,240,83,248,562,36,15,,,,,,,,,0
danilo-hondo,2008,17,76,0.048780488,0.138211382,0.235772358,0.317073171,0.067251462,0.194444444,0.257309942,0.334795322,0,0,0.058823529,0.294117647,0,0,0,0,0,225,0,272,34,11,-0.066666667,,-0.2,-0.270588235,-0.18627451,,,,0
danilo-hondo,2009,12,48,0.051851852,0.140740741,0.237037037,0.333333333,0.06557377,0.196721311,0.259562842,0.341530055,0.083333333,0.166666667,0.25,0.5,0,0,0,0,225,111,272,445,35,12,0.041666667,,0.083333333,0.125,0.25,,,,0
danilo-hondo,2010,13,100,0.047297297,0.135135135,0.222972973,0.317567568,0.058894231,0.177884615,0.236778846,0.314903846,0,0.076923077,0.076923077,0.153846154,0.01,0.04,0.07,0.12,111,97,445,472,36,13,0,-0.001578947,0.038461538,0.009049774,-0.070135747,-0.012894737,-0.011052632,-0.012368421,0
danilo-hondo,2011,12,83,0.04375,0.125,0.20625,0.3,0.053551913,0.161748634,0.217486339,0.29726776,0,0,0,0.083333333,0,0,0.024096386,0.120481928,97,394,472,150,37,14,-0.041666667,-0.020833333,-0.083333333,-0.125,-0.208333333,-0.114583333,-0.133785141,-0.158509036,0
danilo-napolitano,2007,9,72,0.2,0.342857143,0.542857143,0.628571429,0.08372093,0.195348837,0.306976744,0.390697674,0.222222222,0.222222222,0.444444444,0.444444444,0.069444444,0.180555556,0.333333333,0.388888889,51,32,687,892,26,6,-0.038888889,-0.015277778,-0.138888889,-0.027777778,-0.027777778,-0.034722222,-0.033333333,-0.105555556,0
danilo-napolitano,2008,6,74,0.170731707,0.317073171,0.487804878,0.56097561,0.083044983,0.183391003,0.297577855,0.384083045,0,0.166666667,0.166666667,0.166666667,0.081081081,0.148648649,0.27027027,0.364864865,32,154,892,364,27,7,-0.083333333,-0.004331254,-0.083333333,-0.166666667,-0.333333333,-0.028239778,0.006930007,0.015765766,0
danilo-napolitano,2009,11,83,0.134615385,0.25,0.403846154,0.461538462,0.075268817,0.193548387,0.301075269,0.389784946,0,0,0.090909091,0.090909091,0.048192771,0.228915663,0.313253012,0.409638554,154,95,364,475,28,8,-0.111111111,-0.010625837,-0.111111111,-0.176767677,-0.176767677,0.024180054,-0.010040161,0.010374833,0
danilo-napolitano,2010,2,86,0.12962963,0.240740741,0.388888889,0.444444444,0.065502183,0.181222707,0.277292576,0.362445415,0,0,0,0,0.023255814,0.127906977,0.174418605,0.244186047,95,241,475,236,29,9,0,-0.028912634,-0.083333333,-0.083333333,-0.083333333,-0.010370836,-0.047925833,-0.060339409,0
danilo-napolitano,2011,9,58,0.111111111,0.222222222,0.349206349,0.428571429,0.058139535,0.176356589,0.263565891,0.346899225,0,0.111111111,0.111111111,0.333333333,0,0.137931034,0.155172414,0.224137931,241,264,236,226,30,10,0,-0.024096386,0.055555556,0.01010101,0.121212121,-0.045492314,-0.079040299,-0.092750312,0
danilo-napolitano,2012,8,67,0.098591549,0.197183099,0.309859155,0.394366197,0.060034305,0.180102916,0.264150943,0.346483705,0,0,0,0.125,0.074626866,0.208955224,0.268656716,0.343283582,264,222,226,271,31,11,0,0.025685526,0,0,0.0625,0.040524124,0.047119056,0.049548768,0
danilo-napolitano,2013,16,64,0.08045977,0.172413793,0.264367816,0.356321839,0.055641422,0.166924266,0.245749614,0.329211747,0,0.0625,0.0625,0.1875,0.015625,0.046875,0.078125,0.171875,222,361,271,152,32,12,0,0.0078125,-0.024305556,-0.024305556,-0.072916667,-0.045528017,-0.038523707,-0.026131466,0
danilo-napolitano,2014,22,79,0.073394495,0.155963303,0.229357798,0.339449541,0.050964187,0.154269972,0.23415978,0.320936639,0.045454545,0.090909091,0.090909091,0.272727273,0.012658228,0.050632911,0.139240506,0.253164557,361,258,152,234,33,13,0.022727273,-0.030984319,0.045454545,0.045454545,0.073863636,-0.079161156,-0.064708105,-0.045059513,0
danilo-napolitano,2015,10,62,0.067226891,0.142857143,0.210084034,0.31092437,0.04822335,0.149746193,0.224619289,0.30964467,0,0,0,0,0.016129032,0.096774194,0.112903226,0.177419355,258,495,234,124,34,14,0,0.000252016,-0.03125,-0.03125,-0.09375,0.024949597,0.017389113,0.002772177,0
danny-van-poppel,2013,18,67,0,0.088235294,0.176470588,0.235294118,0.068493151,0.178082192,0.287671233,0.404109589,0,0.055555556,0.166666667,0.222222222,0,0.074626866,0.119402985,0.268656716,874,188,48,307,20,3,0,-0.055555556,-0.138888889,-0.083333333,-0.055555556,-0.129353234,-0.106965174,-0.060116086,0
danny-van-poppel,2014,14,85,0,0.104166667,0.208333333,0.25,0.051948052,0.138528139,0.233766234,0.350649351,0,0.142857143,0.285714286,0.285714286,0.023529412,0.070588235,0.141176471,0.258823529,188,125,307,419,21,4,0,-0.03368984,0.071428571,0.097402597,0.051948052,-0.078342246,-0.156684492,-0.143315508,0
danny-van-poppel,2015,15,87,0,0.111111111,0.238095238,0.301587302,0.053459119,0.135220126,0.226415094,0.330188679,0,0.133333333,0.333333333,0.466666667,0.057471264,0.126436782,0.206896552,0.275862069,125,62,419,648,22,5,0,0.028735632,0.038888889,0.083333333,0.122222222,0.025904958,0.043746783,0.003602676,0
danny-van-poppel,2016,12,71,0,0.093333333,0.226666667,0.293333333,0.05655527,0.136246787,0.233933162,0.334190231,0,0,0.166666667,0.25,0.070422535,0.14084507,0.267605634,0.352112676,62,121,648,424,23,6,0,0.023446562,-0.071428571,-0.05952381,-0.017857143,0.035128418,0.063214582,0.046644573,0
danny-van-poppel,2017,12,59,0,0.08045977,0.195402299,0.252873563,0.055803571,0.142857143,0.234375,0.328125,0,0,0,0,0.050847458,0.186440678,0.237288136,0.288135593,121,191,424,305,24,7,0,-0.003311903,-0.066666667,-0.166666667,-0.233333333,0.030001948,0.015195792,0.006136762,0
danny-van-poppel,2018,12,84,0.02020202,0.121212121,0.222222222,0.282828283,0.04887218,0.137218045,0.227443609,0.323308271,0.166666667,0.416666667,0.416666667,0.5,0.011904762,0.107142857,0.19047619,0.297619048,191,66,305,775,25,8,0.083333333,-0.029258887,0.208333333,0.125,0.125,-0.016851107,-0.038564722,-0.027246814,0
danny-van-poppel,2019,21,35,0.016666667,0.1,0.191666667,0.258333333,0.045855379,0.137566138,0.229276896,0.32627866,0,0,0.047619048,0.142857143,0,0.142857143,0.257142857,0.371428571,66,192,775,332,26,9,0,-0.025423729,0,0.023809524,0.071428571,-0.021791768,0.009927361,0.041646489,0
danny-van-poppel,2020,17,21,0.02189781,0.102189781,0.197080292,0.255474453,0.044217687,0.132653061,0.226190476,0.319727891,0.058823529,0.117647059,0.235294118,0.235294118,0,0,0.142857143,0.142857143,192,130,332,271,27,10,-0.053921569,-0.005952381,-0.149509804,-0.090686275,-0.132352941,-0.053571429,-0.023809524,-0.077380952,0
dario-cataldo,2007,10,40,0,0.076923077,0.153846154,0.307692308,0.076923077,0.169230769,0.184615385,0.323076923,0,0,0,0,0,0,0,0,1127,324,29,180,22,4,,,,,,,,,0
dario-cataldo,2009,15,75,0,0.026315789,0.105263158,0.157894737,0.029585799,0.076923077,0.112426036,0.224852071,0,0,0.133333333,0.133333333,0,0.026666667,0.08,0.2,1088,201,31,275,24,6,0,-0.05,-0.05,-0.033333333,-0.083333333,-0.061666667,-0.035,-0.025,0
dario-cataldo,2010,13,77,0.019607843,0.058823529,0.117647059,0.156862745,0.020325203,0.056910569,0.085365854,0.170731707,0.076923077,0.153846154,0.153846154,0.153846154,0,0.012987013,0.025974026,0.051948052,201,253,275,227,25,7,0.038461538,0,0.076923077,0.076923077,0.076923077,0.006493506,-0.004254366,-0.008508733,0
dario-cataldo,2011,10,81,0.016393443,0.049180328,0.098360656,0.163934426,0.01529052,0.042813456,0.064220183,0.146788991,0,0,0,0.2,0,0,0,0.074074074,253,152,227,373,26,8,0,0,0,-0.066666667,0.033333333,-0.013333333,-0.04,-0.062962963,0
dario-cataldo,2012,7,95,0.029411765,0.058823529,0.102941176,0.161764706,0.016587678,0.042654028,0.068720379,0.144549763,0.142857143,0.142857143,0.142857143,0.142857143,0.021052632,0.042105263,0.084210526,0.136842105,152,99,373,516,27,9,0.032967033,0.010526316,-0.005494505,-0.005494505,-0.005494505,0.014559125,0.02911825,0.042447027,0
dario-cataldo,2013,3,89,0.028169014,0.056338028,0.112676056,0.169014085,0.017612524,0.04109589,0.068493151,0.138943249,0,0,0.333333333,0.333333333,0.02247191,0.033707865,0.06741573,0.112359551,99,313,516,188,28,10,0,0.011235955,0,0.166666667,0.066666667,0.016853933,0.033707865,0.019142738,0
dario-cataldo,2014,11,86,0.024390244,0.06097561,0.109756098,0.158536585,0.018425461,0.045226131,0.073701843,0.145728643,0,0.090909091,0.090909091,0.090909091,0.023255814,0.069767442,0.104651163,0.186046512,313,169,188,329,29,11,-0.071428571,0.001101591,-0.025974026,-0.025974026,-0.025974026,0.013831089,0.010220318,0.024602203,0
dario-cataldo,2015,8,80,0.022222222,0.055555556,0.1,0.144444444,0.016248154,0.042836041,0.069423929,0.141802068,0,0,0,0,0,0.025,0.0375,0.1125,169,299,329,217,30,12,0,-0.011235955,0,-0.166666667,-0.166666667,-0.004353933,-0.014957865,7.02E-05,0
dario-cataldo,2016,10,80,0.02,0.05,0.09,0.15,0.015852048,0.040951123,0.066050198,0.134742404,0,0,0,0.2,0.0125,0.025,0.0375,0.075,299,276,217,234,31,13,0,-0.005377907,-0.045454545,-0.045454545,0.054545455,-0.022383721,-0.033575581,-0.055523256,0
dario-cataldo,2017,8,75,0.018518519,0.046296296,0.092592593,0.148148148,0.014423077,0.037259615,0.061298077,0.128605769,0,0,0.125,0.125,0,0,0.013333333,0.066666667,276,354,234,184,32,14,0,0,0,0.0625,0.0625,-0.0125,-0.012083333,-0.022916667,0
dario-cataldo,2018,12,79,0.016666667,0.041666667,0.083333333,0.133333333,0.014270033,0.038419319,0.062568606,0.126234907,0,0,0,0,0.012658228,0.050632911,0.075949367,0.101265823,354,390,184,162,33,15,0,7.91E-05,0,0,-0.1,0.012816456,0.019224684,0.013132911,0
dario-cataldo,2019,11,78,0.015267176,0.038167939,0.076335878,0.122137405,0.015166835,0.037411527,0.062689585,0.123356926,0,0,0,0,0.025641026,0.025641026,0.064102564,0.08974359,390,257,162,252,34,16,0,0.012820513,0,-0.0625,-0.0625,0.012820513,0.025384615,0.011538462,0
dario-cataldo,2020,8,59,0.014388489,0.035971223,0.071942446,0.115107914,0.014312977,0.035305344,0.059160305,0.116412214,0,0,0,0,0,0,0,0,257,370,252,83,35,17,0,-0.006329114,0,0,0,-0.025316456,-0.037974684,-0.050632911,0
