rider_name,year,Number_of_participated_one_day_races_current_year,Number_of_participated_multi_day_races_current_year,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,rank_avg_last3years,pcs_points_avg_last3years,age,career year,rider_bmi,win_ratio_slope,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,win_ratio_last3years,top3_ratio_last3years,top5_ratio_last3years,top10_ratio_last3years,stage_win_ratio_last3years,stage_top3_ratio_last3years,stage_top5_ratio_last3years,stage_top10_ratio_last3years,Number_of_participated_one_day_races_all_time,Number_of_participated_multi_day_races_all_time,Number_of_participated_one_day_races_last3years,Number_of_participated_multi_day_races_last3years,rank_stdev_last3years,pcs_points_stdev_last3years,win_ratio_stdev_last3years,top3_ratio_stdev_last3years,top5_ratio_stdev_last3years,top10_ratio_stdev_last3years,stage_win_ratio_stdev_last3years,stage_top3_ratio_stdev_last3years,stage_top5_ratio_stdev_last3years,stage_top10_ratio_stdev_last3years,result_tour-de-france,result_giro-d-italia,result_vuelta-a-espana,result_tour-down-under,result_paris-nice,result_tirreno-adriatico,result_volta-a-catalunya,result_itzulia-basque-country,result_tour-de-romandie,result_dauphine,result_tour-de-suisse,result_tour-de-pologne,result_benelux_tour,result_milano-sanremo,result_ronde-van-vlaanderen,result_paris-roubaix,result_liege-bastogne-liege,result_il-lombardia,result_strade-bianche,result_great-ocean-race,result_e3-harelbeke,result_gent-wevelgem,result_la-fleche-wallone,result_amstel-gold-race,result_san-sebastian,result_bretagne-classic,result_cyclassics-hamburg,result_gp-quebec,result_gp-montreal,RankY1,RankY2,RankY3,RankY4,RankY5,actual_rank
alessandro-petacchi,2007,13,86,0.0989010989010989,0.1648351648351648,0.1978021978021978,0.2747252747252747,0.1695364238410596,0.2609271523178808,0.309933774834437,0.3801324503311258,0.1538461538461538,0.2307692307692307,0.2307692307692307,0.3846153846153846,0.2093023255813953,0.3837209302325581,0.4302325581395348,0.4651162790697674,24,17,983.0,1248.0,14.0,1504.3333333333333,33,12,20.45288531775018,-0.1373626373626373,-0.0365253077975376,-0.1703296703296703,-0.2417582417582417,-0.1648351648351648,-0.0081395348837209,-0.0025307797537619,0.0031463748290013,0.2333333333333333,0.3666666666666666,0.4,0.4666666666666667,0.2389380530973451,0.3716814159292035,0.4203539823008849,0.4469026548672566,91,755,30,226,11.789826122551595,686.3893452941511,0.1471105321670603,0.1703308519396566,0.2453578180571745,0.1860531836418277,0.0398605294622287,0.0484752702897975,0.0295218758776379,0.0359164217561801,,104.0,127.0,,,41.0,,,,,,,,8.0,,,,,,,,,,,,,,,,209,29,17,41,294,209.0
alessandro-petacchi,2008,7,38,0.1122448979591836,0.173469387755102,0.2040816326530612,0.2755102040816326,0.1740226986128625,0.2635561160151324,0.3102143757881462,0.3795712484237074,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2631578947368421,0.3157894736842105,0.3157894736842105,0.3684210526315789,17,209,1248.0,289.0,83.33333333333333,840.0,34,13,20.45288531775018,0.0428571428571428,0.0224880382775119,-0.0571428571428571,-0.0571428571428571,-0.0571428571428571,0.0033492822966507,-0.0330143540669856,-0.0157894736842105,0.2,0.3,0.3,0.3666666666666666,0.2234636871508379,0.3463687150837989,0.3910614525139664,0.4245810055865922,98,793,30,179,108.88679136301764,495.2342879890285,0.0669157685610475,0.0863319531490213,0.0863319531490213,0.0620206124931776,0.0288736188130891,0.0412900181884065,0.0574470215533048,0.0493074141360808,,,,,,74.0,,,,,,,,18.0,,,,,,,,,,,,,,,,29,17,41,294,999,29.0
alexander-kristoff,2010,19,56,0.0317460317460317,0.1269841269841269,0.238095238095238,0.4444444444444444,0.0124481327800829,0.0954356846473029,0.1203319502074688,0.2323651452282157,0.0,0.0526315789473684,0.1578947368421052,0.4210526315789473,0.0,0.0178571428571428,0.0357142857142857,0.2142857142857142,522,131,99.0,385.0,476.6666666666667,181.33333333333331,23,7,23.291229956104985,0.0,-0.01,-0.0645933014354067,-0.1028708133971292,0.0287081339712918,-0.0910714285714285,-0.1021428571428571,-0.0728571428571428,0.0232558139534883,0.1395348837209302,0.2558139534883721,0.5116279069767442,0.0124223602484472,0.1366459627329192,0.1677018633540372,0.3043478260869565,63,241,43,161,325.3772169856601,177.455158655175,0.0444115591684327,0.0920311600775486,0.1063787781342696,0.2194810034348549,0.0110595682369058,0.1051602276023961,0.1169088235319348,0.0802594600647962,,,,,,,,,,,,133.0,,,,,,,,,,,,,,,4.0,,,123,27,19,3,2,123.0
alexander-kristoff,2011,11,77,0.0405405405405405,0.1351351351351351,0.2432432432432432,0.4729729729729729,0.0094339622641509,0.0849056603773584,0.1132075471698113,0.210691823899371,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.6363636363636364,0.0,0.0519480519480519,0.0909090909090909,0.1428571428571428,131,123,385.0,423.0,258.6666666666667,302.3333333333333,24,8,23.291229956104985,0.0069930069930069,-0.009090909090909,-0.0244755244755244,-0.0174825174825175,-0.0664335664335664,-0.074025974025974,-0.0727272727272727,-0.1012987012987012,0.0465116279069767,0.1395348837209302,0.2325581395348837,0.5813953488372093,0.0053191489361702,0.0851063829787234,0.1170212765957446,0.2234042553191489,74,318,43,188,228.0884331423524,177.11389932281807,0.0489510489510489,0.0920311600775486,0.078367060682987,0.1757083375542245,0.0104972776216295,0.0968311157056317,0.1036529893682819,0.1027561925349983,,157.0,,100.0,,,,,,,,115.0,,,,,,,,,,,,,,,14.0,,,27,19,3,2,6,27.0
alexander-kristoff,2012,17,87,0.0329670329670329,0.1428571428571428,0.2307692307692307,0.4395604395604395,0.019753086419753,0.0987654320987654,0.1407407407407407,0.2469135802469135,0.0,0.1764705882352941,0.1764705882352941,0.2941176470588235,0.057471264367816,0.1494252873563218,0.2413793103448276,0.3793103448275862,123,27,423.0,998.0,93.66666666666669,602.0,25,9,23.291229956104985,0.0,0.028735632183908,0.0619195046439628,0.0092879256965944,-0.0634674922600619,0.0657840722495895,0.1028325123152709,0.0825123152709359,0.0212765957446808,0.1276595744680851,0.1914893617021276,0.425531914893617,0.0227272727272727,0.0818181818181818,0.1363636363636363,0.2545454545454545,91,405,47,220,57.87342510456188,343.4719784785944,0.0524863881081478,0.0730911250196674,0.0616399800754191,0.1730142750718113,0.0331810499534267,0.0682814984121378,0.1064470571174646,0.1212746787420215,,149.0,,,,,,,,,,109.0,,131.0,15.0,57.0,,,,,94.0,,,,,,11.0,,,19,3,2,6,4,19.0
alexander-kristoff,2013,14,79,0.0285714285714285,0.1428571428571428,0.2476190476190476,0.4476190476190476,0.0330578512396694,0.1136363636363636,0.1673553719008264,0.2727272727272727,0.0,0.1428571428571428,0.3571428571428571,0.5,0.1012658227848101,0.189873417721519,0.3037974683544304,0.4050632911392405,27,19,998.0,1180.0,56.333333333333336,867.0,26,10,23.291229956104985,-0.0454545454545454,0.050632911392405,-0.0194805194805194,0.0422077922077922,-0.0681818181818181,0.0689626828867335,0.1064441887226697,0.1311030741410488,0.0238095238095238,0.1666666666666666,0.2619047619047619,0.4523809523809524,0.0534979423868312,0.1316872427983539,0.2139917695473251,0.3127572016460905,105,484,42,243,57.87342510456188,395.136685211586,0.0524863881081478,0.021120381247511,0.0904007825867856,0.1722957253146167,0.0507866065665274,0.0709004809534979,0.1094370249943316,0.1445253121790664,147.0,,,,128.0,,,,,,111.0,,,8.0,4.0,9.0,,,,,,14.0,,,,,3.0,,,3,2,6,4,17,3.0
alexander-kristoff,2014,16,87,0.0495867768595041,0.1487603305785124,0.2479338842975206,0.4380165289256198,0.052539404553415,0.1366024518388791,0.1961471103327495,0.3012259194395796,0.1875,0.1875,0.25,0.375,0.160919540229885,0.264367816091954,0.3563218390804598,0.4597701149425287,19,3,1180.0,2031.0,16.333333333333332,1403.0,27,11,23.291229956104985,0.09375,0.0517241379310344,0.0055147058823529,0.0367647058823529,0.0404411764705882,0.057471264367816,0.057471264367816,0.0402298850574712,0.0638297872340425,0.1702127659574468,0.2553191489361702,0.3829787234042553,0.1067193675889328,0.2015810276679842,0.300395256916996,0.4150197628458498,121,571,47,253,12.220201853215574,551.4245188600158,0.1082531754730548,0.0232540187492504,0.0908557785571957,0.1037259998504844,0.0519263502966638,0.0583055908565017,0.0575421886989866,0.0410889795065221,125.0,,,,75.0,,,,,,100.0,,,1.0,5.0,,,,,,,11.0,,,,8.0,1.0,21.0,102.0,2,6,4,17,11,2.0
alexander-kristoff,2015,15,86,0.0735294117647058,0.1911764705882352,0.2941176470588235,0.4852941176470588,0.0776255707762557,0.1643835616438356,0.2237442922374429,0.3287671232876712,0.2666666666666666,0.5333333333333333,0.6666666666666666,0.8666666666666667,0.2441860465116279,0.3488372093023256,0.4069767441860465,0.5116279069767442,3,2,2031.0,2691.0,8.0,1967.3333333333333,28,12,23.291229956104985,0.1333333333333333,0.0714601118634088,0.1952380952380952,0.1547619047619047,0.1833333333333333,0.0794818957904033,0.051589637915808,0.0532823079187518,0.1555555555555555,0.2888888888888888,0.4222222222222222,0.5777777777777777,0.1706349206349206,0.2698412698412698,0.3571428571428571,0.4603174603174603,136,657,45,252,9.539392014169456,757.5092958725545,0.1369517690175524,0.213723081917981,0.2163699346065965,0.255540458491265,0.0717844776901757,0.0795340396849545,0.0515924605159805,0.0532886550057056,130.0,,,,84.0,,,,,,101.0,,,2.0,1.0,10.0,,,,,4.0,9.0,,,,1.0,2.0,3.0,29.0,6,4,17,11,58,6.0
alexander-kristoff,2016,13,95,0.0738255033557047,0.2013422818791946,0.3087248322147651,0.4966442953020134,0.0877659574468085,0.1848404255319149,0.25,0.3497340425531915,0.0769230769230769,0.3076923076923077,0.4615384615384615,0.6153846153846154,0.1578947368421052,0.3263157894736842,0.431578947368421,0.4947368421052631,2,6,2691.0,1946.0,3.6666666666666665,2222.6666666666665,29,13,23.291229956104985,-0.0552884615384615,-0.0015124016938899,0.0600961538461538,0.1057692307692307,0.1201923076923077,0.030973986690865,0.0376285541439806,0.0174833635813672,0.1818181818181818,0.3409090909090909,0.4545454545454545,0.6136363636363636,0.1865671641791045,0.3134328358208955,0.3992537313432835,0.4888059701492537,149,752,44,268,2.081665999466133,407.80918740672496,0.0953041157532511,0.1755756046670402,0.2083415514486925,0.245853460324518,0.0489704853770508,0.0437413689515425,0.038372777157226,0.0264487261055223,149.0,,,,,,,,,118.0,,,,6.0,4.0,48.0,,,,,52.0,,,,,3.0,5.0,,,4,17,11,58,72,4.0
alexander-kristoff,2017,15,84,0.0853658536585365,0.2134146341463414,0.3292682926829268,0.5060975609756098,0.0909090909090909,0.1937799043062201,0.2655502392344497,0.3636363636363636,0.2,0.3333333333333333,0.5333333333333333,0.6,0.119047619047619,0.2738095238095238,0.4047619047619047,0.4880952380952381,6,4,1946.0,2132.0,4.0,2256.333333333333,30,14,23.291229956104985,-0.0333333333333333,-0.0625692137320044,-0.1,-0.0666666666666666,-0.1333333333333333,-0.0375138427464008,-0.0011074197120708,-0.011766334440753,0.1860465116279069,0.3953488372093023,0.5581395348837209,0.6976744186046512,0.1735849056603773,0.3169811320754717,0.4150943396226415,0.4981132075471698,164,836,43,265,2.0,387.7503492368941,0.0962592015405202,0.12353901856516,0.1040911955394073,0.1497166583907521,0.0640506501574927,0.0384995148789784,0.0148847107757215,0.0121326383569634,130.0,,,,,,,,,,,,,4.0,5.0,,,,,,27.0,73.0,,,,2.0,4.0,,,17,11,58,72,9,17.0
alexandr-kolobnev,2007,12,76,0.0510204081632653,0.0918367346938775,0.1326530612244898,0.2244897959183673,0.0096774193548387,0.0419354838709677,0.0709677419354838,0.1580645161290322,0.0833333333333333,0.1666666666666666,0.1666666666666666,0.25,0.0131578947368421,0.0526315789473684,0.0657894736842105,0.0657894736842105,138,50,366.0,696.0,117.66666666666669,467.0,26,9,21.13885585942661,0.0416666666666666,0.006578947368421,0.0833333333333333,0.0833333333333333,0.0416666666666666,0.0094618568894145,0.0160408042578356,0.0048048492016558,0.0303030303030303,0.0606060606060606,0.0606060606060606,0.1515151515151515,0.0084388185654008,0.0421940928270042,0.0548523206751054,0.0970464135021097,98,310,33,237,60.13595707505896,198.7787715023916,0.0481125224324688,0.0962250448649376,0.0962250448649376,0.0917928424547683,0.0078162840800903,0.0095015679915924,0.0196625342320278,0.069201318111763,,,51.0,,,,,,,,,,,,,,45.0,11.0,1.0,,,,53.0,53.0,,,,,,55,30,76,246,165,55.0
alexandr-kolobnev,2008,15,74,0.0442477876106194,0.1061946902654867,0.1592920353982301,0.2389380530973451,0.0078125,0.0364583333333333,0.0651041666666666,0.1458333333333333,0.0,0.2,0.3333333333333333,0.3333333333333333,0.0,0.0135135135135135,0.0405405405405405,0.0945945945945946,50,55,696.0,688.0,81.0,583.3333333333334,27,10,21.13885585942661,0.0,-0.0069444444444444,0.1,0.1666666666666666,0.1333333333333333,-0.0140765765765765,-0.0144519519519519,-0.0429804804804804,0.0238095238095238,0.119047619047619,0.1666666666666666,0.2142857142857142,0.009009009009009,0.036036036036036,0.0585585585585585,0.1126126126126126,113,384,42,222,49.42671342502959,188.25868727188484,0.0481125224324688,0.1071516751221439,0.1666666666666666,0.1364225461978741,0.0078162840800903,0.0201785875665094,0.0157390337327179,0.0597080052534749,,,40.0,,55.0,,55.0,,72.0,57.0,,,,,,,44.0,13.0,,,,,,36.0,2.0,,,,,30,76,246,165,185,30.0
alexandr-kolobnev,2009,10,81,0.040650406504065,0.1219512195121951,0.1707317073170731,0.2764227642276423,0.0064516129032258,0.0344086021505376,0.0688172043010752,0.1462365591397849,0.0,0.3,0.3,0.7,0.0,0.0246913580246913,0.0864197530864197,0.1481481481481481,55,30,688.0,948.0,45.0,777.3333333333334,28,11,21.13885585942661,-0.0416666666666666,-0.006578947368421,0.0666666666666666,0.0666666666666666,0.2249999999999999,-0.0139701104613385,0.0103151397011046,0.0411793372319688,0.027027027027027,0.2162162162162162,0.2702702702702703,0.4054054054054054,0.0043290043290043,0.0303030303030303,0.0649350649350649,0.1038961038961039,123,465,37,231,13.228756555322953,147.8557855930343,0.0481125224324688,0.069388866648871,0.0881917103688196,0.2394051269601693,0.0075967140682845,0.020148710448444,0.0229783202059995,0.0417944760072668,,,31.0,,,,70.0,30.0,,86.0,,,,,,,9.0,3.0,,,,,21.0,6.0,15.0,,,,,76,246,165,185,240,76.0
alexandr-kolobnev,2010,16,86,0.0431654676258992,0.1294964028776978,0.1798561151079136,0.2805755395683453,0.0054446460980036,0.0308529945553539,0.0635208711433756,0.132486388384755,0.0625,0.1875,0.25,0.3125,0.0,0.0116279069767441,0.0348837209302325,0.0581395348837209,30,76,948.0,550.0,53.66666666666666,728.6666666666666,29,12,21.13885585942661,0.03125,0.0,-0.00625,-0.0416666666666666,-0.0104166666666666,-0.0009428032683846,-0.0028284098051539,-0.0182275298554368,0.024390243902439,0.2195121951219512,0.2926829268292683,0.4146341463414634,0.0,0.0165975103734439,0.0539419087136929,0.0995850622406639,139,551,41,241,23.028967265887832,202.0923881132917,0.0360843918243516,0.061661035778953,0.041943524640393,0.2179582231461732,0.0,0.007061084350269,0.0282632398542025,0.0452741739083882,62.0,,29.0,,39.0,,,,,,49.0,,,46.0,,,2.0,,,,,,74.0,21.0,45.0,,,,,246,165,185,240,999,246.0
alexis-vuillermoz,2014,10,83,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0112359550561797,0.0449438202247191,0.0898876404494382,0.1629213483146067,0.0,0.0,0.1,0.1,0.0240963855421686,0.0481927710843373,0.072289156626506,0.1686746987951807,681,155,72.0,346.0,781.0,144.0,26,5,20.04744562130375,0.0,0.0120481927710843,0.0,0.05,0.05,0.0240963855421686,-0.1305220883534136,-0.1378848728246318,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0121951219512195,0.0426829268292682,0.0853658536585365,0.1585365853658536,19,178,19,164,681.5247611055669,177.32456118654292,0.0,0.0,0.0577350269189625,0.0577350269189625,0.013912054679268,0.0261446117290248,0.1515417985567878,0.178172963883241,,11.0,,,28.0,,,,37.0,,,27.0,,,,,,,,,,,,,,,,,,60,122,58,146,272,60.0
alexis-vuillermoz,2015,11,84,0.0666666666666666,0.0666666666666666,0.1,0.1666666666666666,0.015267175572519,0.0419847328244274,0.0763358778625954,0.1679389312977099,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.3636363636363636,0.0238095238095238,0.0357142857142857,0.0476190476190476,0.1785714285714285,155,60,346.0,665.0,298.6666666666667,361.0,27,6,20.04744562130375,0.0909090909090909,0.0119047619047619,0.0909090909090909,0.0909090909090909,0.1818181818181818,-0.0029761904761904,-0.0109126984126984,0.0337301587301587,0.0714285714285714,0.0714285714285714,0.1071428571428571,0.1785714285714285,0.0167364016736401,0.0418410041841004,0.0627615062761506,0.1548117154811715,30,262,28,239,334.5001245640027,296.78443355405284,0.1049727762162956,0.1049727762162956,0.0910604800079801,0.187854348361562,0.0138299886110267,0.0062414404721346,0.0134972504139713,0.0364289406909132,26.0,,,,,30.0,,14.0,,29.0,,,,,,,,15.0,,,,,6.0,54.0,17.0,,,53.0,15.0,122,58,146,272,999,122.0
allan-davis,2007,6,77,0.0632911392405063,0.1772151898734177,0.2531645569620253,0.379746835443038,0.0496277915632754,0.1513647642679901,0.2431761786600496,0.3573200992555831,0.0,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.0779220779220779,0.1818181818181818,0.2597402597402597,0.3766233766233766,179,38,298.0,786.0,81.66666666666667,664.0,27,11,24.675500270416443,0.0,-0.001038961038961,0.0,0.0833333333333333,0.0,-0.0157575757575757,-0.0167965367965368,-0.0383549783549783,0.0,0.1428571428571428,0.2142857142857142,0.3214285714285714,0.0824175824175824,0.2032967032967033,0.2802197802197802,0.4175824175824176,79,403,28,182,84.44130111108743,322.78165994988007,0.0,0.038490017945975,0.0881917103688196,0.0192450089729875,0.0121912017690403,0.0259711879161375,0.0215784835876537,0.0397920357368334,,,,73.0,,45.0,,,,,,,,2.0,,,,,,,,,,,36.0,,,,,38,17,70,443,110,38.0
allan-davis,2008,18,60,0.0515463917525773,0.1546391752577319,0.2268041237113402,0.3298969072164948,0.0496760259179265,0.1598272138228941,0.2570194384449244,0.3714902807775378,0.0,0.0555555555555555,0.1111111111111111,0.1111111111111111,0.05,0.2166666666666666,0.35,0.4666666666666667,38,38,786.0,856.0,85.0,646.6666666666666,28,12,24.675500270416443,0.0,-0.025,-0.0222222222222222,-0.0444444444444444,-0.0944444444444444,-0.0083333333333333,0.0249999999999999,0.0166666666666666,0.0,0.088235294117647,0.1764705882352941,0.2058823529411764,0.0718562874251497,0.2035928143712574,0.2994011976047904,0.4191616766467065,97,463,34,167,81.40638795573723,303.975876235818,0.0,0.055924699520524,0.1118493990410481,0.1198421458323217,0.02505685893711,0.0262868963225719,0.0452173775546849,0.0455245801426297,,,,2.0,,,,,,,,4.0,,,33.0,,,,,,,,,,,4.0,3.0,,,17,70,443,110,999,17.0
andre-greipel,2007,9,70,0.0222222222222222,0.0222222222222222,0.1111111111111111,0.2444444444444444,0.0441767068273092,0.0963855421686747,0.1526104417670682,0.2690763052208835,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0285714285714285,0.0571428571428571,0.1142857142857142,0.2,275,285,212.0,208.0,294.3333333333333,200.66666666666663,25,8,23.62948960302457,0.0,0.0007722007722007,0.0,-0.0213675213675213,0.0341880341880341,-0.0254826254826254,0.003088803088803,-0.0081081081081081,0.0,0.0,0.0909090909090909,0.1515151515151515,0.0277777777777777,0.0833333333333333,0.1388888888888889,0.2555555555555555,45,249,33,180,25.32455988429677,16.289055630494154,0.0,0.0,0.0794151559245946,0.065675336660693,0.0008063208602705,0.0266085883889272,0.0387395700903381,0.0701327840489746,,,125.0,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,13,10,9,16,8,13.0
andre-greipel,2008,15,83,0.0666666666666666,0.0833333333333333,0.15,0.25,0.0662650602409638,0.1174698795180722,0.1746987951807229,0.2801204819277108,0.2,0.2666666666666666,0.2666666666666666,0.2666666666666666,0.1325301204819277,0.180722891566265,0.2409638554216867,0.3132530120481928,285,13,208.0,1223.0,191.0,547.6666666666666,26,9,23.62948960302457,0.1,0.0525664301039775,0.1333333333333333,0.1333333333333333,0.0878787878787878,0.0424162403036804,0.0314408318204324,-0.0077570556197392,0.0857142857142857,0.1142857142857142,0.1428571428571428,0.2,0.0663716814159292,0.1150442477876106,0.1814159292035398,0.2831858407079646,60,332,35,226,154.2335890783846,584.859242325308,0.1154700538379251,0.1539600717839002,0.133949194963149,0.0913866990079473,0.0603623870060905,0.0632059432870259,0.0633396210975563,0.0702945047939042,,133.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,16,8,9,10.0
andre-greipel,2009,7,68,0.1044776119402985,0.1194029850746268,0.1791044776119403,0.2835820895522388,0.1,0.155,0.215,0.315,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.5714285714285714,0.2647058823529412,0.3382352941176471,0.4117647058823529,0.4852941176470588,13,10,1223.0,1406.0,102.66666666666669,945.6666666666666,27,10,23.62948960302457,0.2142857142857142,0.1180672268907563,0.2142857142857142,0.1587301587301587,0.1746031746031746,0.1405462184873949,0.1487394957983193,0.1426470588235294,0.1935483870967742,0.2258064516129032,0.2580645161290322,0.3225806451612903,0.1402714932126696,0.1900452488687782,0.253393665158371,0.3303167420814479,67,400,31,221,157.91242298607582,645.3575236512962,0.2144443856990038,0.216409231328943,0.1587407403880305,0.190087787422069,0.118347878387277,0.1408871534183922,0.1492838640538583,0.1436530080423437,,,107.0,,,,,,,,,70.0,,,,,,,,,,,,,,,30.0,,,9,16,8,9,31,9.0
andre-greipel,2010,9,89,0.1052631578947368,0.1710526315789473,0.2236842105263158,0.3157894736842105,0.1226993865030674,0.1758691206543967,0.2310838445807771,0.3292433537832311,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.2247191011235955,0.2696629213483146,0.3033707865168539,0.3932584269662921,10,9,1406.0,1486.0,10.666666666666666,1371.6666666666667,28,11,23.62948960302457,-0.0444444444444444,0.0460944903208338,0.1444444444444444,0.1444444444444444,0.1444444444444444,0.0444700148910247,0.0312034655475836,0.0400027074590496,0.2258064516129032,0.3870967741935484,0.3870967741935484,0.4193548387096774,0.2041666666666666,0.2583333333333333,0.3125,0.3916666666666666,76,489,31,240,2.0816659994661326,134.81963259604785,0.1637717851610844,0.1447957817967633,0.1447957817967633,0.1715559001950803,0.0677841953690979,0.0789753718597943,0.0864260737299206,0.086090627433133,,,,1.0,,,,,,,,147.0,,,,,,,,,,,,,,,3.0,,,16,8,9,31,12,16.0
andre-greipel,2011,19,76,0.0842105263157894,0.1789473684210526,0.2421052631578947,0.3157894736842105,0.1203539823008849,0.1787610619469026,0.2283185840707964,0.3274336283185841,0.0,0.2105263157894736,0.3157894736842105,0.3157894736842105,0.1052631578947368,0.1973684210526315,0.2105263157894736,0.3157894736842105,9,16,1486.0,1255.0,11.666666666666666,1382.3333333333333,29,12,23.62948960302457,-0.2142857142857142,-0.0797213622291021,-0.1090225563909774,-0.056390977443609,-0.1278195488721804,-0.0704334365325077,-0.1006191950464396,-0.0847523219814241,0.1142857142857142,0.3428571428571428,0.4,0.4285714285714285,0.1974248927038626,0.2660944206008583,0.3047210300429184,0.3948497854077253,95,565,35,233,3.7859388972001824,117.30444720185731,0.2224111064231079,0.1745058814708818,0.1199531240874533,0.1432312087409679,0.0829564619026498,0.0704416318750661,0.1007192692150112,0.0848565764556869,156.0,,,7.0,,,,,,,115.0,,,33.0,76.0,21.0,,,50.0,,,4.0,,,,,82.0,,,8,9,31,12,25,8.0
andre-greipel,2012,14,100,0.091743119266055,0.1834862385321101,0.2568807339449541,0.3486238532110092,0.1308270676691729,0.2,0.2451127819548872,0.3428571428571428,0.1428571428571428,0.2142857142857142,0.3571428571428571,0.5714285714285714,0.19,0.32,0.34,0.43,16,8,1255.0,1690.0,11.0,1477.0,30,13,23.62948960302457,0.0158730158730158,-0.0173595505617977,-0.1706349206349206,-0.0992063492063492,0.0079365079365079,0.0251685393258427,0.018314606741573,0.0183707865168539,0.0714285714285714,0.2857142857142857,0.3809523809523809,0.4523809523809524,0.1773584905660377,0.2679245283018868,0.290566037735849,0.3849056603773585,109,665,42,265,4.358898943540674,217.63961036539283,0.0750129464484541,0.1981263964960065,0.1281701182223732,0.1432312087409679,0.0614484482655977,0.0616425453931956,0.0667398305962393,0.0583029819605342,123.0,,,73.0,,,,,,,,,,52.0,,77.0,,,,,,31.0,,,,,2.0,,,9,31,12,25,19,9.0
andre-greipel,2013,13,87,0.1065573770491803,0.221311475409836,0.2868852459016393,0.3770491803278688,0.1329787234042553,0.2127659574468085,0.2579787234042553,0.3523936170212766,0.2307692307692307,0.5384615384615384,0.5384615384615384,0.6153846153846154,0.1494252873563218,0.3103448275862069,0.3563218390804598,0.425287356321839,8,9,1690.0,1516.0,11.0,1487.0,31,14,23.62948960302457,0.1153846153846153,0.0220810647307925,0.1639676113360323,0.1113360323886639,0.1497975708502024,0.0564882032667876,0.072897761645493,0.0547489413188142,0.108695652173913,0.3043478260869565,0.391304347826087,0.4782608695652174,0.1520912547528517,0.2813688212927757,0.3079847908745247,0.3954372623574144,122,752,46,263,4.358898943540674,218.94519862285173,0.1164696930079461,0.1882576285865131,0.1184408536997981,0.1617821225322822,0.0423810755618415,0.0681852805996333,0.0798813411105372,0.0646220287955157,129.0,,,60.0,,94.0,,,,,,,,58.0,51.0,68.0,,,,,,11.0,,,,,2.0,,,31,12,25,19,69,31.0
andre-greipel,2014,12,93,0.126865671641791,0.2313432835820895,0.291044776119403,0.373134328358209,0.1337278106508875,0.2130177514792899,0.2615384615384615,0.3526627218934911,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1397849462365591,0.2150537634408602,0.2903225806451613,0.3548387096774194,9,31,1516.0,1054.0,16.0,1420.0,32,15,23.62948960302457,0.0952380952380952,-0.0251075268817204,0.0595238095238095,-0.0119047619047619,-0.119047619047619,-0.0524731182795698,-0.0248387096774193,-0.0375806451612903,0.2307692307692307,0.358974358974359,0.4102564102564102,0.5128205128205128,0.1607142857142857,0.2821428571428571,0.3285714285714285,0.4035714285714286,134,845,39,280,13.0,328.6883021952561,0.0953319721413584,0.1639816458835667,0.1121910113439729,0.151753309634785,0.0266483117272861,0.0580047725453397,0.0343757437222194,0.0420999611785705,149.0,,,46.0,,,,,,,,,,24.0,,,,,,,,,,,,,,,,12,25,19,69,180,12.0
andre-greipel,2015,10,95,0.125,0.2291666666666666,0.2847222222222222,0.3680555555555556,0.1393617021276595,0.2180851063829787,0.2638297872340425,0.3531914893617021,0.1,0.2,0.2,0.3,0.1894736842105263,0.2631578947368421,0.2842105263157894,0.3578947368421052,31,12,1054.0,1523.0,17.333333333333332,1364.3333333333333,33,16,23.62948960302457,-0.0653846153846153,0.0200241984271022,-0.1692307692307692,-0.1692307692307692,-0.1576923076923077,-0.0235934664246824,-0.0360556563823351,-0.0336963097398669,0.2285714285714285,0.3714285714285714,0.3714285714285714,0.4285714285714285,0.16,0.2618181818181818,0.3090909090909091,0.3781818181818182,144,940,35,275,11.930353445448857,268.7793394837731,0.1169504391435395,0.1704951472108264,0.1704951472108264,0.1732683335365432,0.0263495128005016,0.0476462677541905,0.0399860407950462,0.0398206736013715,134.0,,,,,,,,,,,,,47.0,15.0,28.0,,,,,,,,,,,1.0,,,25,19,69,180,440,25.0
