rank,count
1,3
2,2
3,1
4,1
5,3
6,2
7,0
8,0
9,0
10,2
11,0
12,0
13,0
14,1
15,1
16,1
17,0
18,0
19,0
20,0
21,1
22,0
23,0
24,0
25,1
26,1
27,0
28,0
29,1
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,1
38,0
39,0
40,1
