rank,count
1,2
2,2
3,1
4,0
5,0
6,1
7,1
8,0
9,1
10,0
11,0
12,1
13,1
14,2
15,2
16,0
17,0
18,0
19,1
20,1
21,0
22,0
23,1
24,0
25,1
26,0
27,2
28,0
29,1
30,1
31,0
32,0
33,2
34,0
35,0
36,0
37,1
38,0
39,2
40,0
