rank,count
1,3
2,3
3,3
4,1
5,1
6,2
7,3
8,3
9,1
10,2
11,1
12,1
13,0
14,0
15,0
16,1
17,1
18,2
19,0
20,1
21,0
22,1
23,0
24,0
25,2
26,0
27,1
28,1
29,0
30,2
31,1
32,0
33,0
34,0
35,0
36,0
37,0
38,1
39,1
40,1
