rank,count
1,3
2,2
3,2
4,1
5,2
6,0
7,1
8,2
9,0
10,0
11,0
12,2
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,1
21,0
22,0
23,0
24,0
25,1
26,0
27,0
28,0
29,0
30,0
31,0
32,1
33,0
34,1
35,0
36,0
37,1
38,0
39,0
40,0
