rank,count
1,2
2,3
3,2
4,0
5,2
6,3
7,1
8,2
9,1
10,1
11,0
12,2
13,1
14,1
15,0
16,2
17,2
18,0
19,1
20,0
21,0
22,1
23,2
24,0
25,0
26,0
27,0
28,0
29,0
30,2
31,1
32,0
33,0
34,1
35,0
36,0
37,2
38,0
39,1
40,0
