rank,count
1,1
2,1
3,2
4,3
5,1
6,0
7,2
8,1
9,1
10,2
11,1
12,0
13,0
14,2
15,0
16,0
17,0
18,0
19,0
20,0
21,1
22,1
23,1
24,0
25,1
26,0
27,0
28,0
29,0
30,0
31,1
32,1
33,0
34,0
35,0
36,1
37,1
38,2
39,1
40,1
