rank,count
1,1
2,1
3,0
4,2
5,1
6,1
7,1
8,1
9,1
10,1
11,0
12,0
13,1
14,1
15,2
16,2
17,1
18,2
19,1
20,1
21,1
22,0
23,2
24,1
25,1
26,0
27,0
28,1
29,0
30,2
31,1
32,2
33,1
34,2
35,2
36,0
37,1
38,1
39,1
40,1
