rank,count
1,2
2,0
3,1
4,2
5,2
6,2
7,2
8,2
9,2
10,1
11,0
12,1
13,1
14,1
15,2
16,1
17,1
18,1
19,0
20,1
21,0
22,2
23,1
24,1
25,1
26,1
27,1
28,0
29,1
30,0
31,1
32,0
33,1
34,0
35,0
36,0
37,1
38,1
39,1
40,0
