rank,count
1,2
2,3
3,4
4,0
5,1
6,2
7,1
8,2
9,0
10,1
11,0
12,1
13,0
14,1
15,0
16,1
17,1
18,1
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,1
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,1
38,1
39,0
40,0
