rank,count
1,3
2,1
3,1
4,1
5,1
6,2
7,0
8,0
9,2
10,0
11,1
12,1
13,0
14,0
15,0
16,1
17,0
18,0
19,2
20,1
21,1
22,0
23,0
24,0
25,1
26,1
27,1
28,0
29,0
30,1
31,1
32,0
33,1
34,0
35,1
36,2
37,0
38,0
39,1
40,1
