rider_name,year,pcs_points
hugh carthy,2018,368.0
gregor muhlberger,2018,365.0
simone consonni,2018,364.0
omar fraile,2018,362.0
fausto masnada,2018,358.0
mathias frank,2018,358.0
dmitry strakhov,2018,357.0
bjorg lambrecht,2018,356.0
dion smith,2018,351.0
robert power,2018,351.0
sylvain chavanel,2018,350.0
ariel maximiliano richeze,2018,347.0
enrico battaglin,2018,345.0
dylan van baarle,2018,340.0
jakub mareczko,2018,339.0
michael albasini,2018,339.0
tao geoghegan hart,2018,332.0
hermann pernsteiner,2018,330.0
justin jules,2018,329.0
max walscheid,2018,329.0
jurgen roelandts,2018,327.0
rein taaramae,2018,327.0
quentin pacher,2018,326.0
anthony roux,2018,324.0
antwan tolhoek,2018,320.0
dimitri claeys,2018,317.0
jasper philipsen,2018,316.0
marcel kittel,2018,315.0
daniil pronskiy,2018,314.0
jens keukeleire,2018,313.0
huub duijn,2018,311.0
tom jelte slagter,2018,311.0
daniel navarro,2018,309.0
guillaume boivin,2018,306.0
samuel dumoulin,2018,304.0
alexander krieger,2018,303.0
riccardo minali,2018,303.0
gleb brussenskiy,2018,299.0
javier moreno,2018,298.0
jonas rickaert,2018,297.0
eduard michael grosu,2018,295.0
jhonatan narvaez,2018,295.0
jerome baugnies,2018,294.0
amanuel ghebreigzabhier,2018,293.0
niccolo bonifazio,2018,293.0
david gaudu,2018,292.0
thomas de gendt,2018,292.0
cameron meyer,2018,291.0
thomas lebas,2018,291.0
tanel kangert,2018,289.0
benjamin king 1,2018,288.0
lorrenzo manzin,2018,287.0
carlos verona,2018,285.0
luca pacioni,2018,285.0
sepp kuss,2018,284.0
johan esteban chaves,2018,282.0
mikel bizkarra,2018,282.0
mauro finetto,2018,281.0
sebastien reichenbach,2018,281.0
wouter wippert,2018,281.0
aksel nommela,2018,280.0
rasmus quaade,2018,280.0
carlos rodriguez cano,2018,279.0
davide villella,2018,279.0
jose goncalves,2018,278.0
jimmy janssens,2018,276.0
patrick schelling,2018,274.0
andrei grivko,2018,273.0
mihkel raim,2018,273.0
alexander kamp,2018,272.0
jon aberasturi,2018,271.0
laurens de plus,2018,269.0
kasper asgreen,2018,268.0
jos van emden,2018,265.0
nikias arndt,2018,264.0
jan willem van schip,2018,263.0
juan jose lobato,2018,263.0
colin joyce,2018,262.0
nelson oliveira,2018,260.0
brent bookwalter,2018,259.0
andrey amador,2018,258.0
hernan aguirre,2018,258.0
nicolas roche,2018,258.0
alex aranburu,2018,257.0
gavin mannion,2018,257.0
martin toft madsen,2018,257.0
pierre rolland,2018,257.0
pim ligthart,2018,257.0
nico denz,2018,256.0
yevgeniy fedorov,2018,256.0
paolo toto,2018,254.0
remi cavagna,2018,254.0
amund grondahl jansen,2018,253.0
michael morkov,2018,253.0
simon spilak,2018,252.0
brenton jones,2018,249.0
damien howson,2018,248.0
marc hirschi,2018,248.0
jelle wallays,2018,247.0
jonas van genechten,2018,247.0
lukasz owsian,2018,247.0
kristian sbaragli,2018,244.0
riccardo zoidl,2018,244.0
clement venturini,2018,243.0
andrea guardini,2018,242.0
tadej pogacar,2018,241.0
georg preidler,2018,240.0
jeroen meijers,2018,239.0
lasse norman hansen,2018,239.0
pieter weening,2018,239.0
joni brandao,2018,238.0
hugo houle,2018,236.0
jasper de buyst,2018,236.0
merhawi kudus,2018,236.0
yevgeniy gidich,2018,236.0
onur balkan,2018,235.0
oscar riesebeek,2018,235.0
raymond kreder,2018,235.0
simon clarke,2018,235.0
brandon mcnulty,2018,234.0
coen vermeltfoort,2018,234.0
gino mader,2018,232.0
krists neilands,2018,232.0
edgar pinto,2018,231.0
simon geschke,2018,231.0
jonas koch,2018,230.0
peter kennaugh,2018,230.0
thomas sprengers,2018,230.0
quinten hermans,2018,229.0
baptiste planckaert,2018,228.0
ben o connor,2018,227.0
edward theuns,2018,227.0
luka mezgec,2018,225.0
serge pauwels,2018,225.0
christopher juul jensen,2018,224.0
raul alarcon,2018,224.0
cees bol,2018,223.0
damien gaudin,2018,222.0
carl fredrik hagen,2018,221.0
josef cerny,2018,221.0
tony martin,2018,221.0
michael schar,2018,220.0
phil bauhaus,2018,219.0
roy jans,2018,219.0
olivier le gac,2018,218.0
alessandro fancellu,2018,217.0
ivan garcia cortina,2018,216.0
joseph areruya,2018,214.0
viacheslav kuznetsov,2018,214.0
benjamin declercq,2018,212.0
frantisek sisr,2018,212.0
kanstantsin siutsou,2018,212.0
radoslav rogina,2018,212.0
ruben plaza,2018,211.0
aime de gendt,2018,210.0
lukasz wisniowski,2018,210.0
mattia cattaneo,2018,210.0
dries de bondt,2018,209.0
simon gerrans,2018,209.0
benoit cosnefroy,2018,208.0
edward irl dunbar,2018,208.0
grega bole,2018,208.0
odd christian eiking,2018,207.0
adam blythe,2018,206.0
michael gogl,2018,206.0
jan polanc,2018,205.0
nikodemus holler,2018,205.0
floris gerts,2018,204.0
marco tizza,2018,204.0
carlos betancur,2018,196.0
vicente garcia de mateus rubio,2018,196.0
bram welten,2018,195.0
jesper hansen 1,2018,195.0
simone velasco,2018,194.0
andre looij,2018,191.0
neilson powless,2018,191.0
amaury capiot,2018,190.0
emil vinjebo,2018,190.0
fabio felline,2018,188.0
yoann paillot,2018,188.0
chris harper,2018,185.0
ilya davidenok,2018,185.0
mark padun,2018,185.0
sondre holst enger,2018,185.0
yukiya arashiro,2018,185.0
leonardo basso,2018,184.0
diego rosa,2018,181.0
marcus burghardt,2018,181.0
jonathan klever caicedo,2018,180.0
joey rosskopf,2018,179.0
valerio conti,2018,179.0
youcef reguigui,2018,179.0
chad haga,2018,178.0
guillaume van keirsbulck,2018,178.0
joe dombrowski,2018,177.0
matteo pelucchi,2018,177.0
ruben fernandez,2018,177.0
damien touze,2018,176.0
maciej paterski,2018,176.0
nick van der lijke,2018,176.0
mateusz taciak,2018,175.0
ben tulett,2018,174.0
edward planckaert,2018,174.0
amaro manuel antunes,2018,173.0
koen bouwman,2018,173.0
maurits lammertink,2018,172.0
andrea vendrame,2018,171.0
anthony perez,2018,170.0
emils liepins,2018,170.0
tim merlier,2018,170.0
jhonatan restrepo,2018,169.0
mark cavendish,2018,169.0
szymon sajnok,2018,169.0
kaden groves,2018,168.0
kevin deltombe,2018,168.0
danilo wyss,2018,167.0
herman dahl,2018,167.0
pierre luc perichon,2018,167.0
sergio pardilla,2018,167.0
igor anton,2018,166.0
kevyn ista,2018,166.0
lucas carstensen,2018,166.0
paolo simion,2018,166.0
gianni marchand,2018,165.0
ivan santaromita,2018,164.0
milan menten,2018,164.0
alejandro marque,2018,162.0
franco pellizotti,2018,162.0
alex kirsch,2018,161.0
damiano cima,2018,161.0
preben van hecke,2018,161.0
vasil kiryienka,2018,161.0
dario cataldo,2018,160.0
jonathan lastra,2018,159.0
maciej bodnar,2018,159.0
pascal eenkhoorn,2018,159.0
jose joaquin rojas,2018,158.0
koen de kort,2018,158.0
owain doull,2018,158.0
rob britton,2018,158.0
kristoffer halvorsen,2018,157.0
markus hoelgaard,2018,157.0
matteo malucelli,2018,157.0
stepan astafyev,2018,157.0
alexis gougeard,2018,156.0
donavan grondin,2018,156.0
taylor phinney,2018,156.0
boris vallee,2018,155.0
gasper katrasnik,2018,155.0
mikael cherel,2018,155.0
floris de tier,2018,154.0
julien antomarchi,2018,154.0
kamil gradek,2018,153.0
olav kooij,2018,153.0
pavel sivakov,2018,153.0
quinn simmons,2018,153.0
siarhei papok,2018,153.0
dmitry sokolov,2018,152.0
gediminas bagdonas,2018,152.0
grzegorz stepniak,2018,152.0
xianjing lyu,2018,152.0
aleksandr vlasov,2018,151.0
cesar fonte,2018,151.0
frederik backaert,2018,151.0
hubert dupont,2018,151.0
jan hirt,2018,151.0
robert stannard,2018,150.0
mads wurtz schmidt,2018,149.0
james knox,2018,148.0
luke durbridge,2018,148.0
max kanter,2018,148.0
chris hamilton,2018,147.0
matteo moschetti,2018,147.0
reinardt janse van rensburg,2018,146.0
antonio santoro,2018,145.0
jack bauer,2018,145.0
sam crome,2018,145.0
andreas schillinger,2018,144.0
bert van lerberghe,2018,144.0
german nicolas tivani perez,2018,144.0
moreno moser,2018,144.0
nans peters,2018,144.0
travis mccabe,2018,144.0
ben healy,2018,143.0
zakkari dempster,2018,143.0
christoph pfingsten,2018,142.0
fumiyuki beppu,2018,142.0
ramon sinkeldam,2018,142.0
august jensen,2018,141.0
hernando bohorquez,2018,141.0
kamil malecki,2018,141.0
niklas eg,2018,141.0
benjamin prades reverter,2018,140.0
ricardo vilela,2018,140.0
ryan gibbons,2018,140.0
robin carpenter,2018,139.0
adrien petit,2018,138.0
andrey zeits,2018,138.0
delio fernandez,2018,138.0
kevin le cunff,2018,138.0
kevin vermaerke,2018,138.0
michael storer,2018,138.0
jarlinson pantano,2018,137.0
mikkel bjerg,2018,137.0
rick zabel,2018,137.0
christopher lawless,2018,136.0
daniel oss,2018,136.0
enrique sanz,2018,136.0
frederik frison,2018,136.0
marco marcato,2018,136.0
thomas degand,2018,136.0
edwin avila,2018,135.0
fabio van den bossche,2018,135.0
julien vermote,2018,135.0
nicola bagioli,2018,135.0
simon pellaud,2018,135.0
azzedine lagab,2018,134.0
jasha sutterlin,2018,134.0
michael hepburn,2018,134.0
oleksandr polivoda,2018,134.0
jelle mannaerts,2018,133.0
louis meintjes,2018,132.0
lucas hamilton,2018,132.0
christophe noppe,2018,131.0
kenny elissonde,2018,131.0
lawson craddock,2018,131.0
edward ravasi,2018,130.0
peerapol chawchiangkwang,2018,130.0
vegard stake laengen,2018,130.0
nathan van hooydonck,2018,129.0
ariya phounsavath,2018,128.0
garikoitz bravo,2018,128.0
julien el fares,2018,128.0
ricardo mestre,2018,128.0
tsgabu gebremaryam grmay,2018,128.0
