rider_name,year,pcs_points
eliot lietaer,2017,300.0
michel kreder,2017,298.0
ilan van wilder,2017,293.0
frederik backaert,2017,291.0
baptiste planckaert,2017,290.0
mihkel raim,2017,289.0
damien howson,2017,288.0
moreno hofland,2017,288.0
travis mccabe,2017,288.0
pim ligthart,2017,287.0
stanislau bazhkou,2017,287.0
maciej paterski,2017,286.0
adam blythe,2017,284.0
amund grondahl jansen,2017,283.0
nicolas edet,2017,283.0
roman kreuziger,2017,283.0
tao geoghegan hart,2017,283.0
tomasz marczynski,2017,282.0
rasmus guldhammer,2017,281.0
guillaume boivin,2017,280.0
florian senechal,2017,279.0
omar fraile,2017,279.0
jacopo mosca,2017,278.0
rob britton,2017,278.0
wouter wippert,2017,278.0
daryl impey,2017,277.0
victor campenaerts,2017,276.0
huub duijn,2017,274.0
niccolo bonifazio,2017,274.0
fabio mazzucco,2017,273.0
pieter weening,2017,271.0
vicente garcia de mateus rubio,2017,271.0
thomas de gendt,2017,270.0
daniel moreno,2017,269.0
filippo zana,2017,269.0
flavien dassonville,2017,269.0
marc sarreau,2017,269.0
ward vanhoof,2017,269.0
davide villella,2017,268.0
jhonatan restrepo,2017,268.0
reinardt janse van rensburg,2017,266.0
iljo keisse,2017,264.0
lennard kamna,2017,264.0
rinaldo nocentini,2017,264.0
sergio pardilla,2017,264.0
matthias brandle,2017,263.0
pello bilbao,2017,262.0
sergei chernetski,2017,262.0
mykhaylo kononenko,2017,261.0
maciej bodnar,2017,260.0
darwin atapuma,2017,259.0
thomas boudat,2017,259.0
lucas hamilton,2017,257.0
davide formolo,2017,256.0
jasha sutterlin,2017,256.0
jesper hansen 1,2017,256.0
timo roosen,2017,255.0
vegard stake laengen,2017,255.0
anthony delaplace,2017,251.0
yonathan monsalve,2017,251.0
andrey amador,2017,250.0
evan huffman,2017,250.0
samuel dumoulin,2017,250.0
nelson oliveira,2017,248.0
sebastian langeveld,2017,248.0
josef cerny,2017,247.0
tosh van der sande,2017,246.0
jelle vanendert,2017,245.0
rafael valls,2017,243.0
enrico battaglin,2017,242.0
christopher juul jensen,2017,238.0
marko kump,2017,236.0
vitaliy buts,2017,236.0
cameron meyer,2017,235.0
remi cavagna,2017,235.0
thymen arensman,2017,232.0
nathan earle,2017,231.0
odd christian eiking,2017,231.0
jurgen roelandts,2017,230.0
oscar pujol munoz,2017,229.0
pierre luc perichon,2017,229.0
colin stussi,2017,228.0
giulio ciccone,2017,228.0
gregor muhlberger,2017,227.0
sebastien reichenbach,2017,227.0
carlos verona,2017,226.0
julien loubet,2017,226.0
jerome baugnies,2017,225.0
sepp kuss,2017,225.0
cyril gautier,2017,224.0
tom boonen,2017,224.0
ignatas konovalovas,2017,222.0
mark cavendish,2017,222.0
brice feillu,2017,221.0
rodolfo andres torres,2017,221.0
valerio conti,2017,221.0
andrea bagioli,2017,220.0
ruben guerreiro,2017,220.0
pawel poljanski,2017,219.0
guillaume van keirsbulck,2017,218.0
daniele bennati,2017,217.0
dries van gestel,2017,217.0
laurens de plus,2017,217.0
twan castelijns,2017,217.0
luis angel mate,2017,216.0
ahmet orken,2017,215.0
bryan coquard,2017,215.0
jose goncalves,2017,215.0
dries devenyns,2017,214.0
iuri filosi,2017,214.0
paul martens,2017,214.0
karel vacek,2017,213.0
tom van asbroeck,2017,213.0
carlos betancur,2017,212.0
stefan denifl,2017,212.0
alessandro de marchi,2017,211.0
andrew talansky,2017,211.0
andriy vasylyuk,2017,211.0
maxime bouet,2017,211.0
daniel oss,2017,210.0
fausto masnada,2017,210.0
julien vermote,2017,210.0
oscar gatto,2017,210.0
maurits lammertink,2017,209.0
mauricio ortega ramirez,2017,206.0
benoit cosnefroy,2017,204.0
matteo pelucchi,2017,204.0
rudy molard,2017,204.0
ian boswell,2017,203.0
lachlan morton,2017,203.0
joseph cooper,2017,202.0
alex molenaar,2017,201.0
emils liepins,2017,201.0
gavin mannion,2017,201.0
kristian sbaragli,2017,201.0
lorrenzo manzin,2017,201.0
mekseb debesay,2017,201.0
michael storer,2017,201.0
liam bertazzo,2017,200.0
andrei grivko,2017,199.0
damien touze,2017,199.0
max walscheid,2017,199.0
nils politt,2017,199.0
arne marit,2017,198.0
manuel belletti,2017,198.0
riccardo minali,2017,198.0
daniel navarro,2017,197.0
juri hollmann,2017,197.0
maxime monfort,2017,197.0
johan le bon,2017,196.0
cameron bayley,2017,195.0
loic vliegen,2017,195.0
tom devriendt,2017,195.0
tsgabu gebremaryam grmay,2017,195.0
anthony roux,2017,194.0
boy van poppel,2017,194.0
daniel felipe martinez,2017,193.0
peter stetina,2017,192.0
anthony perez,2017,191.0
mike teunissen,2017,191.0
hubert dupont,2017,190.0
davide cimolai,2017,188.0
alex kirsch,2017,187.0
jan barta,2017,187.0
kamil zielinski,2017,187.0
alexis gougeard,2017,184.0
casper pedersen,2017,184.0
roberto ferrari,2017,184.0
gianluca brambilla,2017,182.0
stef clement,2017,182.0
eduard michael grosu,2017,181.0
owain doull,2017,181.0
dario cataldo,2017,180.0
felix grossschartner,2017,180.0
oleksandr polivoda,2017,180.0
dimitri claeys,2017,179.0
eduard prades,2017,178.0
andrea vendrame,2017,177.0
ivan garcia cortina,2017,177.0
remco evenepoel,2017,177.0
alberto cecchin,2017,175.0
jonas van genechten,2017,175.0
romain sicard,2017,175.0
thomas lebas,2017,174.0
lennard hofstede,2017,173.0
toms skujins,2017,173.0
dimitri peyskens,2017,172.0
viacheslav kuznetsov,2017,171.0
elie gesbert,2017,170.0
fabian lienhard,2017,170.0
joey rosskopf,2017,170.0
michele scarponi,2017,170.0
patrick bevin,2017,170.0
rob ruijgh,2017,170.0
yukiya arashiro,2017,170.0
simon clarke,2017,169.0
franco pellizotti,2017,168.0
marek rutkiewicz,2017,168.0
yohann gene,2017,168.0
mitchell docker,2017,167.0
ian bibby,2017,166.0
quentin pacher,2017,166.0
ramon sinkeldam,2017,166.0
taylor eisenhart,2017,166.0
juan sebastian molano,2017,165.0
bjorg lambrecht,2017,164.0
jetse bol,2017,164.0
sergey shilov,2017,164.0
filippo pozzato,2017,163.0
jesper asselman,2017,159.0
robbie hucker,2017,159.0
olivier pardini,2017,158.0
scott thwaites,2017,158.0
damien gaudin,2017,157.0
marcus burghardt,2017,157.0
ryan mullen,2017,157.0
diego rosa,2017,156.0
neilson powless,2017,156.0
mads wurtz schmidt,2017,155.0
maris bogdanovics,2017,155.0
dmitry strakhov,2017,154.0
lawrence warbasse,2017,154.0
martin toft madsen,2017,154.0
meron teshome,2017,153.0
rein taaramae,2017,153.0
hugo houle,2017,152.0
robin carpenter,2017,152.0
simone petilli,2017,152.0
jack bauer,2017,151.0
joao benta,2017,151.0
maarten wynants,2017,151.0
marco benfatto,2017,151.0
dion smith,2017,150.0
ilia koshevoy,2017,150.0
ivan santaromita,2017,150.0
maximilian schachmann,2017,150.0
nicolas marini,2017,150.0
pier paolo de negri,2017,150.0
rory sutherland,2017,150.0
eduardo sepulveda,2017,149.0
marco zanotti,2017,149.0
sebastien delfosse,2017,149.0
arvid de kleijn,2017,148.0
marco marcato,2017,148.0
nicola gaffurini,2017,148.0
sergiy lagkuti,2017,148.0
maxim van gils,2017,146.0
jeremy leveau,2017,145.0
andre looij,2017,144.0
ben o connor,2017,144.0
danilo celano,2017,144.0
jose herrada,2017,144.0
alex dowsett,2017,143.0
enrico barbin,2017,143.0
fabien grellier,2017,142.0
karol domagalski,2017,142.0
carl fredrik hagen,2017,141.0
yonder godoy,2017,140.0
alexander edmondson,2017,139.0
imanol erviti,2017,139.0
kristoffer halvorsen,2017,139.0
mikkel bjerg,2017,139.0
christopher lawless,2017,138.0
damiano cunego,2017,138.0
kirill pozdnyakov,2017,138.0
lasse norman hansen,2017,138.0
sebastian berwick,2017,138.0
andrey zeits,2017,137.0
benjamin giraud,2017,137.0
hugo hofstetter,2017,137.0
kenny elissonde,2017,137.0
mathew hayman,2017,137.0
alexander krieger,2017,136.0
antwan tolhoek,2017,136.0
german nicolas tivani perez,2017,136.0
quentin jauregui,2017,135.0
thomas sprengers,2017,135.0
yoann offredo,2017,135.0
jesus del pino,2017,134.0
matis louvel,2017,134.0
mauro schmid,2017,134.0
willie smit,2017,134.0
emiel vermeulen,2017,133.0
gianni vermeersch,2017,133.0
salah eddine mraouni,2017,133.0
victor de la parte,2017,133.0
davide mucelli,2017,132.0
dmitriy gruzdev,2017,132.0
jordan levasseur,2017,132.0
kevin le cunff,2017,132.0
alan banaszek,2017,131.0
jonathan clarke,2017,131.0
jonathan dibben,2017,131.0
matteo busato,2017,131.0
raymond kreder,2017,131.0
jeremy lecroq,2017,130.0
marco minnaard,2017,130.0
nicola toffali,2017,130.0
olivier le gac,2017,130.0
scott sunderland 2,2017,130.0
igor anton,2017,129.0
