rider_name,year,pcs_points
arvid de kleijn,2020,112.0
antwan tolhoek,2020,111.0
niklas eg,2020,111.0
piet allegaert,2020,110.0
maximilian stedman,2020,108.0
mikael cherel,2020,108.0
fabio aru,2020,107.0
frederico figueiredo,2020,107.0
lawrence naesen,2020,107.0
edward planckaert,2020,106.0
owain doull,2020,106.0
robert power,2020,106.0
timo roosen,2020,106.0
chad haga,2020,105.0
simone velasco,2020,105.0
julien simon,2020,104.0
lorrenzo manzin,2020,104.0
simon pellaud,2020,103.0
kenneth van rooy,2020,102.0
louis vervaeke,2020,102.0
clement champoussin,2020,101.0
davide cimolai,2020,101.0
joris nieuwenhuis,2020,100.0
matthias brandle,2020,100.0
luke rowe,2020,99.0
nils politt,2020,99.0
ryan gibbons,2020,99.0
gavin mannion,2020,98.0
jay mccarthy,2020,98.0
marco tizza,2020,98.0
martin laas,2020,97.0
shane archbold,2020,97.0
tom van asbroeck,2020,97.0
brent bookwalter,2020,96.0
jelle vanendert,2020,95.0
marti marquez,2020,95.0
anthony roux,2020,94.0
nick schultz,2020,94.0
rick zabel,2020,94.0
benjamin declercq,2020,93.0
fabien doubey,2020,93.0
kevin ledanois,2020,93.0
edward theuns,2020,92.0
henok mulubrhan,2020,92.0
davide villella,2020,91.0
jesse ewart,2020,91.0
kilian frankiny,2020,91.0
carlos quintero,2020,90.0
lilian calmejane,2020,90.0
lucas carstensen,2020,90.0
pierpaolo ficara,2020,90.0
ryan cavanagh,2020,90.0
thibault guernalec,2020,90.0
enrique sanz,2020,89.0
pawel bernas,2020,89.0
sebastian berwick,2020,89.0
arjen livyns,2020,88.0
giovanni lonardi,2020,87.0
mauro finetto,2020,87.0
antonio pedrero,2020,86.0
ide schelling,2020,86.0
valentin midey,2020,86.0
emils liepins,2020,85.0
jefferson cepeda hernandez,2020,85.0
kristian sbaragli,2020,85.0
anatoliy budyak,2020,84.0
michael gogl,2020,84.0
mykhaylo kononenko,2020,83.0
salvatore puccio,2020,83.0
samuele battistella,2020,83.0
silvan dillier,2020,83.0
eliot lietaer,2020,82.0
jurgen roelandts,2020,82.0
simon carr,2020,82.0
dario cataldo,2020,81.0
filippo fiorelli,2020,81.0
simone ravanelli,2020,81.0
tobias foss,2020,81.0
torstein traeen,2020,81.0
merhawi kudus,2020,80.0
mihkel raim,2020,80.0
nikias arndt,2020,80.0
thymen arensman,2020,80.0
winner anacona,2020,80.0
jan hirt,2020,79.0
kevin geniets,2020,79.0
maciej paterski,2020,79.0
sergei chernetski,2020,79.0
alex kirsch,2020,78.0
fabian lienhard,2020,78.0
jose joaquin rojas,2020,78.0
juan jose lobato,2020,78.0
mark donovan,2020,78.0
stefano oldani,2020,78.0
davide gabburo,2020,77.0
eduard prades,2020,77.0
marc sarreau,2020,77.0
anthony delaplace,2020,76.0
baptiste planckaert,2020,76.0
kent main,2020,76.0
alexys brunel,2020,75.0
daniil pronskiy,2020,75.0
johan le bon,2020,75.0
kobe goossens,2020,75.0
mark padun,2020,75.0
olivier le gac,2020,75.0
adne van engelen,2020,74.0
ivan ramiro sosa,2020,74.0
robert gesink,2020,74.0
pieter serry,2020,73.0
roger kluge,2020,73.0
chris hamilton,2020,72.0
eric young,2020,72.0
luis angel mate,2020,72.0
thomas sprengers,2020,72.0
alexis guerin,2020,71.0
thanakhan chaiyasombat,2020,71.0
amanuel ghebreigzabhier,2020,70.0
david dekker,2020,70.0
romain sicard,2020,70.0
antonio carvalho,2020,69.0
geoffrey bouchard,2020,69.0
itamar einhorn,2020,69.0
ivo emanuel alves,2020,69.0
jakub otruba,2020,69.0
krists neilands,2020,69.0
luca pacioni,2020,69.0
riccardo minali,2020,69.0
santiago buitrago sanchez,2020,69.0
gianni moscon,2020,68.0
joni brandao,2020,68.0
kristoffer halvorsen,2020,68.0
cristian rodriguez,2020,67.0
jetse bol,2020,67.0
kamil gradek,2020,67.0
luke durbridge,2020,67.0
pierre luc perichon,2020,67.0
damien touze,2020,66.0
frederik frison,2020,66.0
iljo keisse,2020,66.0
josip rumac,2020,66.0
michael schwarzmann,2020,66.0
emanuel piaskowy,2020,65.0
jose herrada,2020,65.0
tosh van der sande,2020,65.0
andre greipel,2020,64.0
jose manuel diaz gallego,2020,64.0
martijn tusveld,2020,64.0
mohd harrif saleh,2020,64.0
james piccoli,2020,63.0
jesper hansen 1,2020,63.0
luis gomes,2020,63.0
manuel belletti,2020,63.0
sep vanmarcke,2020,63.0
alfdan de decker,2020,62.0
benjamin thomas 2,2020,62.0
peerapol chawchiangkwang,2020,62.0
alfred wright,2020,61.0
daniel navarro,2020,61.0
piotr brozyna,2020,61.0
serghei tvetcov,2020,61.0
diego rubio,2020,60.0
jaakko hanninen,2020,60.0
lorenzo fortunato,2020,60.0
mikel bizkarra,2020,60.0
taj jones,2020,60.0
tejay van garderen,2020,60.0
edvaldas siskevicius,2020,59.0
kyle murphy,2020,59.0
mads wurtz schmidt,2020,59.0
miles scotson,2020,59.0
patryk stosz,2020,59.0
albert torres,2020,58.0
harold tejada,2020,58.0
michael kukrle,2020,58.0
remy rochas,2020,58.0
roman kreuziger,2020,58.0
sean de bie,2020,58.0
anthony maldonado,2020,57.0
bert jan lindeman,2020,57.0
christofer robin jurado,2020,57.0
heinrich haussler,2020,57.0
marcus culey,2020,57.0
thomas boudat,2020,57.0
thomas pidcock,2020,57.0
imanol erviti,2020,56.0
johan jacobs,2020,56.0
kevin rivera,2020,56.0
michael schar,2020,56.0
nick van der lijke,2020,56.0
oscar riesebeek,2020,56.0
alessandro fancellu,2020,55.0
carl fredrik hagen,2020,55.0
enrico gasparotto,2020,55.0
jonas gregaard,2020,55.0
nicola bagioli,2020,55.0
omer goldstein,2020,55.0
pawel poljanski,2020,55.0
jonathan hivert,2020,54.0
stefan de bod,2020,54.0
aksel nommela,2020,53.0
attilio viviani,2020,53.0
connor swift,2020,53.0
edoardo zardini,2020,53.0
