rank,count
1,1
2,1
3,0
4,0
5,1
6,0
7,1
8,3
9,1
10,1
11,1
12,0
13,1
14,1
15,0
16,1
17,1
18,0
19,0
20,0
21,1
22,1
23,0
24,1
25,1
26,0
27,0
28,0
29,0
30,0
31,1
32,0
33,0
34,1
35,0
36,0
37,2
38,0
39,1
40,1
