rank,count
1,3
2,2
3,1
4,1
5,1
6,1
7,1
8,1
9,2
10,2
11,0
12,1
13,2
14,1
15,1
16,3
17,1
18,2
19,1
20,2
21,1
22,1
23,1
24,1
25,0
26,0
27,1
28,1
29,1
30,0
31,1
32,1
33,1
34,1
35,0
36,0
37,1
38,0
39,0
40,1
