rank,count
1,3
2,3
3,2
4,4
5,1
6,3
7,1
8,2
9,2
10,3
11,0
12,1
13,0
14,1
15,4
16,1
17,0
18,3
19,1
20,1
21,1
22,1
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,2
31,1
32,0
33,0
34,0
35,0
36,0
37,1
38,1
39,2
40,0
