rank,count
1,0
2,1
3,1
4,1
5,1
6,1
7,2
8,4
9,1
10,0
11,0
12,2
13,1
14,1
15,2
16,0
17,0
18,2
19,1
20,0
21,1
22,0
23,0
24,1
25,0
26,3
27,0
28,0
29,2
30,3
31,0
32,0
33,1
34,1
35,0
36,1
37,0
38,1
39,0
40,1
