rank,count
1,3
2,0
3,2
4,2
5,1
6,2
7,3
8,0
9,0
10,1
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,1
21,1
22,0
23,1
24,0
25,1
26,1
27,0
28,0
29,0
30,0
31,0
32,0
33,1
34,2
35,0
36,0
37,0
38,0
39,0
40,0
