rank,count
1,4
2,2
3,1
4,2
5,1
6,1
7,0
8,1
9,0
10,1
11,1
12,0
13,1
14,0
15,0
16,2
17,1
18,0
19,0
20,1
21,1
22,0
23,0
24,1
25,0
26,0
27,1
28,0
29,1
30,0
31,0
32,0
33,1
34,0
35,0
36,0
37,2
38,0
39,0
40,1
