rank,count
1,1
2,0
3,2
4,2
5,2
6,1
7,1
8,2
9,0
10,1
11,0
12,0
13,0
14,0
15,1
16,0
17,0
18,1
19,1
20,0
21,0
22,1
23,0
24,0
25,1
26,0
27,0
28,0
29,0
30,1
31,0
32,0
33,1
34,1
35,0
36,0
37,0
38,0
39,0
40,1
