rank,count
1,2
2,2
3,1
4,0
5,0
6,0
7,1
8,0
9,3
10,0
11,1
12,0
13,0
14,0
15,0
16,1
17,0
18,0
19,0
20,0
21,1
22,0
23,0
24,1
25,0
26,1
27,1
28,2
29,0
30,1
31,0
32,0
33,0
34,0
35,0
36,1
37,0
38,1
39,1
40,0
