rider_name,year,pcs_points
franck jarno,1995,87.0
mirco crepaldi,1995,86.0
graeme obree,1995,85.0
darren baker,1995,83.0
steve bauer,1995,83.0
ermanno brignoli,1995,82.0
gianluca pierobon,1995,82.0
mauro radaelli,1995,82.0
michel cornelisse,1995,82.0
emmanuel hubert,1995,81.0
frank van veenendaal,1995,81.0
steve hegg,1995,81.0
ramon garcia espana,1995,80.0
bruno cornillet,1995,79.0
marat ganeev,1995,79.0
simone biasci,1995,78.0
dainis ozols,1995,77.0
martin van steen,1995,77.0
tobias steinhauser,1995,77.0
michel zanoli,1995,76.0
robbie mcewen,1995,76.0
robert millar,1995,76.0
camille coualan,1995,75.0
giuseppe tartaggia,1995,75.0
jean jacques henry,1995,75.0
niko eeckhout,1995,75.0
vitali kokorine,1995,75.0
wim omloop,1995,75.0
jose bento carvalho de azevedo,1995,74.0
luc leblanc,1995,74.0
valerio tebaldi,1995,74.0
giuseppe petito,1995,73.0
marco milesi,1995,73.0
mario kummer,1995,73.0
manuel pascual,1995,72.0
manuel rodriguez 305,1995,71.0
andreas lebsanft,1995,70.0
biagio conte,1995,70.0
cyril saugrain,1995,70.0
dmitri gaynitdinov,1995,70.0
jean christophe bloy,1995,70.0
jose luis rodriguez garcia,1995,70.0
juan ramirez,1995,70.0
peter spaenhoven,1995,70.0
tadeusz rizi,1995,70.0
volker ordowski,1995,70.0
mariano moreda,1995,69.0
maurizio molinari,1995,69.0
roland meier,1995,69.0
giancarlo perini,1995,68.0
jose antonio espinosa,1995,68.0
michael boogerd,1995,68.0
stefano checchin,1995,68.0
pascal chanteur,1995,67.0
giuseppe calcaterra,1995,66.0
jurgen van de walle,1995,66.0
asier guenetxea,1995,65.0
eric van lancker,1995,65.0
gordon fraser,1995,65.0
inigo gonzalez de heredia,1995,65.0
israel ochoa,1995,65.0
jan karlsson 2,1995,65.0
juan rodrigo arenas gonzalez,1995,65.0
laurent davion,1995,65.0
maurizio de pasquale,1995,65.0
francisque teyssier,1995,64.0
hans de clercq,1995,64.0
aart vierhouten,1995,63.0
gert vanderaerden,1995,63.0
jose luis arrieta,1995,63.0
robbie vandaele,1995,63.0
stephane petilleau,1995,63.0
geert van bondt,1995,62.0
laurent pillon,1995,62.0
gianvito martinelli,1995,61.0
jacek mickiewicz,1995,61.0
marco fincato,1995,61.0
ronny assez,1995,61.0
christophe manin,1995,60.0
frank van den abeele,1995,60.0
nicolaj bo larsen,1995,60.0
pedro rodriguez2,1995,60.0
tomasz brozyna,1995,60.0
viatcheslav djavanian,1995,60.0
angelo citracca,1995,59.0
philippe gaumont,1995,59.0
valter bonca,1995,59.0
brett dennis,1995,58.0
francisco benitez,1995,58.0
malcolm elliott,1995,57.0
michele laddomada,1995,57.0
mikhaylo khalilov,1995,57.0
massimo ghirotto,1995,56.0
alvaro gonzalez,1995,55.0
cyril sabatier,1995,55.0
francisco cerezo,1995,55.0
ivan luna,1995,55.0
ivano zuccotti,1995,55.0
jose angel vidal,1995,55.0
jose manuel garcia 114,1995,55.0
mario moermans,1995,55.0
philippe le barbier,1995,55.0
steve zampieri,1995,55.0
juan carlos dominguez,1995,54.0
tom desmet,1995,54.0
frederic pontier,1995,53.0
michel dernies,1995,53.0
rosario fina,1995,53.0
libardo nino corredor,1995,52.0
manuel luis campos abreu,1995,52.0
nico emonds,1995,52.0
tyler hamilton,1995,52.0
marc patry,1995,51.0
paul van hyfte,1995,51.0
auguste arnaud,1995,50.0
ion del rio,1995,50.0
jose rosa,1995,50.0
ronan pensec,1995,50.0
roberto menegotto,1995,49.0
romes gainetdinov,1995,49.0
andrea vatteroni,1995,48.0
fabio casartelli,1995,48.0
gerrit de vries,1995,48.0
peter naessens,1995,48.0
rob mulders,1995,48.0
vassili davidenko,1995,48.0
anthony rokia,1995,47.0
fred rodriguez,1995,47.0
jean paul van poppel,1995,47.0
johnny weltz,1995,47.0
jorge manuel dos santos silva,1995,47.0
michael rich,1995,47.0
jens zemke,1995,46.0
juan carlos gonzalez salvador,1995,46.0
carlos alberto maya lizcano,1995,45.0
erwin nijboer,1995,45.0
herve boussard,1995,45.0
john den braber,1995,45.0
klaus diewald,1995,45.0
leonardo sierra,1995,45.0
vitor gamito,1995,45.0
bo andre namtvedt,1995,44.0
laurent jalabert,1996,2672.0
abraham olano manzano,1996,2303.0
tony rominger,1996,2232.0
richard virenque,1996,2194.0
alex zulle,1996,2170.0
alex zulle2,1996,2170.0
michele bartoli,1996,2030.0
johan museeuw,1996,1920.0
mauro gianetti,1996,1858.0
andrea tafi,1996,1794.0
lance armstrong,1996,1791.0
fabio baldato,1996,1784.0
christopher boardman,1996,1783.0
bjarne riis,1996,1762.0
miguel indurain,1996,1704.0
laurent dufaux,1996,1622.0
davide rebellin,1996,1612.0
fabrizio guidi,1996,1612.0
francesco casagrande,1996,1572.0
laurent brochard,1996,1535.0
andrei tchmil,1996,1482.0
alexander gontsjenkov,1996,1406.0
erik zabel,1996,1368.0
frank vandenbroucke,1996,1358.0
rolf sorensen,1996,1330.0
evgeni berzin,1996,1313.0
luc leblanc,1996,1304.0
andrea ferrigato,1996,1271.0
tom steels,1996,1248.0
giovanni lombardi,1996,1233.0
pascal richard,1996,1114.0
viatcheslav ekimov,1996,1113.0
mario cipollini,1996,1069.0
jan ullrich,1996,1067.0
stefano zanini,1996,1054.0
frederic moncassin,1996,1037.0
fernando escartin,1996,1015.0
marco fincato,1996,1012.0
daniele nardello,1996,997.0
gabriele colombo,1996,975.0
alberto elli,1996,970.0
piotr ugrumov,1996,970.0
udo bolts,1996,963.0
maurizio fondriest,1996,952.0
andrea peron 1,1996,949.0
nicola minali,1996,926.0
enrico zaina,1996,883.0
pascal herve,1996,867.0
jan svorada 1,1996,864.0
gianni faresin,1996,834.0
beat zberg,1996,833.0
pavel tonkov,1996,832.0
gianni bugno,1996,788.0
peter luttenberger,1996,780.0
jeroen blijlevens,1996,774.0
maximilian sciandri,1996,761.0
patrick jonker,1996,757.0
stephane heulot,1996,734.0
olaf ludwig,1996,731.0
stefano faustini,1996,724.0
bo hamburger,1996,717.0
djamolidine abduzhaparov,1996,714.0
fabiano fontanelli,1996,714.0
axel merckx,1996,706.0
michele coppolillo,1996,642.0
pascal chanteur,1996,640.0
melchor mauri,1996,635.0
inigo cuesta,1996,628.0
adriano baffi,1996,620.0
filippo casagrande,1996,613.0
johan capiot,1996,613.0
fabio roscioli,1996,607.0
claudio chiappucci,1996,603.0
laurent madouas,1996,600.0
giuseppe guerini,1996,555.0
massimo podenzana,1996,553.0
fabian jeker,1996,551.0
dmitri konychev,1996,547.0
tristan hoffman,1996,540.0
peter van petegem,1996,536.0
rodolfo massi,1996,522.0
stefano cattai,1996,511.0
wilfried peeters,1996,509.0
wladimir belli,1996,507.0
gianluca pianegonda,1996,496.0
philippe gaumont,1996,494.0
angel edo,1996,484.0
marcel wust,1996,479.0
roberto pistore,1996,476.0
franco ballerini,1996,474.0
jose maria jimenez,1996,473.0
didier rous,1996,468.0
jesper skibby,1996,455.0
gianluca bortolami,1996,449.0
wilfried nelissen,1996,446.0
mauro bettin,1996,441.0
jens heppner,1996,439.0
bruno boscardin,1996,436.0
massimiliano lelli,1996,433.0
manuel fernandez gines,1996,430.0
neil stephens,1996,429.0
ivan gotti,1996,422.0
laurent desbiens,1996,417.0
georg totschnig,1996,414.0
bobby julich,1996,410.0
arsenio gonzalez,1996,406.0
erik breukink,1996,400.0
silvio martinello,1996,394.0
uwe peschel,1996,388.0
denis zanette,1996,386.0
marcos antonio serrano,1996,378.0
brian holm sorensen,1996,376.0
marco vergnani,1996,375.0
michael blaudzun,1996,374.0
andrei teteriouk,1996,373.0
marco serpellini,1996,373.0
oscar camenzind,1996,371.0
massimo donati,1996,370.0
maarten den bakker,1996,369.0
alessandro baronti,1996,364.0
niko eeckhout,1996,362.0
stefano della santa,1996,362.0
laurent roux,1996,357.0
alexandre shefer,1996,349.0
aitor garmendia,1996,342.0
riccardo forconi,1996,342.0
mariano piccoli,1996,339.0
lars michaelsen,1996,331.0
arvis piziks,1996,328.0
hendrik redant,1996,326.0
viatcheslav djavanian,1996,326.0
biagio conte,1996,324.0
emmanuel magnien,1996,324.0
francisco cabello,1996,324.0
leonardo piepoli,1996,323.0
mario traversoni,1996,319.0
jean cyril robin,1996,318.0
zbigniew spruch,1996,314.0
armin meier,1996,312.0
andrea noe,1996,310.0
massimo strazzer,1996,302.0
juan carlos dominguez,1996,301.0
cedric vasseur,1996,299.0
erik dekker,1996,296.0
francesco frattini,1996,291.0
leon van bon,1996,291.0
francois simon,1996,290.0
marcelino garcia,1996,288.0
gerard rue,1996,287.0
marco saligari,1996,285.0
rolf aldag,1996,284.0
massimiliano gentili,1996,281.0
michael boogerd,1996,281.0
francis moreau,1996,280.0
gabriele missaglia,1996,280.0
mariano rojas,1996,280.0
valentino fois,1996,276.0
steffen wesemann,1996,275.0
jacky durand,1996,263.0
kaspars ozers,1996,263.0
hans de meester,1996,259.0
daniel clavero,1996,257.0
joona laukka,1996,255.0
christian henn,1996,254.0
marc streel,1996,254.0
federico echave,1996,251.0
marco milesi,1996,251.0
massimo apollonio,1996,251.0
peter meinert nielsen,1996,250.0
felix manuel garcia casas,1996,249.0
rolf jaermann,1996,248.0
mirko gualdi,1996,243.0
kai hundertmarck,1996,242.0
michel lafis,1996,242.0
carlo bomans,1996,239.0
nicolas jalabert,1996,237.0
thierry laurent,1996,237.0
ignacio garcia,1996,235.0
michael andersson,1996,234.0
glenn magnusson,1996,233.0
serhiy ushakov,1996,231.0
danny nelissen,1996,225.0
federico colonna,1996,225.0
serguei smetanine,1996,222.0
frankie andreu,1996,220.0
stefano checchin,1996,218.0
jans koerts,1996,216.0
stefano colage,1996,214.0
herminio diaz zabala,1996,213.0
orlando sergio rodrigues,1996,213.0
amilcare tronca,1996,211.0
francisco javier mauleon,1996,211.0
oscar pellicioli,1996,211.0
felice puttini,1996,210.0
eddy seigneur,1996,209.0
bruno cenghialta,1996,206.0
claudio camin,1996,205.0
max van heeswijk,1996,204.0
ludo dierckxsens,1996,203.0
vladislav bobrik,1996,202.0
jaan kirsipuu,1996,201.0
edwig van hooydonck,1996,200.0
marco antonio di renzo,1996,200.0
robbie mcewen,1996,200.0
stephan schreck,1996,200.0
glenn d hollander,1996,199.0
david etxebarria,1996,197.0
jose roberto sierra aguerro,1996,196.0
mario manzoni,1996,196.0
paolo savoldelli,1996,193.0
angelo citracca,1996,192.0
paolo lanfranchi,1996,192.0
claudio astolfi,1996,190.0
christophe capelle,1996,188.0
michael rich,1996,188.0
thomas fleischer,1996,187.0
angel luis casero,1996,186.0
bert dietz,1996,186.0
paulo jorge de moura ferreira,1996,184.0
gilles bouvard,1996,183.0
johan verstrepen,1996,182.0
mikel zarrabeitia,1996,182.0
fabrizio bontempi,1996,179.0
nicola loda,1996,177.0
arturas kasputis,1996,175.0
carlo finco,1996,175.0
jesus montoya,1996,173.0
marc wauters,1996,173.0
bart voskamp,1996,171.0
hernan buenahora,1996,171.0
jelle nijdam,1996,170.0
michel cornelisse,1996,170.0
cyril saugrain,1996,166.0
vladimir pulnikov,1996,165.0
alberto amaral,1996,164.0
frank corvers,1996,163.0
asier guenetxea,1996,162.0
marco lietti,1996,162.0
simone biasci,1996,161.0
koos moerenhout,1996,160.0
gianluca valoti,1996,159.0
alessandro calzolari,1996,158.0
jose bento carvalho de azevedo,1996,158.0
paolo valoti,1996,158.0
giuseppe citterio,1996,157.0
roberto petito,1996,157.0
damian mcdonald,1996,155.0
eddy bouwmans,1996,155.0
frederic guesdon,1996,155.0
marco zen,1996,152.0
zenon jaskula,1996,150.0
johan bruyneel,1996,149.0
luc roosen,1996,149.0
stephen hodge,1996,148.0
francois lemarchand,1996,147.0
bruno thibout,1996,144.0
jo planckaert,1996,142.0
laudelino cubino,1996,142.0
manuel beltran,1996,141.0
jon odriozola,1996,139.0
stephane hennebert,1996,139.0
sven teutenberg,1996,139.0
angelo canzonieri,1996,138.0
jose jaime gonzalez,1996,138.0
peter farazijn,1996,136.0
giorgio furlan,1996,135.0
ramon gonzalez arrieta,1996,135.0
santiago blanco,1996,135.0
davide casarotto,1996,134.0
nicolaj bo larsen,1996,134.0
ralf grabsch,1996,134.0
vassili davidenko,1996,134.0
angelo lecchi,1996,131.0
nelson rodriguez serna,1996,130.0
mario aerts,1996,129.0
andrea paluan,1996,128.0
gilles talmant,1996,128.0
paolo fornaciari,1996,128.0
sergei uslamin,1996,127.0
jean phillipe duracka,1996,126.0
scott sunderland,1996,122.0
bart leysen,1996,121.0
peter verbeken,1996,121.0
stijn devolder,1996,121.0
dariusz baranowski,1996,120.0
chris peers,1996,119.0
juergen werner,1996,119.0
nico mattan,1996,119.0
ronny assez,1996,118.0
luca gelfi,1996,116.0
alexei sivakov,1996,115.0
david plaza romero,1996,115.0
inaki ayarzaguena urkidi,1996,115.0
mirko celestino,1996,115.0
robbie vandaele,1996,114.0
andreas kappes,1996,113.0
joaquim augusto gomes,1996,113.0
sergei ivanov,1996,113.0
christophe moreau,1996,112.0
cristian gasperoni,1996,112.0
herman frison,1996,112.0
stephen neil,1996,112.0
george hincapie,1996,111.0
gianpaolo mondini,1996,111.0
mario scirea,1996,111.0
prudencio indurain,1996,110.0
gianluca gorini,1996,109.0
peter spaenhoven,1996,108.0
hendrik van dyck,1996,107.0
magnus backstedt,1996,107.0
oliverio rincon quintana,1996,107.0
candido barbosa,1996,106.0
jay sweet,1996,105.0
lauri aus,1996,105.0
roberto sgambelluri,1996,105.0
servais knaven,1996,105.0
alessandro bertolini,1996,104.0
emmanuel hubert,1996,104.0
erwin thijs,1996,104.0
thierry marie,1996,104.0
wim vansevenant,1996,104.0
tomasz brozyna,1996,103.0
marc bouillon,1996,102.0
martin van steen,1996,101.0
vitor gamito,1996,101.0
christian poos,1996,100.0
denis bondarenko,1996,100.0
sergio barbero,1996,100.0
guillaume destang,1996,99.0
stefano casagranda,1996,99.0
michael van der wolf,1996,98.0
wim feys,1996,98.0
saulius sarkauskas,1996,97.0
dario andriotto,1996,96.0
frank hoj christensen,1996,96.0
jeff evanshine,1996,96.0
stefano giraldi,1996,96.0
casper van der meer,1996,95.0
manuel luis campos abreu,1996,95.0
darren baker,1996,94.0
alvaro gonzalez,1996,93.0
andrea patuelli,1996,92.0
john talen,1996,92.0
tyler hamilton,1996,92.0
jean luc masdupuy,1996,91.0
jean pierre heynderickx,1996,91.0
david lefevre,1996,90.0
kevin livingston,1996,90.0
massimiliano mori,1996,90.0
romans vainsteins,1996,90.0
david delrieu,1996,89.0
cesar solaun,1996,88.0
daisuke imanaka,1996,88.0
jens voigt,1996,87.0
andrea dolci,1996,86.0
filippo simeoni,1996,86.0
geert verheyen,1996,86.0
andreas walzer,1996,85.0
federico munoz,1996,85.0
steven de jongh,1996,85.0
asiat saitov,1996,84.0
gianluca sironi,1996,84.0
roland meier,1996,84.0
stephane goubert,1996,84.0
wim omloop,1996,84.0
fausto dotti,1996,82.0
hans de clercq,1996,82.0
raymond meijs,1996,82.0
rossano brasi,1996,82.0
mario de clercq,1996,81.0
maurizio frizzo,1996,81.0
christopher newton,1996,80.0
eddy gragus,1996,80.0
ivan cerioli,1996,80.0
jan valach,1996,80.0
paul van hyfte,1996,80.0
eric vanderaerden,1996,79.0
mirko rossato,1996,79.0
aart vierhouten,1996,78.0
henk vogels,1996,78.0
maurizio de pasquale,1996,78.0
davy dubbeldam,1996,77.0
wiebren veenstra,1996,77.0
alessio galletti,1996,76.0
cristiano frattini,1996,76.0
thierry bricaud,1996,76.0
emmanuel bonnot,1996,75.0
giuliano figueras,1996,75.0
heinz imboden,1996,75.0
michelangelo cauz,1996,75.0
nicola miceli,1996,75.0
oscar pozzi,1996,75.0
fabrice gougot,1996,74.0
marino alonso,1996,74.0
david garcia dapena,1996,73.0
steve bauer,1996,73.0
david garcia marquina,1996,72.0
david millar,1996,71.0
ermanno brignoli,1996,71.0
franco vona,1996,71.0
benoit salmon,1996,70.0
claudio bartoli,1996,70.0
claus michael moller,1996,70.0
rene andrle,1996,70.0
andrew hampsten,1996,69.0
davide bramati,1996,69.0
thierry bourguignon,1996,69.0
adrie van der poel,1996,68.0
christophe rinero,1996,68.0
matthew white,1996,68.0
peter rogers,1996,68.0
francisco jose garcia,1996,67.0
jose luis rodriguez garcia,1996,67.0
nico renders,1996,67.0
roberto caruso,1996,67.0
chris horner,1996,66.0
flavio vanzella,1996,66.0
giuseppe di grande,1996,66.0
peter naessens,1996,66.0
sean yates,1996,66.0
roberto gaggioli,1996,65.0
santos gonzalez,1996,65.0
vicente aparicio,1996,65.0
lylian lebreton,1996,64.0
martin hvastija,1996,64.0
cristian salvato,1996,63.0
gerd audehem,1996,63.0
omar pumar,1996,63.0
thierry gouvenou,1996,63.0
youri sourkov,1996,63.0
alessandro petacchi,1996,62.0
geert van bondt,1996,62.0
michele laddomada,1996,62.0
nicolas aubier,1996,62.0
danny daelman,1996,61.0
jose luis arrieta,1996,61.0
quintino rodrigues,1996,61.0
andrea chiurato,1996,60.0
davide perona,1996,60.0
dmitri gaynitdinov,1996,60.0
eric wohlberg,1996,60.0
francisco cerezo,1996,60.0
michel vanhaecke,1996,60.0
francois urien,1996,59.0
gert vanderaerden,1996,59.0
claude lamour,1996,58.0
marco della vedova,1996,58.0
sammie moreels,1996,58.0
andrzej sypytkowski,1996,57.0
andy de smet,1996,57.0
joaquim adrego pereira andrade,1996,57.0
roberto heras,1996,57.0
jerome rouyer,1996,56.0
joaquim sampaio,1996,56.0
luca pavanello,1996,56.0
steve hegg,1996,56.0
aitor osa,1996,55.0
alexander kastenhuber,1996,55.0
andre korff,1996,55.0
fabrizio settembrini,1996,55.0
jimmy casper,1996,55.0
lorenzo di silvestro,1996,55.0
marco artunghi,1996,55.0
maurizio tomi,1996,55.0
sauro gallorini,1996,55.0
vitali kokorine,1996,55.0
germano pierdomenico,1996,54.0
gianluca pierobon,1996,54.0
juan rodrigo arenas gonzalez,1996,54.0
juri recanati,1996,54.0
roberto conti,1996,54.0
dirk baldinger,1996,53.0
francisque teyssier,1996,53.0
frank van den abeele,1996,53.0
jean claude colotti,1996,53.0
mauro antonio santaromita,1996,53.0
michael sandstod,1996,53.0
cassio freitas,1996,52.0
dario frigo,1996,52.0
dennis moons,1996,52.0
inigo gonzalez de heredia,1996,52.0
filippo meloni,1996,51.0
andrea brognara,1996,50.0
brett dennis,1996,50.0
igor gonzalez de galdeano,1996,50.0
jos lucassen,1996,50.0
jose joaquin castelblanco,1996,50.0
loic lamouller,1996,50.0
marco velo,1996,50.0
mario kummer,1996,50.0
marty jemison,1996,50.0
nicola gavazzi,1996,50.0
nuno alves,1996,50.0
oleg pankov,1996,50.0
walter beneteau,1996,50.0
xavier florencio,1996,50.0
eddy mazzoleni,1996,48.0
kristof trouve,1996,48.0
stuart o grady,1996,48.0
endrio leoni,1996,47.0
laurent jalabert,1997,3460.0
jan ullrich,1997,1920.0
erik zabel,1997,1821.0
richard virenque,1997,1790.0
francesco casagrande,1997,1779.0
michele bartoli,1997,1726.0
beat zberg,1997,1716.0
alex zulle,1997,1677.0
alex zulle2,1997,1677.0
abraham olano manzano,1997,1622.0
fernando escartin,1997,1605.0
laurent dufaux,1997,1574.0
andrei tchmil,1997,1570.0
pavel tonkov,1997,1427.0
marco pantani,1997,1413.0
johan museeuw,1997,1384.0
davide rebellin,1997,1265.0
andrea tafi,1997,1258.0
viatcheslav ekimov,1997,1211.0
mario cipollini,1997,1178.0
jan svorada 1,1997,1150.0
christopher boardman,1997,1108.0
jose maria jimenez,1997,1085.0
oscar camenzind,1997,1048.0
udo bolts,1997,1040.0
bjarne riis,1997,1027.0
frederic moncassin,1997,1021.0
roberto petito,1997,944.0
laurent brochard,1997,943.0
rolf sorensen,1997,916.0
alberto elli,1997,886.0
gianluca bortolami,1997,877.0
mikel zarrabeitia,1997,856.0
daniel clavero,1997,855.0
serhiy honchar,1997,852.0
leon van bon,1997,801.0
jeroen blijlevens,1997,795.0
peter van petegem,1997,770.0
laurent roux,1997,769.0
maximilian sciandri,1997,766.0
frank vandenbroucke,1997,761.0
andrea noe,1997,755.0
biagio conte,1997,750.0
jaan kirsipuu,1997,735.0
tom steels,1997,733.0
marcel wust,1997,730.0
jo planckaert,1997,725.0
mauro gianetti,1997,725.0
henk vogels,1997,720.0
melchor mauri,1997,716.0
ivan gotti,1997,714.0
davide casarotto,1997,705.0
bo hamburger,1997,700.0
alexander gontsjenkov,1997,687.0
claudio chiappucci,1997,687.0
juan carlos dominguez,1997,683.0
andrea ferrigato,1997,682.0
michael boogerd,1997,670.0
christian henn,1997,668.0
daniele nardello,1997,666.0
mariano piccoli,1997,655.0
luc leblanc,1997,653.0
nicola minali,1997,622.0
fabrizio guidi,1997,617.0
stephane heulot,1997,611.0
cedric vasseur,1997,600.0
wladimir belli,1997,596.0
erik dekker,1997,592.0
felix manuel garcia casas,1997,588.0
aitor garmendia,1997,577.0
glenn magnusson,1997,571.0
alessandro baronti,1997,564.0
mario traversoni,1997,556.0
roberto heras,1997,551.0
marcos antonio serrano,1997,542.0
giuseppe di grande,1997,539.0
david etxebarria,1997,537.0
christophe moreau,1997,536.0
giuseppe guerini,1997,535.0
jean cyril robin,1997,535.0
frederic guesdon,1997,534.0
pascal herve,1997,533.0
lauri aus,1997,531.0
angel luis casero,1997,530.0
paolo lanfranchi,1997,525.0
fabio baldato,1997,515.0
robbie mcewen,1997,507.0
pascal chanteur,1997,505.0
sergio barbero,1997,501.0
philippe gaumont,1997,498.0
alessandro bertolini,1997,497.0
serhiy ushakov,1997,494.0
evgeni berzin,1997,493.0
luca scinto,1997,489.0
candido barbosa,1997,484.0
santiago blanco,1997,483.0
lars michaelsen,1997,482.0
bobby julich,1997,479.0
francois simon,1997,478.0
manuel beltran,1997,478.0
dmitri konychev,1997,477.0
endrio leoni,1997,472.0
rolf aldag,1997,470.0
peter meinert nielsen,1997,465.0
nicolas jalabert,1997,455.0
rodolfo massi,1997,449.0
gianni faresin,1997,447.0
roberto conti,1997,446.0
enrico zaina,1997,440.0
erik breukink,1997,440.0
mirko celestino,1997,440.0
christophe agnolutto,1997,439.0
luca mazzanti,1997,437.0
laurent madouas,1997,435.0
stefano garzelli,1997,426.0
armand de las cuevas,1997,423.0
massimo strazzer,1997,423.0
maurizio fondriest,1997,416.0
andrei teteriouk,1997,415.0
servais knaven,1997,413.0
tony rominger,1997,411.0
christophe mengin,1997,407.0
massimo donati,1997,407.0
stephane barthe,1997,407.0
giovanni lombardi,1997,406.0
jose manuel uria,1997,404.0
pascal lino,1997,404.0
stuart o grady,1997,395.0
axel merckx,1997,391.0
yvon ledanois,1997,389.0
felice puttini,1997,388.0
marcelino garcia,1997,384.0
roberto caruso,1997,382.0
aart vierhouten,1997,380.0
djamolidine abduzhaparov,1997,379.0
gabriele missaglia,1997,379.0
bart voskamp,1997,374.0
bruno boscardin,1997,372.0
emmanuel magnien,1997,357.0
georg totschnig,1997,353.0
nicola miceli,1997,351.0
roel egelmeers,1997,350.0
gabriele colombo,1997,345.0
jose jaime gonzalez,1997,343.0
maarten den bakker,1997,334.0
roland meier,1997,334.0
adriano baffi,1997,333.0
jose luis rubiera,1997,333.0
hendrik van dyck,1997,332.0
jeremy hunt,1997,329.0
gianluca pianegonda,1997,328.0
sergei ivanov,1997,328.0
claudio camin,1997,326.0
wilfried peeters,1997,325.0
dariusz baranowski,1997,322.0
viatcheslav djavanian,1997,322.0
didier rous,1997,320.0
nico mattan,1997,320.0
dario andriotto,1997,319.0
franco ballerini,1997,318.0
massimo podenzana,1997,315.0
stefano zanini,1997,314.0
massimiliano gentili,1997,309.0
stefano colage,1997,306.0
ludo dierckxsens,1997,305.0
marino alonso,1997,300.0
uwe peschel,1997,297.0
paolo savoldelli,1997,295.0
patrick jonker,1997,295.0
kai hundertmarck,1997,294.0
max van heeswijk,1997,293.0
frank hoj christensen,1997,291.0
gilles bouvard,1997,289.0
zenon jaskula,1997,288.0
leonardo piepoli,1997,284.0
silvio martinello,1997,282.0
mirko rossato,1997,279.0
johan capiot,1997,277.0
martin hvastija,1997,275.0
nicola loda,1997,269.0
peter luttenberger,1997,269.0
michele coppolillo,1997,267.0
federico colonna,1997,266.0
hans de clercq,1997,262.0
jens heppner,1997,255.0
marc wauters,1997,251.0
mauro bettin,1997,251.0
angel edo,1997,243.0
gian matteo fagnini,1997,241.0
andrea peron 1,1997,240.0
robbie vandaele,1997,240.0
cesar solaun,1997,238.0
eddy seigneur,1997,236.0
fabio roscioli,1997,235.0
juris silovs,1997,231.0
dainis ozols,1997,229.0
michael andersson,1997,228.0
paolo valoti,1997,228.0
wim feys,1997,228.0
fabian jeker,1997,227.0
elio aggiano,1997,222.0
laurent desbiens,1997,221.0
johan bruyneel,1997,219.0
jose vicente garcia acosta,1997,216.0
scott sunderland,1997,214.0
carlo finco,1997,213.0
kurt van de wouwer,1997,212.0
gianpaolo mondini,1997,211.0
marco serpellini,1997,211.0
orlando sergio rodrigues,1997,211.0
philippe bordenave,1997,209.0
brian holm sorensen,1997,207.0
serguei smetanine,1997,207.0
neil stephens,1997,205.0
zbigniew spruch,1997,205.0
benoit salmon,1997,204.0
dario frigo,1997,204.0
marco fincato,1997,203.0
rolf jaermann,1997,201.0
george hincapie,1997,200.0
jacky durand,1997,200.0
rik verbrugghe,1997,199.0
john talen,1997,198.0
simone borgheresi,1997,198.0
marc streel,1997,197.0
alexandre shefer,1997,193.0
armin meier,1997,193.0
bert dietz,1997,192.0
andrea vatteroni,1997,191.0
michael van der wolf,1997,191.0
luis perez rodriguez,1997,190.0
carlos alberto contreras,1997,189.0
mario aerts,1997,187.0
angelo canzonieri,1997,186.0
frederic bessy,1997,184.0
gabriele balducci,1997,184.0
alessio di basco,1997,182.0
sven teutenberg,1997,182.0
xavier jan,1997,181.0
gilberto simoni,1997,180.0
peter farazijn,1997,179.0
carlo bomans,1997,178.0
fabrice gougot,1997,176.0
luca gelfi,1997,176.0
patrice halgand,1997,176.0
scott mcgrory,1997,173.0
geert van bondt,1997,171.0
massimo apollonio,1997,171.0
piotr wadecki,1997,171.0
saulius sarkauskas,1997,169.0
denis menchov,1997,168.0
vladislav bobrik,1997,168.0
inigo cuesta,1997,166.0
stefano della santa,1997,166.0
alberto volpi,1997,165.0
andreas kappes,1997,165.0
fabiano fontanelli,1997,165.0
philipp buschor,1997,165.0
gerard rue,1997,164.0
paolo fornaciari,1997,161.0
thierry marichal,1997,161.0
alberto leanizbarrutia abaunza,1997,160.0
francesco frattini,1997,160.0
francisco javier mauleon,1997,159.0
jesper skibby,1997,159.0
mario manzoni,1997,159.0
mirko gualdi,1997,159.0
thierry bourguignon,1997,159.0
vitor gamito,1997,157.0
joaquim adrego pereira andrade,1997,156.0
michel vanhaecke,1997,156.0
francisque teyssier,1997,154.0
giuseppe tartaggia,1997,153.0
jose luis arrieta,1997,153.0
arvis piziks,1997,152.0
cristian salvato,1997,152.0
oscar pellicioli,1997,152.0
bruno thibout,1997,151.0
daniele contrini,1997,151.0
ludovic auger,1997,151.0
bart bowen,1997,150.0
crescenzo d amore,1997,150.0
vassili davidenko,1997,150.0
christophe capelle,1997,149.0
danny nelissen,1997,148.0
pascal richard,1997,148.0
paul van hyfte,1997,148.0
angelo lecchi,1997,145.0
jon odriozola,1997,145.0
paolo bettini,1997,145.0
mikael holst kyneb,1997,144.0
artour babaitsev,1997,143.0
jacek mickiewicz,1997,141.0
jay sweet,1997,140.0
matthias kessler,1997,140.0
marco vergnani,1997,139.0
marco zanotti 1,1997,139.0
denis zanette,1997,138.0
filippo simeoni,1997,135.0
oleg pankov,1997,135.0
sandro giacomelli,1997,134.0
claus michael moller,1997,133.0
igor gonzalez de galdeano,1997,133.0
